Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 10:54:00;Machine 1
Job 0;2023-01-01 10:54:00;2023-01-01 13:21:00;Machine 2
Job 0;2023-01-01 13:21:00;2023-01-01 19:06:00;Machine 4
Job 0;2023-01-01 19:06:00;2023-01-02 02:33:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 05:21:00;Machine 1
Job 1;2023-01-01 05:21:00;2023-01-01 14:01:00;Machine 2
Job 1;2023-01-01 14:01:00;2023-01-02 03:10:00;Machine 3
Job 1;2023-01-02 03:10:00;2023-01-02 14:52:00;Machine 4
Job 10;2023-01-01 00:00:00;2023-01-01 03:23:00;Machine 3
Job 10;2023-01-01 03:23:00;2023-01-01 06:53:00;Machine 2
Job 10;2023-01-01 06:53:00;2023-01-01 18:32:00;Machine 3
Job 10;2023-01-01 18:32:00;2023-01-02 07:36:00;Machine 4
Job 11;2023-01-01 00:00:00;2023-01-01 11:36:00;Machine 3
Job 11;2023-01-01 11:36:00;2023-01-02 00:40:00;Machine 2
Job 11;2023-01-02 00:40:00;2023-01-02 14:55:00;Machine 3
Job 11;2023-01-02 14:55:00;2023-01-02 23:27:00;Machine 4
Job 12;2023-01-01 00:00:00;2023-01-01 05:02:00;Machine 2
Job 12;2023-01-01 05:02:00;2023-01-01 13:34:00;Machine 2
Job 12;2023-01-01 13:34:00;2023-01-01 17:15:00;Machine 3
Job 12;2023-01-01 17:15:00;2023-01-01 23:00:00;Machine 4
Job 2;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 2;2023-01-01 00:12:00;2023-01-01 02:39:00;Machine 2
Job 2;2023-01-01 02:39:00;2023-01-01 13:09:00;Machine 3
Job 2;2023-01-01 13:09:00;2023-01-01 17:24:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 05:45:00;Machine 4
Job 3;2023-01-01 05:45:00;2023-01-01 15:31:00;Machine 2
Job 3;2023-01-01 15:31:00;2023-01-01 19:05:00;Machine 3
Job 3;2023-01-01 19:05:00;2023-01-02 09:31:00;Machine 4
Job 4;2023-01-01 00:00:00;2023-01-01 11:18:00;Machine 1
Job 4;2023-01-01 11:18:00;2023-01-01 20:10:00;Machine 2
Job 4;2023-01-01 20:10:00;2023-01-02 00:45:00;Machine 3
Job 4;2023-01-02 00:45:00;2023-01-02 06:17:00;Machine 4
Job 5;2023-01-01 00:00:00;2023-01-01 16:03:00;Machine 3
Job 5;2023-01-01 16:03:00;2023-01-01 18:28:00;Machine 2
Job 5;2023-01-01 18:28:00;2023-01-01 23:30:00;Machine 3
Job 5;2023-01-01 23:30:00;2023-01-02 03:15:00;Machine 4
Job 6;2023-01-01 00:00:00;2023-01-01 00:25:00;Machine 1
Job 6;2023-01-01 00:25:00;2023-01-01 00:49:00;Machine 2
Job 6;2023-01-01 00:49:00;2023-01-01 03:11:00;Machine 3
Job 6;2023-01-01 03:11:00;2023-01-01 13:00:00;Machine 4
Job 7;2023-01-01 00:00:00;2023-01-01 14:34:00;Machine 4
Job 7;2023-01-01 14:34:00;2023-01-01 23:11:00;Machine 2
Job 7;2023-01-01 23:11:00;2023-01-01 23:35:00;Machine 3
Job 7;2023-01-01 23:35:00;2023-01-02 16:11:00;Machine 4
Job 8;2023-01-01 00:00:00;2023-01-01 01:54:00;Machine 1
Job 8;2023-01-01 01:54:00;2023-01-01 16:50:00;Machine 2
Job 8;2023-01-01 16:50:00;2023-01-02 01:30:00;Machine 3
Job 8;2023-01-02 01:30:00;2023-01-02 10:31:00;Machine 4
Job 9;2023-01-01 00:00:00;2023-01-01 13:05:00;Machine 3
Job 9;2023-01-01 13:05:00;2023-01-01 22:08:00;Machine 2
Job 9;2023-01-01 22:08:00;2023-01-02 03:44:00;Machine 3
Job 9;2023-01-02 03:44:00;2023-01-02 07:38:00;Machine 4
