Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 5
Job 0;2023-01-01 00:21:00;2023-01-01 00:47:00;Machine 8
Job 0;2023-01-01 00:47:00;2023-01-01 01:03:00;Machine 10
Job 0;2023-01-01 01:03:00;2023-01-01 01:37:00;Machine 3
Job 0;2023-01-01 01:37:00;2023-01-01 02:32:00;Machine 4
Job 0;2023-01-01 02:32:00;2023-01-01 03:24:00;Machine 9
Job 0;2023-01-01 03:24:00;2023-01-01 04:59:00;Machine 6
Job 0;2023-01-01 04:59:00;2023-01-01 06:10:00;Machine 7
Job 0;2023-01-01 06:10:00;2023-01-01 06:31:00;Machine 2
Job 0;2023-01-01 06:31:00;2023-01-01 07:24:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 01:17:00;Machine 3
Job 1;2023-01-01 01:17:00;2023-01-01 02:55:00;Machine 6
Job 1;2023-01-01 02:55:00;2023-01-01 03:37:00;Machine 2
Job 1;2023-01-01 03:37:00;2023-01-01 04:43:00;Machine 8
Job 1;2023-01-01 04:43:00;2023-01-01 05:14:00;Machine 3
Job 1;2023-01-01 05:14:00;2023-01-01 05:53:00;Machine 4
Job 1;2023-01-01 05:53:00;2023-01-01 07:10:00;Machine 7
Job 1;2023-01-01 07:10:00;2023-01-01 08:29:00;Machine 10
Job 1;2023-01-01 08:29:00;2023-01-01 09:24:00;Machine 5
Job 1;2023-01-01 09:24:00;2023-01-01 09:36:00;Machine 1
Job 10;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 7
Job 10;2023-01-01 01:16:00;2023-01-01 01:48:00;Machine 8
Job 10;2023-01-01 01:48:00;2023-01-01 02:06:00;Machine 7
Job 10;2023-01-01 02:06:00;2023-01-01 02:26:00;Machine 1
Job 10;2023-01-01 02:26:00;2023-01-01 03:53:00;Machine 4
Job 10;2023-01-01 03:53:00;2023-01-01 04:10:00;Machine 3
Job 10;2023-01-01 04:10:00;2023-01-01 04:35:00;Machine 10
Job 10;2023-01-01 04:35:00;2023-01-01 04:59:00;Machine 5
Job 10;2023-01-01 04:59:00;2023-01-01 05:30:00;Machine 2
Job 10;2023-01-01 05:30:00;2023-01-01 06:51:00;Machine 9
Job 11;2023-01-01 00:00:00;2023-01-01 01:37:00;Machine 9
Job 11;2023-01-01 00:00:00;2023-01-01 01:26:00;Machine 1
Job 11;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 6
Job 11;2023-01-01 00:00:00;2023-01-01 00:45:00;Machine 8
Job 11;2023-01-01 01:37:00;2023-01-01 03:07:00;Machine 9
Job 11;2023-01-01 03:07:00;2023-01-01 03:35:00;Machine 6
Job 11;2023-01-01 03:35:00;2023-01-01 05:01:00;Machine 6
Job 11;2023-01-01 05:01:00;2023-01-01 05:59:00;Machine 1
Job 11;2023-01-01 05:59:00;2023-01-01 07:11:00;Machine 2
Job 11;2023-01-01 07:11:00;2023-01-01 07:34:00;Machine 4
Job 11;2023-01-01 07:34:00;2023-01-01 08:50:00;Machine 7
Job 11;2023-01-01 08:50:00;2023-01-01 10:29:00;Machine 4
Job 11;2023-01-01 10:29:00;2023-01-01 11:14:00;Machine 9
Job 12;2023-01-01 00:00:00;2023-01-01 00:48:00;Machine 9
Job 12;2023-01-01 00:48:00;2023-01-01 01:15:00;Machine 6
Job 12;2023-01-01 01:15:00;2023-01-01 02:22:00;Machine 7
Job 12;2023-01-01 02:22:00;2023-01-01 03:24:00;Machine 8
Job 12;2023-01-01 03:24:00;2023-01-01 05:02:00;Machine 5
Job 12;2023-01-01 05:02:00;2023-01-01 05:44:00;Machine 1
Job 12;2023-01-01 05:44:00;2023-01-01 06:30:00;Machine 2
Job 12;2023-01-01 06:30:00;2023-01-01 06:57:00;Machine 9
Job 12;2023-01-01 06:57:00;2023-01-01 07:45:00;Machine 4
Job 12;2023-01-01 07:45:00;2023-01-01 08:02:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 01:20:00;Machine 9
Job 13;2023-01-01 01:20:00;2023-01-01 01:39:00;Machine 4
