Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:29:00;Machine 1
Job 0;2023-01-01 00:29:00;2023-01-01 00:38:00;Machine 2
Job 0;2023-01-01 00:38:00;2023-01-01 01:27:00;Machine 2
Job 0;2023-01-01 01:27:00;2023-01-01 02:29:00;Machine 4
Job 0;2023-01-01 02:29:00;2023-01-01 03:13:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 3
Job 1;2023-01-01 00:43:00;2023-01-01 01:58:00;Machine 2
Job 1;2023-01-01 01:58:00;2023-01-01 03:07:00;Machine 4
Job 1;2023-01-01 03:07:00;2023-01-01 03:53:00;Machine 3
Job 1;2023-01-01 03:53:00;2023-01-01 05:05:00;Machine 5
Job 10;2023-01-01 00:00:00;2023-01-01 01:18:00;Machine 5
Job 10;2023-01-01 01:18:00;2023-01-01 01:54:00;Machine 4
Job 10;2023-01-01 01:54:00;2023-01-01 02:05:00;Machine 1
Job 10;2023-01-01 02:05:00;2023-01-01 03:01:00;Machine 5
Job 10;2023-01-01 03:01:00;2023-01-01 03:22:00;Machine 3
Job 11;2023-01-01 00:00:00;2023-01-01 01:30:00;Machine 2
Job 11;2023-01-01 01:30:00;2023-01-01 01:41:00;Machine 1
Job 11;2023-01-01 01:41:00;2023-01-01 02:09:00;Machine 2
Job 11;2023-01-01 02:09:00;2023-01-01 02:55:00;Machine 4
Job 11;2023-01-01 02:55:00;2023-01-01 03:25:00;Machine 5
Job 12;2023-01-01 00:00:00;2023-01-01 01:25:00;Machine 1
Job 12;2023-01-01 01:25:00;2023-01-01 02:39:00;Machine 3
Job 12;2023-01-01 02:39:00;2023-01-01 02:49:00;Machine 2
Job 12;2023-01-01 02:49:00;2023-01-01 04:18:00;Machine 4
Job 12;2023-01-01 04:18:00;2023-01-01 04:51:00;Machine 5
Job 13;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 2
Job 13;2023-01-01 01:35:00;2023-01-01 03:14:00;Machine 1
Job 13;2023-01-01 03:14:00;2023-01-01 04:06:00;Machine 2
Job 13;2023-01-01 04:06:00;2023-01-01 05:44:00;Machine 4
Job 13;2023-01-01 05:44:00;2023-01-01 06:27:00;Machine 5
