Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 07:36:00;Machine 1
Job 0;2023-01-01 07:36:00;2023-01-01 18:30:00;Machine 2
Job 0;2023-01-01 18:30:00;2023-01-02 08:42:00;Machine 3
Job 0;2023-01-02 08:42:00;2023-01-02 11:07:00;Machine 4
Job 0;2023-01-02 11:07:00;2023-01-02 21:39:00;Machine 5
Job 0;2023-01-02 21:39:00;2023-01-03 04:44:00;Machine 6
Job 0;2023-01-03 04:44:00;2023-01-03 08:18:00;Machine 7
Job 0;2023-01-03 08:18:00;2023-01-03 19:12:00;Machine 8
Job 1;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 8
Job 1;2023-01-01 00:00:00;2023-01-01 06:09:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 06:09:00;Machine 2
Job 1;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 5
Job 1;2023-01-01 13:09:00;2023-01-01 15:12:00;Machine 2
Job 1;2023-01-01 21:21:00;2023-01-02 08:39:00;Machine 4
Job 1;2023-01-02 08:39:00;2023-01-02 18:20:00;Machine 5
Job 1;2023-01-02 18:20:00;2023-01-03 00:56:00;Machine 6
Job 1;2023-01-03 02:59:00;2023-01-03 16:08:00;Machine 8
Job 2;2023-01-01 00:00:00;2023-01-01 10:54:00;Machine 3
Job 2;2023-01-01 10:54:00;2023-01-01 12:57:00;Machine 2
Job 2;2023-01-01 12:57:00;2023-01-01 23:29:00;Machine 3
Job 2;2023-01-01 23:29:00;2023-01-02 15:34:00;Machine 4
Job 2;2023-01-02 15:34:00;2023-01-02 23:29:00;Machine 5
Job 2;2023-01-02 23:29:00;2023-01-03 04:54:00;Machine 6
Job 2;2023-01-03 04:54:00;2023-01-03 12:30:00;Machine 7
Job 2;2023-01-03 12:30:00;2023-01-03 23:24:00;Machine 8
Job 3;2023-01-01 00:00:00;2023-01-01 05:21:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 8
Job 3;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 6
Job 3;2023-01-01 05:21:00;2023-01-01 12:57:00;Machine 2
Job 3;2023-01-01 12:57:00;2023-01-01 22:38:00;Machine 3
Job 3;2023-01-01 22:38:00;2023-01-02 05:39:00;Machine 4
Job 3;2023-01-02 05:39:00;2023-01-02 06:11:00;Machine 5
Job 3;2023-01-02 06:11:00;2023-01-02 08:38:00;Machine 6
Job 3;2023-01-02 21:47:00;2023-01-02 23:50:00;Machine 8
Job 4;2023-01-01 00:00:00;2023-01-01 07:36:00;Machine 6
Job 4;2023-01-01 07:36:00;2023-01-01 20:45:00;Machine 2
Job 4;2023-01-01 20:45:00;2023-01-02 04:37:00;Machine 3
Job 4;2023-01-02 04:37:00;2023-01-02 10:42:00;Machine 4
Job 4;2023-01-02 10:42:00;2023-01-02 19:38:00;Machine 5
Job 4;2023-01-02 19:38:00;2023-01-03 09:50:00;Machine 6
Job 4;2023-01-03 09:50:00;2023-01-03 20:44:00;Machine 7
Job 4;2023-01-03 20:44:00;2023-01-03 22:47:00;Machine 8
Job 5;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 2
Job 5;2023-01-01 13:09:00;2023-01-02 00:03:00;Machine 2
Job 5;2023-01-02 00:03:00;2023-01-02 09:49:00;Machine 3
Job 5;2023-01-02 09:49:00;2023-01-02 23:33:00;Machine 4
Job 5;2023-01-02 23:33:00;2023-01-03 04:58:00;Machine 5
Job 5;2023-01-03 04:58:00;2023-01-03 05:10:00;Machine 6
Job 5;2023-01-03 05:10:00;2023-01-03 10:31:00;Machine 7
Job 5;2023-01-03 10:31:00;2023-01-03 18:07:00;Machine 8
Job 6;2023-01-01 00:00:00;2023-01-01 10:54:00;Machine 4
Job 6;2023-01-01 10:54:00;2023-01-01 16:15:00;Machine 2
Job 6;2023-01-01 16:15:00;2023-01-01 21:35:00;Machine 3
Job 6;2023-01-01 21:35:00;2023-01-02 10:13:00;Machine 4
Job 6;2023-01-02 10:13:00;2023-01-03 00:36:00;Machine 5
Job 6;2023-01-03 00:36:00;2023-01-03 08:08:00;Machine 6
Job 6;2023-01-03 08:08:00;2023-01-03 15:44:00;Machine 7
Job 6;2023-01-03 15:44:00;2023-01-04 04:53:00;Machine 8
Job 7;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 5
Job 7;2023-01-01 13:09:00;2023-01-01 15:36:00;Machine 2
Job 7;2023-01-01 15:36:00;2023-01-01 17:36:00;Machine 3
Job 7;2023-01-01 17:36:00;2023-01-02 04:15:00;Machine 4
Job 7;2023-01-02 04:15:00;2023-01-02 04:36:00;Machine 5
Job 7;2023-01-02 04:36:00;2023-01-02 18:59:00;Machine 6
Job 7;2023-01-02 18:59:00;2023-01-03 08:08:00;Machine 7
Job 7;2023-01-03 08:08:00;2023-01-03 19:02:00;Machine 8
