Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 10
Job 0;2023-01-01 01:06:00;2023-01-01 02:37:00;Machine 6
Job 0;2023-01-01 02:37:00;2023-01-01 04:04:00;Machine 5
Job 0;2023-01-01 04:04:00;2023-01-01 05:38:00;Machine 3
Job 0;2023-01-01 05:38:00;2023-01-01 05:59:00;Machine 8
Job 0;2023-01-01 05:59:00;2023-01-01 07:31:00;Machine 4
Job 0;2023-01-01 07:31:00;2023-01-01 07:38:00;Machine 2
Job 0;2023-01-01 07:38:00;2023-01-01 07:50:00;Machine 1
Job 0;2023-01-01 07:50:00;2023-01-01 08:01:00;Machine 9
Job 0;2023-01-01 08:01:00;2023-01-01 08:20:00;Machine 7
Job 1;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 4
Job 1;2023-01-01 00:13:00;2023-01-01 00:33:00;Machine 3
Job 1;2023-01-01 00:33:00;2023-01-01 00:40:00;Machine 5
Job 1;2023-01-01 00:40:00;2023-01-01 00:54:00;Machine 2
Job 1;2023-01-01 00:54:00;2023-01-01 02:00:00;Machine 10
Job 1;2023-01-01 02:00:00;2023-01-01 03:15:00;Machine 1
Job 1;2023-01-01 03:15:00;2023-01-01 04:32:00;Machine 7
Job 1;2023-01-01 04:32:00;2023-01-01 04:48:00;Machine 6
Job 1;2023-01-01 04:48:00;2023-01-01 06:23:00;Machine 8
Job 1;2023-01-01 06:23:00;2023-01-01 06:30:00;Machine 9
Job 10;2023-01-01 00:00:00;2023-01-01 01:12:00;Machine 2
Job 10;2023-01-01 01:12:00;2023-01-01 02:00:00;Machine 5
Job 10;2023-01-01 02:00:00;2023-01-01 03:27:00;Machine 1
Job 10;2023-01-01 03:27:00;2023-01-01 04:33:00;Machine 3
Job 10;2023-01-01 04:33:00;2023-01-01 04:38:00;Machine 10
Job 10;2023-01-01 04:38:00;2023-01-01 05:32:00;Machine 7
Job 10;2023-01-01 05:32:00;2023-01-01 06:11:00;Machine 8
Job 10;2023-01-01 06:11:00;2023-01-01 06:46:00;Machine 9
Job 10;2023-01-01 06:46:00;2023-01-01 08:21:00;Machine 6
Job 10;2023-01-01 08:21:00;2023-01-01 09:21:00;Machine 4
Job 11;2023-01-01 00:00:00;2023-01-01 00:46:00;Machine 2
Job 11;2023-01-01 00:46:00;2023-01-01 01:06:00;Machine 4
Job 11;2023-01-01 01:06:00;2023-01-01 02:43:00;Machine 1
Job 11;2023-01-01 02:43:00;2023-01-01 03:04:00;Machine 3
Job 11;2023-01-01 03:04:00;2023-01-01 03:50:00;Machine 10
Job 11;2023-01-01 03:50:00;2023-01-01 04:27:00;Machine 8
Job 11;2023-01-01 04:27:00;2023-01-01 04:46:00;Machine 9
Job 11;2023-01-01 04:46:00;2023-01-01 05:45:00;Machine 5
Job 11;2023-01-01 05:45:00;2023-01-01 06:19:00;Machine 7
Job 11;2023-01-01 06:19:00;2023-01-01 07:14:00;Machine 6
Job 12;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 6
Job 12;2023-01-01 00:23:00;2023-01-01 00:48:00;Machine 4
Job 12;2023-01-01 00:48:00;2023-01-01 02:06:00;Machine 7
Job 12;2023-01-01 02:06:00;2023-01-01 02:30:00;Machine 2
Job 12;2023-01-01 02:30:00;2023-01-01 02:58:00;Machine 1
Job 12;2023-01-01 02:58:00;2023-01-01 04:21:00;Machine 8
