Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 3
Job 0;2023-01-01 00:38:00;2023-01-01 01:53:00;Machine 5
Job 0;2023-01-01 01:53:00;2023-01-01 02:05:00;Machine 10
Job 0;2023-01-01 02:05:00;2023-01-01 03:42:00;Machine 6
Job 0;2023-01-01 03:42:00;2023-01-01 04:58:00;Machine 1
Job 0;2023-01-01 04:58:00;2023-01-01 05:27:00;Machine 2
Job 0;2023-01-01 05:27:00;2023-01-01 05:41:00;Machine 9
Job 0;2023-01-01 05:41:00;2023-01-01 06:47:00;Machine 7
Job 0;2023-01-01 06:47:00;2023-01-01 07:31:00;Machine 8
Job 0;2023-01-01 07:31:00;2023-01-01 07:43:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 1
Job 1;2023-01-01 00:43:00;2023-01-01 01:21:00;Machine 6
Job 1;2023-01-01 01:21:00;2023-01-01 02:41:00;Machine 2
Job 1;2023-01-01 02:41:00;2023-01-01 04:03:00;Machine 4
Job 1;2023-01-01 04:03:00;2023-01-01 05:28:00;Machine 3
Job 1;2023-01-01 05:28:00;2023-01-01 06:26:00;Machine 5
Job 1;2023-01-01 06:26:00;2023-01-01 07:53:00;Machine 7
Job 1;2023-01-01 07:53:00;2023-01-01 09:25:00;Machine 9
Job 1;2023-01-01 09:25:00;2023-01-01 10:54:00;Machine 10
Job 1;2023-01-01 10:54:00;2023-01-01 12:03:00;Machine 8
Job 10;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 6
Job 10;2023-01-01 00:17:00;2023-01-01 00:51:00;Machine 4
Job 10;2023-01-01 00:51:00;2023-01-01 01:40:00;Machine 7
Job 10;2023-01-01 01:40:00;2023-01-01 03:04:00;Machine 2
Job 10;2023-01-01 03:04:00;2023-01-01 04:29:00;Machine 1
Job 10;2023-01-01 04:29:00;2023-01-01 04:49:00;Machine 9
Job 10;2023-01-01 04:49:00;2023-01-01 06:03:00;Machine 8
Job 10;2023-01-01 06:03:00;2023-01-01 07:11:00;Machine 10
Job 10;2023-01-01 07:11:00;2023-01-01 07:21:00;Machine 5
Job 10;2023-01-01 07:21:00;2023-01-01 08:38:00;Machine 3
Job 11;2023-01-01 00:00:00;2023-01-01 01:11:00;Machine 9
Job 11;2023-01-01 01:11:00;2023-01-01 01:18:00;Machine 6
Job 11;2023-01-01 01:18:00;2023-01-01 01:47:00;Machine 4
Job 11;2023-01-01 01:47:00;2023-01-01 03:12:00;Machine 2
Job 11;2023-01-01 03:12:00;2023-01-01 04:28:00;Machine 5
Job 11;2023-01-01 04:28:00;2023-01-01 05:27:00;Machine 7
Job 11;2023-01-01 05:27:00;2023-01-01 05:44:00;Machine 3
Job 11;2023-01-01 05:44:00;2023-01-01 06:01:00;Machine 1
Job 11;2023-01-01 06:01:00;2023-01-01 06:14:00;Machine 10
Job 11;2023-01-01 06:14:00;2023-01-01 07:02:00;Machine 8
Job 12;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 2
Job 12;2023-01-01 00:39:00;2023-01-01 00:55:00;Machine 10
Job 12;2023-01-01 00:55:00;2023-01-01 01:34:00;Machine 5
Job 12;2023-01-01 01:34:00;2023-01-01 03:01:00;Machine 7
Job 12;2023-01-01 03:01:00;2023-01-01 03:12:00;Machine 8
Job 12;2023-01-01 03:12:00;2023-01-01 03:44:00;Machine 4
Job 12;2023-01-01 03:44:00;2023-01-01 03:59:00;Machine 3
Job 12;2023-01-01 03:59:00;2023-01-01 04:18:00;Machine 1
