Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 10
Job 0;2023-01-01 00:11:00;2023-01-01 01:44:00;Machine 9
Job 0;2023-01-01 01:44:00;2023-01-01 02:32:00;Machine 1
Job 0;2023-01-01 02:32:00;2023-01-01 03:48:00;Machine 8
Job 0;2023-01-01 03:48:00;2023-01-01 04:01:00;Machine 7
Job 0;2023-01-01 04:01:00;2023-01-01 05:12:00;Machine 6
Job 0;2023-01-01 05:12:00;2023-01-01 06:11:00;Machine 4
Job 0;2023-01-01 06:11:00;2023-01-01 07:41:00;Machine 3
Job 0;2023-01-01 07:41:00;2023-01-01 07:51:00;Machine 5
Job 0;2023-01-01 07:51:00;2023-01-01 08:56:00;Machine 2
Job 1;2023-01-01 00:00:00;2023-01-01 00:52:00;Machine 9
Job 1;2023-01-01 00:52:00;2023-01-01 02:08:00;Machine 10
Job 1;2023-01-01 02:08:00;2023-01-01 03:32:00;Machine 1
Job 1;2023-01-01 03:32:00;2023-01-01 04:45:00;Machine 8
Job 1;2023-01-01 04:45:00;2023-01-01 05:41:00;Machine 6
Job 1;2023-01-01 05:41:00;2023-01-01 05:51:00;Machine 5
Job 1;2023-01-01 05:51:00;2023-01-01 06:17:00;Machine 7
Job 1;2023-01-01 06:17:00;2023-01-01 07:00:00;Machine 3
Job 1;2023-01-01 07:00:00;2023-01-01 07:39:00;Machine 4
Job 1;2023-01-01 07:39:00;2023-01-01 08:28:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 10
Job 2;2023-01-01 00:28:00;2023-01-01 01:12:00;Machine 9
Job 2;2023-01-01 01:12:00;2023-01-01 01:38:00;Machine 8
Job 2;2023-01-01 01:38:00;2023-01-01 02:44:00;Machine 7
Job 2;2023-01-01 02:44:00;2023-01-01 03:52:00;Machine 5
Job 2;2023-01-01 03:52:00;2023-01-01 05:06:00;Machine 6
Job 2;2023-01-01 05:06:00;2023-01-01 05:33:00;Machine 4
Job 2;2023-01-01 05:33:00;2023-01-01 05:47:00;Machine 3
Job 2;2023-01-01 05:47:00;2023-01-01 05:53:00;Machine 2
Job 2;2023-01-01 05:53:00;2023-01-01 06:14:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 00:18:00;Machine 1
Job 3;2023-01-01 00:18:00;2023-01-01 01:16:00;Machine 2
Job 3;2023-01-01 01:16:00;2023-01-01 02:18:00;Machine 4
Job 3;2023-01-01 02:18:00;2023-01-01 03:04:00;Machine 3
Job 3;2023-01-01 03:04:00;2023-01-01 03:29:00;Machine 7
Job 3;2023-01-01 03:29:00;2023-01-01 03:35:00;Machine 5
Job 3;2023-01-01 03:35:00;2023-01-01 04:35:00;Machine 6
Job 3;2023-01-01 04:35:00;2023-01-01 05:03:00;Machine 8
Job 3;2023-01-01 05:03:00;2023-01-01 06:23:00;Machine 9
Job 3;2023-01-01 06:23:00;2023-01-01 06:53:00;Machine 10
Job 4;2023-01-01 00:00:00;2023-01-01 01:18:00;Machine 1
Job 4;2023-01-01 01:18:00;2023-01-01 02:05:00;Machine 2
Job 4;2023-01-01 02:05:00;2023-01-01 02:34:00;Machine 8
Job 4;2023-01-01 02:34:00;2023-01-01 02:50:00;Machine 6
Job 4;2023-01-01 02:50:00;2023-01-01 03:19:00;Machine 5
Job 4;2023-01-01 03:19:00;2023-01-01 04:16:00;Machine 7
Job 4;2023-01-01 04:16:00;2023-01-01 05:34:00;Machine 4
Job 4;2023-01-01 05:34:00;2023-01-01 07:01:00;Machine 3
Job 4;2023-01-01 07:01:00;2023-01-01 07:40:00;Machine 9
Job 4;2023-01-01 07:40:00;2023-01-01 08:53:00;Machine 10
Job 5;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 10
Job 5;2023-01-01 01:06:00;2023-01-01 01:57:00;Machine 9
Job 5;2023-01-01 01:57:00;2023-01-01 02:09:00;Machine 4
Job 5;2023-01-01 02:09:00;2023-01-01 03:13:00;Machine 8
Job 5;2023-01-01 03:13:00;2023-01-01 04:20:00;Machine 6
Job 5;2023-01-01 04:20:00;2023-01-01 04:35:00;Machine 5
Job 5;2023-01-01 04:35:00;2023-01-01 05:41:00;Machine 7
Job 5;2023-01-01 05:41:00;2023-01-01 06:07:00;Machine 3
Job 5;2023-01-01 06:07:00;2023-01-01 06:27:00;Machine 2
Job 5;2023-01-01 06:27:00;2023-01-01 08:05:00;Machine 1
Job 6;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 9
Job 6;2023-01-01 00:23:00;2023-01-01 01:39:00;Machine 10
