Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 07:36:00;Machine 1
Job 0;2023-01-01 07:36:00;2023-01-01 21:52:00;Machine 2
Job 0;2023-01-01 21:52:00;2023-01-02 13:55:00;Machine 3
Job 0;2023-01-02 13:55:00;2023-01-03 01:31:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 1
Job 1;2023-01-01 13:09:00;2023-01-02 04:39:00;Machine 2
Job 1;2023-01-02 04:39:00;2023-01-02 05:00:00;Machine 3
Job 1;2023-01-02 05:00:00;2023-01-02 10:20:00;Machine 4
Job 10;2023-01-01 00:00:00;2023-01-01 11:36:00;Machine 1
Job 10;2023-01-01 11:36:00;2023-01-01 13:40:00;Machine 2
Job 10;2023-01-01 13:40:00;2023-01-01 17:14:00;Machine 3
Job 10;2023-01-01 17:14:00;2023-01-01 20:48:00;Machine 4
Job 11;2023-01-01 00:00:00;2023-01-01 08:52:00;Machine 1
Job 11;2023-01-01 08:52:00;2023-01-01 09:04:00;Machine 2
Job 11;2023-01-01 09:04:00;2023-01-01 13:21:00;Machine 3
Job 11;2023-01-01 13:21:00;2023-01-01 22:09:00;Machine 4
Job 12;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 12;2023-01-01 00:12:00;2023-01-01 05:57:00;Machine 2
Job 12;2023-01-01 05:57:00;2023-01-01 20:11:00;Machine 3
Job 12;2023-01-01 20:11:00;2023-01-02 10:59:00;Machine 4
Job 13;2023-01-01 00:00:00;2023-01-01 07:37:00;Machine 1
Job 13;2023-01-01 07:37:00;2023-01-01 18:55:00;Machine 2
Job 13;2023-01-01 18:55:00;2023-01-01 20:58:00;Machine 3
Job 13;2023-01-01 20:58:00;2023-01-02 13:37:00;Machine 4
Job 2;2023-01-01 00:00:00;2023-01-01 10:30:00;Machine 1
Job 2;2023-01-01 10:30:00;2023-01-01 14:04:00;Machine 2
Job 2;2023-01-01 14:04:00;2023-01-01 21:59:00;Machine 3
Job 2;2023-01-01 21:59:00;2023-01-02 00:21:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 03:34:00;Machine 1
Job 3;2023-01-01 03:34:00;2023-01-01 07:51:00;Machine 2
Job 3;2023-01-01 07:51:00;2023-01-01 13:11:00;Machine 3
Job 3;2023-01-01 13:11:00;2023-01-02 01:44:00;Machine 4
Job 4;2023-01-01 00:00:00;2023-01-01 09:33:00;Machine 1
Job 4;2023-01-01 09:33:00;2023-01-02 00:29:00;Machine 2
Job 4;2023-01-02 00:29:00;2023-01-02 02:33:00;Machine 3
Job 4;2023-01-02 02:33:00;2023-01-02 06:07:00;Machine 4
Job 5;2023-01-01 00:00:00;2023-01-01 03:38:00;Machine 1
Job 5;2023-01-01 03:38:00;2023-01-01 12:30:00;Machine 2
Job 5;2023-01-01 12:30:00;2023-01-02 01:02:00;Machine 3
Job 5;2023-01-02 01:02:00;2023-01-02 09:50:00;Machine 4
Job 6;2023-01-01 00:00:00;2023-01-01 10:53:00;Machine 1
Job 6;2023-01-01 10:53:00;2023-01-01 13:15:00;Machine 2
Job 6;2023-01-01 13:15:00;2023-01-01 15:42:00;Machine 3
Job 6;2023-01-01 15:42:00;2023-01-02 02:35:00;Machine 4
Job 7;2023-01-01 00:00:00;2023-01-01 03:34:00;Machine 1
Job 7;2023-01-01 03:34:00;2023-01-01 12:41:00;Machine 2
Job 7;2023-01-01 12:41:00;2023-01-01 21:33:00;Machine 3
Job 7;2023-01-01 21:33:00;2023-01-02 01:07:00;Machine 4
Job 8;2023-01-01 00:00:00;2023-01-01 03:24:00;Machine 1
Job 8;2023-01-01 03:24:00;2023-01-01 17:49:00;Machine 2
Job 8;2023-01-01 17:49:00;2023-01-01 20:14:00;Machine 3
Job 8;2023-01-01 20:14:00;2023-01-02 05:01:00;Machine 4
Job 9;2023-01-01 00:00:00;2023-01-01 13:05:00;Machine 1
Job 9;2023-01-01 13:05:00;2023-01-01 18:26:00;Machine 2
Job 9;2023-01-01 18:26:00;2023-01-02 07:09:00;Machine 3
Job 9;2023-01-02 07:09:00;2023-01-02 16:05:00;Machine 4
