Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:01:00;Machine 4
Job 0;2023-01-01 00:01:00;2023-01-01 00:05:00;Machine 2
Job 0;2023-01-01 00:05:00;2023-01-01 00:09:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:02:00;Machine 1
Job 1;2023-01-01 00:02:00;2023-01-01 00:07:00;Machine 1
Job 1;2023-01-01 00:07:00;2023-01-01 00:11:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:06:00;Machine 3
Job 2;2023-01-01 00:06:00;2023-01-01 00:07:00;Machine 2
Job 2;2023-01-01 00:07:00;2023-01-01 00:09:00;Machine 1
Job 2;2023-01-01 00:09:00;2023-01-01 00:10:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 00:01:00;Machine 1
Job 3;2023-01-01 00:01:00;2023-01-01 00:02:00;Machine 4
