Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 4
Job 0;2023-01-01 00:10:00;2023-01-01 00:21:00;Machine 19
Job 0;2023-01-01 00:21:00;2023-01-01 00:31:00;Machine 19
Job 0;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 26
Job 0;2023-01-01 00:41:00;2023-01-01 00:52:00;Machine 57
Job 1;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 2
Job 1;2023-01-01 00:11:00;2023-01-01 00:22:00;Machine 49
Job 1;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 25
Job 1;2023-01-01 00:32:00;2023-01-01 00:42:00;Machine 20
Job 1;2023-01-01 00:42:00;2023-01-01 01:00:00;Machine 59
Job 10;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 4
Job 10;2023-01-01 00:19:00;2023-01-01 00:30:00;Machine 18
Job 10;2023-01-01 00:30:00;2023-01-01 00:40:00;Machine 6
Job 10;2023-01-01 00:40:00;2023-01-01 00:51:00;Machine 5
Job 10;2023-01-01 00:51:00;2023-01-01 01:04:00;Machine 57
Job 11;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 4
Job 11;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 52
Job 11;2023-01-01 00:20:00;2023-01-01 00:35:00;Machine 19
Job 11;2023-01-01 00:35:00;2023-01-01 00:47:00;Machine 11
Job 11;2023-01-01 00:47:00;2023-01-01 00:59:00;Machine 57
Job 12;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 4
Job 12;2023-01-01 00:19:00;2023-01-01 00:29:00;Machine 10
Job 12;2023-01-01 00:29:00;2023-01-01 00:39:00;Machine 21
Job 12;2023-01-01 00:39:00;2023-01-01 00:49:00;Machine 29
Job 12;2023-01-01 00:49:00;2023-01-01 01:06:00;Machine 57
Job 13;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 4
Job 13;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 22
Job 13;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 28
Job 13;2023-01-01 00:32:00;2023-01-01 00:43:00;Machine 7
Job 13;2023-01-01 00:43:00;2023-01-01 00:56:00;Machine 59
Job 14;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 14;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 36
Job 14;2023-01-01 00:22:00;2023-01-01 00:33:00;Machine 5
Job 14;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 23
Job 14;2023-01-01 00:43:00;2023-01-01 00:58:00;Machine 58
Job 15;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
