Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 2
Job 0;2023-01-01 00:17:00;2023-01-01 00:27:00;Machine 20
Job 0;2023-01-01 00:27:00;2023-01-01 00:39:00;Machine 23
Job 0;2023-01-01 00:39:00;2023-01-01 00:49:00;Machine 14
Job 0;2023-01-01 00:49:00;2023-01-01 01:08:00;Machine 38
Job 1;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 1;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 16
Job 1;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 15
Job 1;2023-01-01 00:32:00;2023-01-01 00:44:00;Machine 21
Job 1;2023-01-01 00:44:00;2023-01-01 00:56:00;Machine 39
Job 2;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 3
Job 2;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 17
Job 2;2023-01-01 00:22:00;2023-01-01 00:33:00;Machine 19
Job 2;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 23
Job 2;2023-01-01 00:43:00;2023-01-01 00:53:00;Machine 38
Job 3;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 4
Job 3;2023-01-01 00:13:00;2023-01-01 00:25:00;Machine 17
Job 3;2023-01-01 00:25:00;2023-01-01 00:35:00;Machine 19
Job 3;2023-01-01 00:35:00;2023-01-01 00:45:00;Machine 21
Job 3;2023-01-01 00:45:00;2023-01-01 01:01:00;Machine 40
Job 4;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 1
Job 4;2023-01-01 00:10:00;2023-01-01 00:24:00;Machine 25
Job 4;2023-01-01 00:24:00;2023-01-01 00:34:00;Machine 30
Job 4;2023-01-01 00:34:00;2023-01-01 00:44:00;Machine 27
Job 4;2023-01-01 00:44:00;2023-01-01 00:56:00;Machine 39
Job 5;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 4
Job 5;2023-01-01 00:12:00;2023-01-01 00:23:00;Machine 24
Job 5;2023-01-01 00:23:00;2023-01-01 00:33:00;Machine 11
Job 5;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 7
Job 5;2023-01-01 00:43:00;2023-01-01 00:56:00;Machine 38
Job 6;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 2
Job 6;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 13
Job 6;2023-01-01 00:20:00;2023-01-01 00:32:00;Machine 25
Job 6;2023-01-01 00:32:00;2023-01-01 00:44:00;Machine 32
Job 6;2023-01-01 00:44:00;2023-01-01 00:54:00;Machine 38
Job 7;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 3
Job 7;2023-01-01 00:13:00;2023-01-01 00:25:00;Machine 5
Job 7;2023-01-01 00:25:00;2023-01-01 00:36:00;Machine 29
Job 7;2023-01-01 00:36:00;2023-01-01 00:46:00;Machine 14
Job 7;2023-01-01 00:46:00;2023-01-01 00:58:00;Machine 39
Job 8;2023-01-01 00:00:00;2023-01-01 00:20:00;Machine 4
Job 8;2023-01-01 00:20:00;2023-01-01 00:39:00;Machine 36
Job 8;2023-01-01 00:39:00;2023-01-01 00:52:00;Machine 26
Job 8;2023-01-01 00:52:00;2023-01-01 01:02:00;Machine 14
Job 8;2023-01-01 01:02:00;2023-01-01 01:20:00;Machine 40
Job 9;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 2
Job 9;2023-01-01 00:11:00;2023-01-01 00:22:00;Machine 35
Job 9;2023-01-01 00:22:00;2023-01-01 00:33:00;Machine 25
Job 9;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 22
Job 9;2023-01-01 00:43:00;2023-01-01 00:58:00;Machine 37
