Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 2
Job 0;2023-01-01 00:12:00;2023-01-01 00:23:00;Machine 12
Job 0;2023-01-01 00:23:00;2023-01-01 00:33:00;Machine 7
Job 0;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 5
Job 0;2023-01-01 00:43:00;2023-01-01 00:57:00;Machine 58
Job 1;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 2
Job 1;2023-01-01 00:19:00;2023-01-01 00:29:00;Machine 5
Job 1;2023-01-01 00:29:00;2023-01-01 00:39:00;Machine 37
Job 1;2023-01-01 00:39:00;2023-01-01 00:49:00;Machine 41
Job 1;2023-01-01 00:49:00;2023-01-01 01:00:00;Machine 60
Job 10;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 1
Job 10;2023-01-01 00:15:00;2023-01-01 00:25:00;Machine 9
Job 10;2023-01-01 00:25:00;2023-01-01 00:35:00;Machine 5
Job 10;2023-01-01 00:35:00;2023-01-01 00:46:00;Machine 20
Job 10;2023-01-01 00:46:00;2023-01-01 00:57:00;Machine 57
Job 11;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 2
Job 11;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 54
Job 11;2023-01-01 00:20:00;2023-01-01 00:30:00;Machine 12
Job 11;2023-01-01 00:30:00;2023-01-01 00:40:00;Machine 22
Job 11;2023-01-01 00:40:00;2023-01-01 00:57:00;Machine 57
Job 12;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 2
Job 12;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 25
Job 12;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 7
Job 12;2023-01-01 00:32:00;2023-01-01 00:46:00;Machine 8
Job 12;2023-01-01 00:46:00;2023-01-01 01:01:00;Machine 59
Job 13;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 1
Job 13;2023-01-01 00:13:00;2023-01-01 00:23:00;Machine 25
Job 13;2023-01-01 00:23:00;2023-01-01 00:33:00;Machine 50
Job 13;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 16
Job 13;2023-01-01 00:43:00;2023-01-01 01:02:00;Machine 58
Job 14;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 2
Job 14;2023-01-01 00:10:00;2023-01-01 00:23:00;Machine 49
Job 14;2023-01-01 00:23:00;2023-01-01 00:40:00;Machine 54
Job 14;2023-01-01 00:40:00;2023-01-01 00:50:00;Machine 9
Job 14;2023-01-01 00:50:00;2023-01-01 01:01:00;Machine 57
Job 15;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 4
Job 15;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 7
Job 15;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 25
Job 15;2023-01-01 00:32:00;2023-01-01 00:42:00;Machine 22
Job 15;2023-01-01 00:42:00;2023-01-01 00:53:00;Machine 59
Job 16;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 1
Job 16;2023-01-01 00:11:00;2023-01-01 00:21:00;Machine 13
Job 16;2023-01-01 00:21:00;2023-01-01 00:31:00;Machine 6
Job 16;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 43
Job 16;2023-01-01 00:41:00;2023-01-01 00:55:00;Machine 59
Job 17;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 4
Job 17;2023-01-01 00:15:00;2023-01-01 00:25:00;Machine 26
Job 17;2023-01-01 00:25:00;2023-01-01 00:35:00;Machine 16
Job 17;2023-01-01 00:35:00;2023-01-01 00:46:00;Machine 37
Job 17;2023-01-01 00:46:00;2023-01-01 00:56:00;Machine 58
Job 18;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 4
Job 18;2023-01-01 00:14:00;2023-01-01 00:24:00;Machine 51
Job 18;2023-01-01 00:24:00;2023-01-01 00:34:00;Machine 30
Job 18;2023-01-01 00:34:00;2023-01-01 00:44:00;Machine 44
Job 18;2023-01-01 00:44:00;2023-01-01 00:57:00;Machine 60
Job 19;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 3
Job 19;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 12
Job 19;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 17
Job 19;2023-01-01 00:32:00;2023-01-01 00:43:00;Machine 14
Job 19;2023-01-01 00:43:00;2023-01-01 00:55:00;Machine 59
Job 2;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 1
Job 2;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 22
Job 2;2023-01-01 00:20:00;2023-01-01 00:31:00;Machine 17
Job 2;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 24
Job 2;2023-01-01 00:41:00;2023-01-01 00:56:00;Machine 58
Job 20;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 2
Job 20;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 29
Job 20;2023-01-01 00:20:00;2023-01-01 00:30:00;Machine 13
Job 20;2023-01-01 00:30:00;2023-01-01 00:40:00;Machine 35
Job 20;2023-01-01 00:40:00;2023-01-01 00:55:00;Machine 60
Job 21;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 2
Job 21;2023-01-01 00:19:00;2023-01-01 00:29:00;Machine 23
Job 21;2023-01-01 00:29:00;2023-01-01 00:39:00;Machine 19
Job 21;2023-01-01 00:39:00;2023-01-01 00:49:00;Machine 10
Job 21;2023-01-01 00:49:00;2023-01-01 01:02:00;Machine 57
Job 22;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 3
Job 22;2023-01-01 00:13:00;2023-01-01 00:23:00;Machine 44
Job 22;2023-01-01 00:23:00;2023-01-01 00:33:00;Machine 48
Job 22;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 48
