Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:29:00;Machine 1
Job 0;2023-01-01 00:29:00;2023-01-01 01:47:00;Machine 2
Job 0;2023-01-01 01:47:00;2023-01-01 01:56:00;Machine 2
Job 0;2023-01-01 01:56:00;2023-01-01 02:32:00;Machine 1
Job 0;2023-01-01 02:32:00;2023-01-01 03:21:00;Machine 2
Job 0;2023-01-01 03:21:00;2023-01-01 03:32:00;Machine 5
Job 0;2023-01-01 03:32:00;2023-01-01 04:34:00;Machine 1
Job 0;2023-01-01 04:34:00;2023-01-01 05:30:00;Machine 2
Job 0;2023-01-01 05:30:00;2023-01-01 06:14:00;Machine 4
Job 0;2023-01-01 06:14:00;2023-01-01 06:35:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 1
Job 1;2023-01-01 00:43:00;2023-01-01 02:13:00;Machine 2
Job 1;2023-01-01 02:13:00;2023-01-01 03:28:00;Machine 2
Job 1;2023-01-01 03:28:00;2023-01-01 03:39:00;Machine 1
Job 1;2023-01-01 03:39:00;2023-01-01 04:48:00;Machine 3
Job 1;2023-01-01 04:48:00;2023-01-01 05:16:00;Machine 1
Job 1;2023-01-01 05:16:00;2023-01-01 06:02:00;Machine 4
Job 1;2023-01-01 06:02:00;2023-01-01 06:48:00;Machine 6
Job 1;2023-01-01 06:48:00;2023-01-01 08:00:00;Machine 1
Job 1;2023-01-01 08:00:00;2023-01-01 08:30:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 01:31:00;Machine 4
Job 2;2023-01-01 01:31:00;2023-01-01 02:56:00;Machine 1
Job 2;2023-01-01 02:56:00;2023-01-01 03:35:00;Machine 3
Job 2;2023-01-01 03:35:00;2023-01-01 04:49:00;Machine 1
Job 2;2023-01-01 04:49:00;2023-01-01 06:19:00;Machine 5
Job 2;2023-01-01 06:19:00;2023-01-01 06:29:00;Machine 4
Job 2;2023-01-01 06:29:00;2023-01-01 06:41:00;Machine 1
Job 2;2023-01-01 06:41:00;2023-01-01 08:10:00;Machine 3
Job 2;2023-01-01 08:10:00;2023-01-01 08:55:00;Machine 1
Job 2;2023-01-01 08:55:00;2023-01-01 09:28:00;Machine 2
Job 3;2023-01-01 00:00:00;2023-01-01 01:21:00;Machine 2
Job 3;2023-01-01 01:21:00;2023-01-01 02:56:00;Machine 1
Job 3;2023-01-01 02:56:00;2023-01-01 04:07:00;Machine 1
Job 3;2023-01-01 04:07:00;2023-01-01 05:46:00;Machine 1
Job 3;2023-01-01 05:46:00;2023-01-01 05:55:00;Machine 3
