Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 2
Job 0;2023-01-01 00:12:00;2023-01-01 00:22:00;Machine 12
Job 0;2023-01-01 00:22:00;2023-01-01 00:35:00;Machine 8
Job 0;2023-01-01 00:35:00;2023-01-01 00:51:00;Machine 10
Job 0;2023-01-01 00:51:00;2023-01-01 01:03:00;Machine 19
Job 1;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 2
Job 1;2023-01-01 00:15:00;2023-01-01 00:26:00;Machine 5
Job 1;2023-01-01 00:26:00;2023-01-01 00:36:00;Machine 10
Job 1;2023-01-01 00:36:00;2023-01-01 00:46:00;Machine 15
Job 1;2023-01-01 00:46:00;2023-01-01 01:05:00;Machine 20
Job 2;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 3
Job 2;2023-01-01 00:13:00;2023-01-01 00:30:00;Machine 9
Job 2;2023-01-01 00:30:00;2023-01-01 00:41:00;Machine 6
Job 2;2023-01-01 00:41:00;2023-01-01 00:52:00;Machine 9
Job 2;2023-01-01 00:52:00;2023-01-01 01:03:00;Machine 20
Job 3;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 2
Job 3;2023-01-01 00:15:00;2023-01-01 00:25:00;Machine 12
Job 3;2023-01-01 00:25:00;2023-01-01 00:36:00;Machine 15
Job 3;2023-01-01 00:36:00;2023-01-01 00:47:00;Machine 5
Job 3;2023-01-01 00:47:00;2023-01-01 01:01:00;Machine 20
Job 4;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 3
Job 4;2023-01-01 00:10:00;2023-01-01 00:21:00;Machine 15
Job 4;2023-01-01 00:21:00;2023-01-01 00:31:00;Machine 14
Job 4;2023-01-01 00:31:00;2023-01-01 00:51:00;Machine 16
Job 4;2023-01-01 00:51:00;2023-01-01 01:01:00;Machine 18
Job 5;2023-01-01 00:00:00;2023-01-01 00:16:00;Machine 1
Job 5;2023-01-01 00:16:00;2023-01-01 00:28:00;Machine 13
Job 5;2023-01-01 00:28:00;2023-01-01 00:47:00;Machine 11
Job 5;2023-01-01 00:47:00;2023-01-01 00:57:00;Machine 5
Job 5;2023-01-01 00:57:00;2023-01-01 01:08:00;Machine 20
Job 6;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 2
Job 6;2023-01-01 00:14:00;2023-01-01 00:30:00;Machine 15
Job 6;2023-01-01 00:30:00;2023-01-01 00:40:00;Machine 5
Job 6;2023-01-01 00:40:00;2023-01-01 00:50:00;Machine 12
Job 6;2023-01-01 00:50:00;2023-01-01 01:04:00;Machine 20
Job 7;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 3
Job 7;2023-01-01 00:23:00;2023-01-01 00:37:00;Machine 13
Job 7;2023-01-01 00:37:00;2023-01-01 00:50:00;Machine 15
Job 7;2023-01-01 00:50:00;2023-01-01 01:01:00;Machine 9
Job 7;2023-01-01 01:01:00;2023-01-01 01:11:00;Machine 20
Job 8;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 8;2023-01-01 00:12:00;2023-01-01 00:27:00;Machine 7
Job 8;2023-01-01 00:27:00;2023-01-01 00:48:00;Machine 5
Job 8;2023-01-01 00:48:00;2023-01-01 00:59:00;Machine 6
Job 8;2023-01-01 00:59:00;2023-01-01 01:09:00;Machine 18
Job 9;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 3
Job 9;2023-01-01 00:12:00;2023-01-01 00:23:00;Machine 6
Job 9;2023-01-01 00:23:00;2023-01-01 00:34:00;Machine 11
Job 9;2023-01-01 00:34:00;2023-01-01 00:44:00;Machine 10
Job 9;2023-01-01 00:44:00;2023-01-01 00:54:00;Machine 17
