Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:18:00;Machine 1
Job 0;2023-01-01 00:18:00;2023-01-01 00:31:00;Machine 12
Job 0;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 15
Job 0;2023-01-01 00:41:00;2023-01-01 00:51:00;Machine 5
Job 0;2023-01-01 00:51:00;2023-01-01 01:01:00;Machine 20
Job 1;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 3
Job 1;2023-01-01 00:11:00;2023-01-01 00:21:00;Machine 10
Job 1;2023-01-01 00:21:00;2023-01-01 00:38:00;Machine 8
Job 1;2023-01-01 00:38:00;2023-01-01 00:48:00;Machine 10
Job 1;2023-01-01 00:48:00;2023-01-01 00:58:00;Machine 17
Job 10;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 4
Job 10;2023-01-01 00:10:00;2023-01-01 00:28:00;Machine 5
Job 10;2023-01-01 00:28:00;2023-01-01 00:38:00;Machine 13
Job 10;2023-01-01 00:38:00;2023-01-01 00:54:00;Machine 6
Job 10;2023-01-01 00:54:00;2023-01-01 01:07:00;Machine 18
Job 11;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 4
Job 11;2023-01-01 00:10:00;2023-01-01 00:21:00;Machine 5
Job 11;2023-01-01 00:21:00;2023-01-01 00:33:00;Machine 9
Job 11;2023-01-01 00:33:00;2023-01-01 00:43:00;Machine 9
Job 11;2023-01-01 00:43:00;2023-01-01 00:53:00;Machine 18
Job 12;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 12;2023-01-01 00:12:00;2023-01-01 00:24:00;Machine 6
Job 12;2023-01-01 00:24:00;2023-01-01 00:39:00;Machine 16
Job 12;2023-01-01 00:39:00;2023-01-01 00:49:00;Machine 10
Job 12;2023-01-01 00:49:00;2023-01-01 01:02:00;Machine 18
Job 13;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 2
Job 13;2023-01-01 00:15:00;2023-01-01 00:28:00;Machine 7
Job 13;2023-01-01 00:28:00;2023-01-01 00:38:00;Machine 8
Job 13;2023-01-01 00:38:00;2023-01-01 00:49:00;Machine 6
Job 13;2023-01-01 00:49:00;2023-01-01 01:13:00;Machine 17
Job 14;2023-01-01 00:00:00;2023-01-01 00:16:00;Machine 4
Job 14;2023-01-01 00:16:00;2023-01-01 00:28:00;Machine 6
Job 14;2023-01-01 00:28:00;2023-01-01 00:40:00;Machine 13
Job 14;2023-01-01 00:40:00;2023-01-01 00:51:00;Machine 13
Job 14;2023-01-01 00:51:00;2023-01-01 01:01:00;Machine 18
Job 15;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 3
Job 15;2023-01-01 00:10:00;2023-01-01 00:21:00;Machine 7
Job 15;2023-01-01 00:21:00;2023-01-01 00:31:00;Machine 15
Job 15;2023-01-01 00:31:00;2023-01-01 00:42:00;Machine 5
Job 15;2023-01-01 00:42:00;2023-01-01 00:57:00;Machine 20
Job 16;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 1
Job 16;2023-01-01 00:17:00;2023-01-01 00:30:00;Machine 8
