Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 3
Job 0;2023-01-01 00:34:00;2023-01-01 00:55:00;Machine 2
Job 0;2023-01-01 00:55:00;2023-01-01 01:48:00;Machine 1
Job 0;2023-01-01 01:48:00;2023-01-01 02:43:00;Machine 4
Job 0;2023-01-01 02:43:00;2023-01-01 04:18:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 3
Job 1;2023-01-01 00:21:00;2023-01-01 01:13:00;Machine 4
Job 1;2023-01-01 01:13:00;2023-01-01 02:24:00;Machine 2
Job 1;2023-01-01 02:24:00;2023-01-01 02:40:00;Machine 5
Job 1;2023-01-01 02:40:00;2023-01-01 03:06:00;Machine 3
Job 10;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 1
Job 10;2023-01-01 01:35:00;2023-01-01 02:51:00;Machine 4
Job 10;2023-01-01 02:51:00;2023-01-01 02:58:00;Machine 2
Job 10;2023-01-01 02:58:00;2023-01-01 03:26:00;Machine 5
Job 10;2023-01-01 03:26:00;2023-01-01 04:01:00;Machine 3
Job 11;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 5
Job 11;2023-01-01 00:10:00;2023-01-01 01:45:00;Machine 3
Job 11;2023-01-01 01:45:00;2023-01-01 02:46:00;Machine 1
Job 11;2023-01-01 02:46:00;2023-01-01 02:55:00;Machine 2
Job 11;2023-01-01 02:55:00;2023-01-01 03:30:00;Machine 4
Job 12;2023-01-01 00:00:00;2023-01-01 01:31:00;Machine 2
Job 12;2023-01-01 01:31:00;2023-01-01 02:30:00;Machine 3
Job 12;2023-01-01 02:30:00;2023-01-01 03:29:00;Machine 5
Job 12;2023-01-01 03:29:00;2023-01-01 04:15:00;Machine 1
Job 12;2023-01-01 04:15:00;2023-01-01 04:31:00;Machine 4
Job 13;2023-01-01 00:00:00;2023-01-01 00:27:00;Machine 4
Job 13;2023-01-01 00:27:00;2023-01-01 01:19:00;Machine 2
Job 13;2023-01-01 01:19:00;2023-01-01 02:02:00;Machine 5
Job 13;2023-01-01 02:02:00;2023-01-01 02:30:00;Machine 1
Job 13;2023-01-01 02:30:00;2023-01-01 03:20:00;Machine 4
Job 14;2023-01-01 00:00:00;2023-01-01 00:09:00;Machine 4
Job 14;2023-01-01 00:09:00;2023-01-01 01:36:00;Machine 1
Job 14;2023-01-01 01:36:00;2023-01-01 02:17:00;Machine 4
Job 14;2023-01-01 02:17:00;2023-01-01 02:56:00;Machine 3
Job 14;2023-01-01 02:56:00;2023-01-01 03:41:00;Machine 2
Job 15;2023-01-01 00:00:00;2023-01-01 00:54:00;Machine 4
Job 15;2023-01-01 00:54:00;2023-01-01 01:14:00;Machine 1
Job 15;2023-01-01 01:14:00;2023-01-01 01:57:00;Machine 5
Job 15;2023-01-01 01:57:00;2023-01-01 02:11:00;Machine 4
Job 15;2023-01-01 02:11:00;2023-01-01 03:22:00;Machine 3
Job 16;2023-01-01 00:00:00;2023-01-01 00:33:00;Machine 5
Job 16;2023-01-01 00:33:00;2023-01-01 01:01:00;Machine 2
Job 16;2023-01-01 01:01:00;2023-01-01 01:27:00;Machine 4
