Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:10:00;Machine 4
Job 0;2023-01-01 00:10:00;2023-01-01 00:20:00;Machine 36
Job 0;2023-01-01 00:20:00;2023-01-01 00:31:00;Machine 9
Job 0;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 49
Job 0;2023-01-01 00:41:00;2023-01-01 00:51:00;Machine 60
Job 1;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 1
Job 1;2023-01-01 00:11:00;2023-01-01 00:21:00;Machine 5
Job 1;2023-01-01 00:21:00;2023-01-01 00:32:00;Machine 7
Job 1;2023-01-01 00:32:00;2023-01-01 00:42:00;Machine 45
Job 1;2023-01-01 00:42:00;2023-01-01 00:55:00;Machine 60
Job 10;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 3
Job 10;2023-01-01 00:15:00;2023-01-01 00:25:00;Machine 31
Job 10;2023-01-01 00:25:00;2023-01-01 00:41:00;Machine 25
Job 10;2023-01-01 00:41:00;2023-01-01 00:51:00;Machine 26
Job 10;2023-01-01 00:51:00;2023-01-01 01:03:00;Machine 59
Job 11;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 1
Job 11;2023-01-01 00:11:00;2023-01-01 00:21:00;Machine 11
Job 11;2023-01-01 00:21:00;2023-01-01 00:38:00;Machine 6
Job 11;2023-01-01 00:38:00;2023-01-01 00:48:00;Machine 18
Job 11;2023-01-01 00:48:00;2023-01-01 00:59:00;Machine 59
Job 12;2023-01-01 00:00:00;2023-01-01 00:13:00;Machine 3
Job 12;2023-01-01 00:13:00;2023-01-01 00:25:00;Machine 16
Job 12;2023-01-01 00:25:00;2023-01-01 00:35:00;Machine 48
Job 12;2023-01-01 00:35:00;2023-01-01 00:45:00;Machine 21
Job 12;2023-01-01 00:45:00;2023-01-01 00:55:00;Machine 58
Job 13;2023-01-01 00:00:00;2023-01-01 00:22:00;Machine 4
Job 13;2023-01-01 00:22:00;2023-01-01 00:32:00;Machine 53
Job 13;2023-01-01 00:32:00;2023-01-01 00:42:00;Machine 7
Job 13;2023-01-01 00:42:00;2023-01-01 00:53:00;Machine 8
Job 13;2023-01-01 00:53:00;2023-01-01 01:09:00;Machine 58
Job 14;2023-01-01 00:00:00;2023-01-01 00:20:00;Machine 4
Job 14;2023-01-01 00:20:00;2023-01-01 00:31:00;Machine 21
Job 14;2023-01-01 00:31:00;2023-01-01 00:41:00;Machine 33
Job 14;2023-01-01 00:41:00;2023-01-01 00:51:00;Machine 6
Job 14;2023-01-01 00:51:00;2023-01-01 01:04:00;Machine 59
Job 15;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 2
Job 15;2023-01-01 00:17:00;2023-01-01 00:28:00;Machine 7
