Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 9
Job 0;2023-01-01 00:14:00;2023-01-01 01:29:00;Machine 5
Job 0;2023-01-01 01:29:00;2023-01-01 01:41:00;Machine 4
Job 0;2023-01-01 01:41:00;2023-01-01 02:19:00;Machine 3
Job 0;2023-01-01 02:19:00;2023-01-01 03:35:00;Machine 1
Job 0;2023-01-01 03:35:00;2023-01-01 05:12:00;Machine 6
Job 0;2023-01-01 05:12:00;2023-01-01 05:24:00;Machine 10
Job 0;2023-01-01 05:24:00;2023-01-01 05:53:00;Machine 2
Job 0;2023-01-01 05:53:00;2023-01-01 06:37:00;Machine 8
Job 0;2023-01-01 06:37:00;2023-01-01 07:43:00;Machine 7
Job 1;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 6
Job 1;2023-01-01 00:38:00;2023-01-01 02:00:00;Machine 4
Job 1;2023-01-01 02:00:00;2023-01-01 03:25:00;Machine 3
Job 1;2023-01-01 03:25:00;2023-01-01 04:23:00;Machine 5
Job 1;2023-01-01 04:23:00;2023-01-01 05:50:00;Machine 7
Job 1;2023-01-01 05:50:00;2023-01-01 07:19:00;Machine 10
Job 1;2023-01-01 07:19:00;2023-01-01 08:02:00;Machine 1
Job 1;2023-01-01 08:02:00;2023-01-01 09:22:00;Machine 2
Job 1;2023-01-01 09:22:00;2023-01-01 10:31:00;Machine 8
Job 1;2023-01-01 10:31:00;2023-01-01 12:03:00;Machine 9
Job 10;2023-01-01 00:00:00;2023-01-01 00:20:00;Machine 9
Job 10;2023-01-01 00:20:00;2023-01-01 01:09:00;Machine 7
Job 10;2023-01-01 01:09:00;2023-01-01 02:23:00;Machine 8
Job 10;2023-01-01 02:23:00;2023-01-01 02:33:00;Machine 5
Job 10;2023-01-01 02:33:00;2023-01-01 02:50:00;Machine 6
Job 10;2023-01-01 02:50:00;2023-01-01 03:24:00;Machine 4
Job 10;2023-01-01 03:24:00;2023-01-01 04:49:00;Machine 1
Job 10;2023-01-01 04:49:00;2023-01-01 06:06:00;Machine 3
Job 10;2023-01-01 06:06:00;2023-01-01 07:14:00;Machine 10
Job 10;2023-01-01 07:14:00;2023-01-01 08:38:00;Machine 2
Job 11;2023-01-01 00:00:00;2023-01-01 01:25:00;Machine 9
Job 11;2023-01-01 00:00:00;2023-01-01 00:29:00;Machine 6
Job 11;2023-01-01 00:00:00;2023-01-01 00:29:00;Machine 10
Job 11;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 5
Job 11;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 8
Job 11;2023-01-01 00:00:00;2023-01-01 00:48:00;Machine 1
Job 11;2023-01-01 00:00:00;2023-01-01 00:48:00;Machine 9
Job 11;2023-01-01 01:25:00;2023-01-01 01:32:00;Machine 6
Job 11;2023-01-01 01:32:00;2023-01-01 02:43:00;Machine 9
Job 11;2023-01-01 02:43:00;2023-01-01 03:42:00;Machine 7
Job 11;2023-01-01 03:42:00;2023-01-01 04:58:00;Machine 5
Job 11;2023-01-01 04:58:00;2023-01-01 05:15:00;Machine 1
Job 11;2023-01-01 06:49:00;2023-01-01 07:02:00;Machine 10
Job 12;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 3
Job 12;2023-01-01 00:15:00;2023-01-01 01:42:00;Machine 7
Job 12;2023-01-01 01:42:00;2023-01-01 01:53:00;Machine 8
Job 12;2023-01-01 01:53:00;2023-01-01 02:32:00;Machine 2
Job 12;2023-01-01 02:32:00;2023-01-01 03:11:00;Machine 5
Job 12;2023-01-01 03:11:00;2023-01-01 03:54:00;Machine 9
Job 12;2023-01-01 03:54:00;2023-01-01 04:13:00;Machine 1
Job 12;2023-01-01 04:13:00;2023-01-01 04:45:00;Machine 4
Job 12;2023-01-01 04:45:00;2023-01-01 05:01:00;Machine 10
Job 12;2023-01-01 05:01:00;2023-01-01 06:05:00;Machine 6
Job 13;2023-01-01 00:00:00;2023-01-01 00:32:00;Machine 7
Job 13;2023-01-01 00:00:00;2023-01-01 00:08:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 00:08:00;Machine 8
Job 13;2023-01-01 00:32:00;2023-01-01 02:04:00;Machine 3
Job 13;2023-01-01 02:04:00;2023-01-01 02:37:00;Machine 6
Job 13;2023-01-01 02:37:00;2023-01-01 03:59:00;Machine 9
Job 13;2023-01-01 03:59:00;2023-01-01 05:22:00;Machine 2
Job 13;2023-01-01 05:22:00;2023-01-01 06:19:00;Machine 8
Job 13;2023-01-01 06:19:00;2023-01-01 07:58:00;Machine 10
Job 13;2023-01-01 07:58:00;2023-01-01 09:29:00;Machine 5
Job 13;2023-01-01 09:29:00;2023-01-01 11:08:00;Machine 4
Job 14;2023-01-01 00:00:00;2023-01-01 01:28:00;Machine 1
Job 14;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 9
Job 14;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 1
Job 14;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 9
Job 14;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 1
Job 14;2023-01-01 01:28:00;2023-01-01 01:35:00;Machine 8
Job 14;2023-01-01 01:35:00;2023-01-01 02:02:00;Machine 9
Job 14;2023-01-01 02:40:00;2023-01-01 04:11:00;Machine 4
Job 14;2023-01-01 04:11:00;2023-01-01 05:20:00;Machine 3
Job 14;2023-01-01 05:20:00;2023-01-01 05:41:00;Machine 7
Job 14;2023-01-01 06:43:00;2023-01-01 07:22:00;Machine 6
