Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 8
Job 0;2023-01-01 01:02:00;2023-01-01 01:26:00;Machine 9
Job 0;2023-01-01 01:26:00;2023-01-01 01:51:00;Machine 6
Job 0;2023-01-01 01:51:00;2023-01-01 03:15:00;Machine 4
Job 0;2023-01-01 03:15:00;2023-01-01 04:02:00;Machine 5
Job 0;2023-01-01 04:02:00;2023-01-01 04:40:00;Machine 7
Job 0;2023-01-01 04:40:00;2023-01-01 06:02:00;Machine 3
Job 0;2023-01-01 06:02:00;2023-01-01 07:35:00;Machine 1
Job 0;2023-01-01 07:35:00;2023-01-01 07:59:00;Machine 10
Job 0;2023-01-01 07:59:00;2023-01-01 09:05:00;Machine 2
Job 1;2023-01-01 00:00:00;2023-01-01 00:47:00;Machine 3
Job 1;2023-01-01 00:47:00;2023-01-01 02:24:00;Machine 3
Job 1;2023-01-01 02:24:00;2023-01-01 03:56:00;Machine 9
Job 1;2023-01-01 03:56:00;2023-01-01 04:18:00;Machine 10
Job 1;2023-01-01 04:18:00;2023-01-01 05:51:00;Machine 2
Job 1;2023-01-01 05:51:00;2023-01-01 06:20:00;Machine 5
Job 1;2023-01-01 06:20:00;2023-01-01 07:16:00;Machine 8
Job 1;2023-01-01 07:16:00;2023-01-01 08:36:00;Machine 4
Job 1;2023-01-01 08:36:00;2023-01-01 09:54:00;Machine 1
Job 1;2023-01-01 09:54:00;2023-01-01 11:01:00;Machine 7
Job 2;2023-01-01 00:00:00;2023-01-01 00:45:00;Machine 2
Job 2;2023-01-01 00:45:00;2023-01-01 01:31:00;Machine 8
Job 2;2023-01-01 01:31:00;2023-01-01 01:53:00;Machine 7
Job 2;2023-01-01 01:53:00;2023-01-01 02:19:00;Machine 3
Job 2;2023-01-01 02:19:00;2023-01-01 02:57:00;Machine 10
Job 2;2023-01-01 02:57:00;2023-01-01 04:06:00;Machine 1
Job 2;2023-01-01 04:06:00;2023-01-01 04:46:00;Machine 5
Job 2;2023-01-01 04:46:00;2023-01-01 05:19:00;Machine 4
Job 2;2023-01-01 05:19:00;2023-01-01 06:34:00;Machine 9
Job 2;2023-01-01 06:34:00;2023-01-01 08:10:00;Machine 6
Job 3;2023-01-01 00:00:00;2023-01-01 01:25:00;Machine 5
Job 3;2023-01-01 01:25:00;2023-01-01 02:41:00;Machine 9
Job 3;2023-01-01 02:41:00;2023-01-01 03:49:00;Machine 6
Job 3;2023-01-01 03:49:00;2023-01-01 05:17:00;Machine 10
Job 3;2023-01-01 05:17:00;2023-01-01 05:53:00;Machine 4
Job 3;2023-01-01 05:53:00;2023-01-01 07:08:00;Machine 7
Job 3;2023-01-01 07:08:00;2023-01-01 08:04:00;Machine 3
Job 3;2023-01-01 08:04:00;2023-01-01 08:39:00;Machine 2
Job 3;2023-01-01 08:39:00;2023-01-01 09:56:00;Machine 1
Job 3;2023-01-01 09:56:00;2023-01-01 11:21:00;Machine 8
Job 4;2023-01-01 00:00:00;2023-01-01 01:00:00;Machine 1
Job 4;2023-01-01 01:00:00;2023-01-01 01:20:00;Machine 10
Job 4;2023-01-01 01:20:00;2023-01-01 01:45:00;Machine 8
Job 4;2023-01-01 01:45:00;2023-01-01 02:48:00;Machine 4
Job 4;2023-01-01 02:48:00;2023-01-01 04:09:00;Machine 5
