Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:24:00;Machine 8
Job 0;2023-01-01 01:24:00;2023-01-01 02:22:00;Machine 4
Job 0;2023-01-01 02:22:00;2023-01-01 03:39:00;Machine 3
Job 0;2023-01-01 03:39:00;2023-01-01 04:23:00;Machine 1
Job 0;2023-01-01 04:23:00;2023-01-01 06:00:00;Machine 1
Job 0;2023-01-01 06:00:00;2023-01-01 07:29:00;Machine 7
Job 0;2023-01-01 07:29:00;2023-01-01 07:34:00;Machine 3
Job 0;2023-01-01 07:34:00;2023-01-01 08:32:00;Machine 2
Job 0;2023-01-01 08:32:00;2023-01-01 10:08:00;Machine 2
Job 0;2023-01-01 10:08:00;2023-01-01 10:17:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 4
Job 1;2023-01-01 00:21:00;2023-01-01 01:48:00;Machine 2
Job 1;2023-01-01 01:48:00;2023-01-01 02:03:00;Machine 5
Job 1;2023-01-01 02:03:00;2023-01-01 02:42:00;Machine 1
Job 1;2023-01-01 02:42:00;2023-01-01 04:03:00;Machine 3
Job 1;2023-01-01 04:03:00;2023-01-01 05:28:00;Machine 4
Job 1;2023-01-01 05:28:00;2023-01-01 05:59:00;Machine 3
Job 1;2023-01-01 05:59:00;2023-01-01 06:56:00;Machine 1
Job 1;2023-01-01 06:56:00;2023-01-01 08:09:00;Machine 2
Job 1;2023-01-01 08:09:00;2023-01-01 09:26:00;Machine 1
Job 10;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 4
Job 10;2023-01-01 01:02:00;2023-01-01 02:09:00;Machine 3
Job 10;2023-01-01 02:09:00;2023-01-01 02:41:00;Machine 5
Job 10;2023-01-01 02:41:00;2023-01-01 03:43:00;Machine 1
Job 10;2023-01-01 03:43:00;2023-01-01 04:52:00;Machine 4
Job 10;2023-01-01 04:52:00;2023-01-01 05:53:00;Machine 3
Job 10;2023-01-01 05:53:00;2023-01-01 06:28:00;Machine 1
Job 10;2023-01-01 06:28:00;2023-01-01 07:40:00;Machine 2
Job 10;2023-01-01 07:40:00;2023-01-01 07:45:00;Machine 1
Job 10;2023-01-01 07:45:00;2023-01-01 09:18:00;Machine 2
Job 11;2023-01-01 00:00:00;2023-01-01 01:18:00;Machine 3
Job 11;2023-01-01 01:18:00;2023-01-01 02:48:00;Machine 1
Job 11;2023-01-01 02:48:00;2023-01-01 04:13:00;Machine 1
Job 11;2023-01-01 04:13:00;2023-01-01 05:25:00;Machine 1
Job 11;2023-01-01 05:25:00;2023-01-01 06:29:00;Machine 1
Job 11;2023-01-01 06:29:00;2023-01-01 07:32:00;Machine 6
Job 11;2023-01-01 07:32:00;2023-01-01 07:43:00;Machine 1
Job 11;2023-01-01 07:43:00;2023-01-01 09:05:00;Machine 3
Job 11;2023-01-01 09:05:00;2023-01-01 10:33:00;Machine 2
Job 11;2023-01-01 10:33:00;2023-01-01 10:40:00;Machine 3
Job 12;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 5
Job 12;2023-01-01 00:28:00;2023-01-01 00:39:00;Machine 1
Job 12;2023-01-01 00:39:00;2023-01-01 01:29:00;Machine 1
Job 12;2023-01-01 01:29:00;2023-01-01 02:57:00;Machine 3
Job 12;2023-01-01 02:57:00;2023-01-01 03:41:00;Machine 1
Job 12;2023-01-01 03:41:00;2023-01-01 04:12:00;Machine 1
Job 12;2023-01-01 04:12:00;2023-01-01 04:39:00;Machine 9
Job 12;2023-01-01 04:39:00;2023-01-01 05:45:00;Machine 2
Job 12;2023-01-01 05:45:00;2023-01-01 06:34:00;Machine 1
Job 12;2023-01-01 06:34:00;2023-01-01 07:09:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 3
Job 13;2023-01-01 00:14:00;2023-01-01 00:53:00;Machine 5
Job 13;2023-01-01 00:53:00;2023-01-01 01:49:00;Machine 2
Job 13;2023-01-01 01:49:00;2023-01-01 02:51:00;Machine 1
Job 13;2023-01-01 02:51:00;2023-01-01 04:28:00;Machine 1
Job 13;2023-01-01 04:28:00;2023-01-01 05:34:00;Machine 9
Job 13;2023-01-01 05:34:00;2023-01-01 06:43:00;Machine 1
Job 13;2023-01-01 06:43:00;2023-01-01 06:50:00;Machine 1
Job 13;2023-01-01 06:50:00;2023-01-01 07:37:00;Machine 1
Job 13;2023-01-01 07:37:00;2023-01-01 08:53:00;Machine 1
Job 14;2023-01-01 00:00:00;2023-01-01 00:18:00;Machine 2
Job 14;2023-01-01 00:00:00;2023-01-01 01:19:00;Machine 5
Job 14;2023-01-01 00:00:00;2023-01-01 01:19:00;Machine 8
Job 14;2023-01-01 00:00:00;2023-01-01 01:19:00;Machine 9
Job 14;2023-01-01 00:00:00;2023-01-01 01:04:00;Machine 5
Job 14;2023-01-01 00:00:00;2023-01-01 01:04:00;Machine 8
Job 14;2023-01-01 00:18:00;2023-01-01 01:51:00;Machine 1
Job 14;2023-01-01 01:51:00;2023-01-01 02:49:00;Machine 2
Job 14;2023-01-01 02:49:00;2023-01-01 03:36:00;Machine 2
Job 14;2023-01-01 03:36:00;2023-01-01 04:45:00;Machine 4
Job 14;2023-01-01 04:45:00;2023-01-01 05:42:00;Machine 6
Job 14;2023-01-01 05:42:00;2023-01-01 06:23:00;Machine 2
Job 14;2023-01-01 06:23:00;2023-01-01 07:16:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:40:00;Machine 10
Job 2;2023-01-01 00:40:00;2023-01-01 01:51:00;Machine 1
Job 2;2023-01-01 01:51:00;2023-01-01 02:25:00;Machine 3
Job 2;2023-01-01 02:25:00;2023-01-01 03:47:00;Machine 3
Job 2;2023-01-01 03:47:00;2023-01-01 04:57:00;Machine 4
Job 2;2023-01-01 04:57:00;2023-01-01 05:19:00;Machine 8
Job 2;2023-01-01 05:19:00;2023-01-01 05:29:00;Machine 2
Job 2;2023-01-01 05:29:00;2023-01-01 06:49:00;Machine 3
Job 2;2023-01-01 06:49:00;2023-01-01 07:37:00;Machine 1
Job 2;2023-01-01 07:37:00;2023-01-01 08:26:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 01:15:00;Machine 6
Job 3;2023-01-01 01:15:00;2023-01-01 01:32:00;Machine 3
Job 3;2023-01-01 01:32:00;2023-01-01 01:39:00;Machine 2
Job 3;2023-01-01 01:39:00;2023-01-01 02:51:00;Machine 3
Job 3;2023-01-01 02:51:00;2023-01-01 03:02:00;Machine 1
Job 3;2023-01-01 03:02:00;2023-01-01 04:04:00;Machine 1
Job 3;2023-01-01 04:04:00;2023-01-01 04:51:00;Machine 2
Job 3;2023-01-01 04:51:00;2023-01-01 05:26:00;Machine 4
Job 3;2023-01-01 05:26:00;2023-01-01 06:57:00;Machine 2
Job 3;2023-01-01 06:57:00;2023-01-01 07:52:00;Machine 1
Job 4;2023-01-01 00:00:00;2023-01-01 00:20:00;Machine 9
Job 4;2023-01-01 00:20:00;2023-01-01 00:32:00;Machine 5
Job 4;2023-01-01 00:32:00;2023-01-01 01:43:00;Machine 1
Job 4;2023-01-01 01:43:00;2023-01-01 02:50:00;Machine 3
Job 4;2023-01-01 02:50:00;2023-01-01 03:54:00;Machine 1
Job 4;2023-01-01 03:54:00;2023-01-01 05:28:00;Machine 10
Job 4;2023-01-01 05:28:00;2023-01-01 05:43:00;Machine 3
Job 4;2023-01-01 05:43:00;2023-01-01 06:33:00;Machine 4
Job 4;2023-01-01 06:33:00;2023-01-01 07:48:00;Machine 4
Job 4;2023-01-01 07:48:00;2023-01-01 09:18:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 01:33:00;Machine 3
Job 5;2023-01-01 01:33:00;2023-01-01 03:06:00;Machine 2
Job 5;2023-01-01 03:06:00;2023-01-01 04:03:00;Machine 2
Job 5;2023-01-01 04:03:00;2023-01-01 05:13:00;Machine 1
Job 5;2023-01-01 05:13:00;2023-01-01 06:30:00;Machine 3
Job 5;2023-01-01 06:30:00;2023-01-01 07:28:00;Machine 1
Job 5;2023-01-01 07:28:00;2023-01-01 08:20:00;Machine 1
Job 5;2023-01-01 08:20:00;2023-01-01 08:49:00;Machine 3
Job 5;2023-01-01 08:49:00;2023-01-01 08:56:00;Machine 3
