Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:42:00;Machine 3
Job 0;2023-01-01 00:42:00;2023-01-01 01:44:00;Machine 3
Job 0;2023-01-01 01:44:00;2023-01-01 02:06:00;Machine 5
Job 0;2023-01-01 02:06:00;2023-01-01 02:22:00;Machine 2
Job 0;2023-01-01 02:22:00;2023-01-01 03:58:00;Machine 1
Job 0;2023-01-01 03:58:00;2023-01-01 04:22:00;Machine 5
Job 0;2023-01-01 04:22:00;2023-01-01 05:25:00;Machine 5
Job 0;2023-01-01 05:25:00;2023-01-01 05:54:00;Machine 1
Job 0;2023-01-01 05:54:00;2023-01-01 07:17:00;Machine 2
Job 0;2023-01-01 07:17:00;2023-01-01 07:40:00;Machine 3
Job 0;2023-01-01 07:40:00;2023-01-01 08:46:00;Machine 5
Job 0;2023-01-01 08:46:00;2023-01-01 09:15:00;Machine 2
Job 0;2023-01-01 09:15:00;2023-01-01 09:26:00;Machine 5
Job 0;2023-01-01 09:26:00;2023-01-01 10:28:00;Machine 2
Job 0;2023-01-01 10:28:00;2023-01-01 12:02:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 00:41:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 00:31:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 4
Job 1;2023-01-01 00:41:00;2023-01-01 02:11:00;Machine 2
Job 1;2023-01-01 02:11:00;2023-01-01 03:14:00;Machine 1
Job 1;2023-01-01 03:14:00;2023-01-01 03:59:00;Machine 3
Job 1;2023-01-01 03:59:00;2023-01-01 05:30:00;Machine 2
Job 1;2023-01-01 05:30:00;2023-01-01 06:43:00;Machine 1
Job 1;2023-01-01 06:43:00;2023-01-01 07:14:00;Machine 5
Job 1;2023-01-01 07:14:00;2023-01-01 08:51:00;Machine 4
Job 1;2023-01-01 08:51:00;2023-01-01 09:02:00;Machine 2
Job 1;2023-01-01 09:02:00;2023-01-01 09:22:00;Machine 4
Job 1;2023-01-01 09:22:00;2023-01-01 10:52:00;Machine 2
Job 1;2023-01-01 10:52:00;2023-01-01 11:13:00;Machine 2
Job 1;2023-01-01 11:13:00;2023-01-01 12:31:00;Machine 3
Job 1;2023-01-01 12:31:00;2023-01-01 13:08:00;Machine 2
Job 1;2023-01-01 13:08:00;2023-01-01 14:16:00;Machine 3
Job 1;2023-01-01 14:16:00;2023-01-01 15:04:00;Machine 5
