Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:32:00;Machine 4
Job 0;2023-01-01 01:32:00;2023-01-01 03:06:00;Machine 3
Job 0;2023-01-01 03:06:00;2023-01-01 03:18:00;Machine 1
Job 0;2023-01-01 03:18:00;2023-01-01 04:49:00;Machine 5
Job 0;2023-01-01 04:49:00;2023-01-01 04:56:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 3
Job 1;2023-01-01 00:21:00;2023-01-01 00:40:00;Machine 2
Job 1;2023-01-01 00:40:00;2023-01-01 02:07:00;Machine 1
Job 1;2023-01-01 02:07:00;2023-01-01 02:18:00;Machine 4
Job 1;2023-01-01 02:18:00;2023-01-01 03:24:00;Machine 5
Job 10;2023-01-01 00:00:00;2023-01-01 00:41:00;Machine 3
Job 10;2023-01-01 00:41:00;2023-01-01 01:31:00;Machine 2
Job 10;2023-01-01 01:31:00;2023-01-01 02:49:00;Machine 5
Job 10;2023-01-01 02:49:00;2023-01-01 03:42:00;Machine 4
Job 10;2023-01-01 03:42:00;2023-01-01 04:05:00;Machine 3
Job 11;2023-01-01 00:00:00;2023-01-01 00:38:00;Machine 1
Job 11;2023-01-01 00:38:00;2023-01-01 01:50:00;Machine 5
Job 11;2023-01-01 01:50:00;2023-01-01 03:21:00;Machine 3
Job 11;2023-01-01 03:21:00;2023-01-01 04:29:00;Machine 4
Job 11;2023-01-01 04:29:00;2023-01-01 05:40:00;Machine 2
Job 12;2023-01-01 00:00:00;2023-01-01 00:45:00;Machine 1
Job 12;2023-01-01 00:45:00;2023-01-01 02:20:00;Machine 4
Job 12;2023-01-01 02:20:00;2023-01-01 03:12:00;Machine 5
Job 12;2023-01-01 03:12:00;2023-01-01 03:37:00;Machine 3
Job 12;2023-01-01 03:37:00;2023-01-01 03:43:00;Machine 2
Job 13;2023-01-01 00:00:00;2023-01-01 00:30:00;Machine 4
Job 13;2023-01-01 00:30:00;2023-01-01 01:36:00;Machine 2
Job 13;2023-01-01 01:36:00;2023-01-01 01:59:00;Machine 1
Job 13;2023-01-01 01:59:00;2023-01-01 02:35:00;Machine 5
Job 13;2023-01-01 02:35:00;2023-01-01 02:52:00;Machine 3
Job 14;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 3
Job 14;2023-01-01 01:35:00;2023-01-01 02:46:00;Machine 3
Job 14;2023-01-01 02:46:00;2023-01-01 04:02:00;Machine 4
Job 14;2023-01-01 04:02:00;2023-01-01 04:10:00;Machine 2
Job 14;2023-01-01 04:10:00;2023-01-01 05:38:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 2
Job 2;2023-01-01 00:14:00;2023-01-01 00:27:00;Machine 4
Job 2;2023-01-01 00:27:00;2023-01-01 01:42:00;Machine 4
Job 2;2023-01-01 01:42:00;2023-01-01 01:58:00;Machine 5
Job 2;2023-01-01 01:58:00;2023-01-01 02:18:00;Machine 3
Job 3;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 5
Job 3;2023-01-01 01:35:00;2023-01-01 02:41:00;Machine 5
Job 3;2023-01-01 02:41:00;2023-01-01 02:48:00;Machine 1
Job 3;2023-01-01 02:48:00;2023-01-01 04:05:00;Machine 2
Job 3;2023-01-01 04:05:00;2023-01-01 04:12:00;Machine 4
Job 4;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 3
Job 4;2023-01-01 00:34:00;2023-01-01 02:03:00;Machine 3
Job 4;2023-01-01 02:03:00;2023-01-01 02:09:00;Machine 4
Job 4;2023-01-01 02:09:00;2023-01-01 02:54:00;Machine 2
Job 4;2023-01-01 02:54:00;2023-01-01 03:09:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 01:28:00;Machine 5
Job 5;2023-01-01 01:28:00;2023-01-01 02:45:00;Machine 4
Job 5;2023-01-01 02:45:00;2023-01-01 03:05:00;Machine 5
Job 5;2023-01-01 03:05:00;2023-01-01 03:58:00;Machine 2
Job 5;2023-01-01 03:58:00;2023-01-01 05:14:00;Machine 1
Job 6;2023-01-01 00:00:00;2023-01-01 00:09:00;Machine 2
Job 6;2023-01-01 00:09:00;2023-01-01 00:36:00;Machine 4
Job 6;2023-01-01 00:36:00;2023-01-01 01:28:00;Machine 1
Job 6;2023-01-01 01:28:00;2023-01-01 02:56:00;Machine 2
Job 6;2023-01-01 02:56:00;2023-01-01 04:10:00;Machine 3
Job 7;2023-01-01 00:00:00;2023-01-01 01:09:00;Machine 4
Job 7;2023-01-01 01:09:00;2023-01-01 02:01:00;Machine 3
Job 7;2023-01-01 02:01:00;2023-01-01 03:03:00;Machine 1
Job 7;2023-01-01 03:03:00;2023-01-01 04:31:00;Machine 2
Job 7;2023-01-01 04:31:00;2023-01-01 06:09:00;Machine 5
Job 8;2023-01-01 00:00:00;2023-01-01 01:30:00;Machine 4
Job 8;2023-01-01 01:30:00;2023-01-01 02:32:00;Machine 1
Job 8;2023-01-01 02:32:00;2023-01-01 02:41:00;Machine 5
Job 8;2023-01-01 02:41:00;2023-01-01 03:42:00;Machine 3
Job 8;2023-01-01 03:42:00;2023-01-01 04:34:00;Machine 2
Job 9;2023-01-01 00:00:00;2023-01-01 00:05:00;Machine 5
Job 9;2023-01-01 00:05:00;2023-01-01 00:59:00;Machine 3
Job 9;2023-01-01 00:59:00;2023-01-01 01:58:00;Machine 4
Job 9;2023-01-01 01:58:00;2023-01-01 03:26:00;Machine 4
Job 9;2023-01-01 03:26:00;2023-01-01 03:41:00;Machine 2
