Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 2
Job 0;2023-01-01 02:03:00;2023-01-01 04:06:00;Machine 1
Job 0;2023-01-01 04:06:00;2023-01-01 06:36:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 02:30:00;Machine 3
Job 1;2023-01-01 02:30:00;2023-01-01 03:36:00;Machine 2
Job 1;2023-01-01 03:36:00;2023-01-01 05:11:00;Machine 6
Job 2;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 2
Job 2;2023-01-01 01:02:00;2023-01-01 02:47:00;Machine 4
Job 2;2023-01-01 02:47:00;2023-01-01 04:27:00;Machine 5
Job 3;2023-01-01 00:00:00;2023-01-01 01:05:00;Machine 2
Job 3;2023-01-01 01:05:00;2023-01-01 03:58:00;Machine 5
Job 3;2023-01-01 03:58:00;2023-01-01 06:14:00;Machine 6
Job 4;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 2
Job 4;2023-01-01 02:03:00;2023-01-01 02:50:00;Machine 5
Job 4;2023-01-01 02:50:00;2023-01-01 04:15:00;Machine 6
