Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 06:15:00;Machine 1
Job 0;2023-01-01 06:15:00;2023-01-01 06:27:00;Machine 2
Job 0;2023-01-01 06:27:00;2023-01-01 08:49:00;Machine 3
Job 0;2023-01-01 08:49:00;2023-01-01 12:54:00;Machine 4
Job 0;2023-01-01 12:54:00;2023-01-01 19:46:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 10:32:00;Machine 1
Job 1;2023-01-01 10:32:00;2023-01-01 18:04:00;Machine 2
Job 1;2023-01-01 18:04:00;2023-01-02 06:42:00;Machine 3
Job 1;2023-01-02 06:42:00;2023-01-02 11:20:00;Machine 4
Job 1;2023-01-02 11:20:00;2023-01-02 17:58:00;Machine 5
Job 10;2023-01-01 00:00:00;2023-01-01 08:52:00;Machine 1
Job 10;2023-01-01 08:52:00;2023-01-01 13:54:00;Machine 2
Job 10;2023-01-01 13:54:00;2023-01-01 22:15:00;Machine 3
Job 10;2023-01-01 22:15:00;2023-01-02 11:00:00;Machine 4
Job 10;2023-01-02 11:00:00;2023-01-03 03:28:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 1
Job 2;2023-01-01 00:12:00;2023-01-01 14:48:00;Machine 2
Job 2;2023-01-01 14:48:00;2023-01-01 16:52:00;Machine 3
Job 2;2023-01-01 16:52:00;2023-01-02 01:46:00;Machine 4
Job 2;2023-01-02 01:46:00;2023-01-02 14:31:00;Machine 5
Job 3;2023-01-01 00:00:00;2023-01-01 07:40:00;Machine 1
Job 3;2023-01-01 07:40:00;2023-01-01 16:42:00;Machine 2
Job 3;2023-01-01 16:42:00;2023-01-02 01:25:00;Machine 3
Job 3;2023-01-02 01:25:00;2023-01-02 03:25:00;Machine 4
Job 3;2023-01-02 03:25:00;2023-01-02 11:44:00;Machine 5
Job 4;2023-01-01 00:00:00;2023-01-01 08:48:00;Machine 1
Job 4;2023-01-01 08:48:00;2023-01-01 10:29:00;Machine 2
Job 4;2023-01-01 10:29:00;2023-01-01 23:38:00;Machine 3
Job 4;2023-01-01 23:38:00;2023-01-02 01:42:00;Machine 4
Job 4;2023-01-02 01:42:00;2023-01-02 18:21:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 13:16:00;Machine 1
Job 5;2023-01-01 13:16:00;2023-01-01 17:21:00;Machine 2
Job 5;2023-01-01 17:21:00;2023-01-02 03:53:00;Machine 3
Job 5;2023-01-02 03:53:00;2023-01-02 10:08:00;Machine 4
Job 5;2023-01-02 10:08:00;2023-01-02 12:11:00;Machine 5
Job 6;2023-01-01 00:00:00;2023-01-01 08:52:00;Machine 1
Job 6;2023-01-01 08:52:00;2023-01-01 12:42:00;Machine 2
Job 6;2023-01-01 12:42:00;2023-01-01 21:45:00;Machine 3
Job 6;2023-01-01 21:45:00;2023-01-02 12:41:00;Machine 4
Job 6;2023-01-02 12:41:00;2023-01-02 20:13:00;Machine 5
Job 7;2023-01-01 00:00:00;2023-01-01 00:14:00;Machine 1
Job 7;2023-01-01 00:14:00;2023-01-01 02:18:00;Machine 2
Job 7;2023-01-01 02:18:00;2023-01-01 05:52:00;Machine 3
Job 7;2023-01-01 05:52:00;2023-01-01 14:55:00;Machine 4
Job 7;2023-01-01 14:55:00;2023-01-02 04:00:00;Machine 5
Job 8;2023-01-01 00:00:00;2023-01-01 04:17:00;Machine 1
Job 8;2023-01-01 04:17:00;2023-01-01 13:04:00;Machine 2
Job 8;2023-01-01 13:04:00;2023-01-02 01:37:00;Machine 3
Job 8;2023-01-02 01:37:00;2023-01-02 05:07:00;Machine 4
Job 8;2023-01-02 05:07:00;2023-01-02 12:50:00;Machine 5
Job 9;2023-01-01 00:00:00;2023-01-01 14:56:00;Machine 1
Job 9;2023-01-01 14:56:00;2023-01-02 05:52:00;Machine 2
Job 9;2023-01-02 05:52:00;2023-01-02 09:26:00;Machine 3
Job 9;2023-01-02 09:26:00;2023-01-02 13:44:00;Machine 4
Job 9;2023-01-02 13:44:00;2023-01-02 18:03:00;Machine 5
