Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:47:00;Machine 1
Job 0;2023-01-01 00:47:00;2023-01-01 01:44:00;Machine 5
Job 0;2023-01-01 01:44:00;2023-01-01 02:55:00;Machine 2
Job 0;2023-01-01 02:55:00;2023-01-01 04:31:00;Machine 1
Job 0;2023-01-01 04:31:00;2023-01-01 04:45:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 01:15:00;Machine 1
Job 1;2023-01-01 01:15:00;2023-01-01 02:15:00;Machine 1
Job 1;2023-01-01 02:15:00;2023-01-01 02:37:00;Machine 2
Job 1;2023-01-01 02:37:00;2023-01-01 03:56:00;Machine 4
Job 1;2023-01-01 03:56:00;2023-01-01 05:01:00;Machine 1
Job 10;2023-01-01 00:00:00;2023-01-01 01:24:00;Machine 5
Job 10;2023-01-01 01:24:00;2023-01-01 02:46:00;Machine 1
Job 10;2023-01-01 02:46:00;2023-01-01 03:09:00;Machine 1
Job 10;2023-01-01 03:09:00;2023-01-01 03:54:00;Machine 3
Job 10;2023-01-01 03:54:00;2023-01-01 04:32:00;Machine 2
Job 11;2023-01-01 00:00:00;2023-01-01 00:50:00;Machine 4
Job 11;2023-01-01 00:50:00;2023-01-01 01:11:00;Machine 1
Job 11;2023-01-01 01:11:00;2023-01-01 01:29:00;Machine 1
Job 11;2023-01-01 01:29:00;2023-01-01 02:10:00;Machine 5
Job 11;2023-01-01 02:10:00;2023-01-01 02:39:00;Machine 2
Job 12;2023-01-01 00:00:00;2023-01-01 00:16:00;Machine 3
Job 12;2023-01-01 00:16:00;2023-01-01 01:08:00;Machine 1
Job 12;2023-01-01 01:08:00;2023-01-01 02:00:00;Machine 1
Job 12;2023-01-01 02:00:00;2023-01-01 02:38:00;Machine 2
Job 12;2023-01-01 02:38:00;2023-01-01 03:32:00;Machine 2
Job 13;2023-01-01 00:00:00;2023-01-01 00:37:00;Machine 5
Job 13;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 2
Job 13;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 4
Job 13;2023-01-01 00:37:00;2023-01-01 01:31:00;Machine 1
Job 13;2023-01-01 01:31:00;2023-01-01 02:28:00;Machine 4
Job 13;2023-01-01 02:28:00;2023-01-01 03:42:00;Machine 1
Job 14;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 3
Job 14;2023-01-01 00:57:00;2023-01-01 01:58:00;Machine 1
Job 14;2023-01-01 01:58:00;2023-01-01 03:19:00;Machine 1
Job 14;2023-01-01 03:19:00;2023-01-01 03:49:00;Machine 2
Job 14;2023-01-01 03:49:00;2023-01-01 04:57:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:32:00;Machine 3
Job 2;2023-01-01 00:32:00;2023-01-01 01:05:00;Machine 1
Job 2;2023-01-01 01:05:00;2023-01-01 02:14:00;Machine 1
Job 2;2023-01-01 02:14:00;2023-01-01 02:45:00;Machine 2
Job 2;2023-01-01 02:45:00;2023-01-01 03:43:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 00:44:00;Machine 1
Job 3;2023-01-01 00:44:00;2023-01-01 01:18:00;Machine 2
Job 3;2023-01-01 01:18:00;2023-01-01 02:09:00;Machine 4
