Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 3
Job 0;2023-01-01 00:39:00;2023-01-01 01:40:00;Machine 3
Job 0;2023-01-01 01:40:00;2023-01-01 02:08:00;Machine 5
Job 0;2023-01-01 02:08:00;2023-01-01 02:26:00;Machine 4
Job 0;2023-01-01 02:26:00;2023-01-01 03:53:00;Machine 1
Job 0;2023-01-01 03:53:00;2023-01-01 04:22:00;Machine 5
Job 0;2023-01-01 04:22:00;2023-01-01 05:24:00;Machine 5
Job 0;2023-01-01 05:24:00;2023-01-01 05:56:00;Machine 1
Job 0;2023-01-01 05:56:00;2023-01-01 07:14:00;Machine 2
Job 0;2023-01-01 07:14:00;2023-01-01 07:38:00;Machine 3
Job 0;2023-01-01 07:38:00;2023-01-01 08:43:00;Machine 5
Job 0;2023-01-01 08:43:00;2023-01-01 09:15:00;Machine 2
Job 0;2023-01-01 09:15:00;2023-01-01 09:30:00;Machine 5
Job 0;2023-01-01 09:30:00;2023-01-01 10:29:00;Machine 3
Job 0;2023-01-01 10:29:00;2023-01-01 11:59:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 4
Job 1;2023-01-01 00:39:00;2023-01-01 02:00:00;Machine 4
Job 1;2023-01-01 02:00:00;2023-01-01 03:02:00;Machine 1
Job 1;2023-01-01 03:02:00;2023-01-01 03:48:00;Machine 3
Job 1;2023-01-01 03:48:00;2023-01-01 05:15:00;Machine 2
Job 1;2023-01-01 05:15:00;2023-01-01 06:25:00;Machine 3
Job 1;2023-01-01 06:25:00;2023-01-01 06:53:00;Machine 4
Job 1;2023-01-01 06:53:00;2023-01-01 08:25:00;Machine 4
Job 1;2023-01-01 08:25:00;2023-01-01 08:43:00;Machine 3
Job 1;2023-01-01 08:43:00;2023-01-01 09:04:00;Machine 5
Job 1;2023-01-01 09:04:00;2023-01-01 10:30:00;Machine 2
Job 1;2023-01-01 10:30:00;2023-01-01 10:54:00;Machine 2
Job 1;2023-01-01 10:54:00;2023-01-01 12:09:00;Machine 4
Job 1;2023-01-01 12:09:00;2023-01-01 12:48:00;Machine 4
Job 1;2023-01-01 12:48:00;2023-01-01 14:00:00;Machine 3
Job 1;2023-01-01 14:00:00;2023-01-01 14:45:00;Machine 5
Job 1;2023-01-01 14:45:00;2023-01-01 15:36:00;Machine 4
Job 1;2023-01-01 15:36:00;2023-01-01 16:13:00;Machine 1
Job 1;2023-01-01 16:13:00;2023-01-01 17:02:00;Machine 4
Job 1;2023-01-01 17:02:00;2023-01-01 18:11:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 01:10:00;Machine 4
Job 2;2023-01-01 01:10:00;2023-01-01 02:27:00;Machine 4
Job 2;2023-01-01 02:27:00;2023-01-01 03:42:00;Machine 5
Job 2;2023-01-01 03:42:00;2023-01-01 04:26:00;Machine 2
Job 2;2023-01-01 04:26:00;2023-01-01 05:57:00;Machine 5
Job 2;2023-01-01 05:57:00;2023-01-01 07:05:00;Machine 1
Job 2;2023-01-01 07:05:00;2023-01-01 07:32:00;Machine 1
Job 2;2023-01-01 07:32:00;2023-01-01 08:54:00;Machine 4
Job 2;2023-01-01 08:54:00;2023-01-01 10:01:00;Machine 3
Job 2;2023-01-01 10:01:00;2023-01-01 10:43:00;Machine 3
Job 2;2023-01-01 10:43:00;2023-01-01 11:38:00;Machine 1
Job 2;2023-01-01 11:38:00;2023-01-01 12:32:00;Machine 4
Job 2;2023-01-01 12:32:00;2023-01-01 13:09:00;Machine 5
Job 2;2023-01-01 13:09:00;2023-01-01 14:37:00;Machine 1
Job 2;2023-01-01 14:37:00;2023-01-01 15:10:00;Machine 4
Job 2;2023-01-01 15:10:00;2023-01-01 16:06:00;Machine 4
Job 2;2023-01-01 16:06:00;2023-01-01 17:12:00;Machine 4
Job 2;2023-01-01 17:12:00;2023-01-01 18:18:00;Machine 4
Job 2;2023-01-01 18:18:00;2023-01-01 19:11:00;Machine 5
Job 2;2023-01-01 19:11:00;2023-01-01 19:42:00;Machine 4
Job 2;2023-01-01 19:42:00;2023-01-01 20:04:00;Machine 3
Job 2;2023-01-01 20:04:00;2023-01-01 20:41:00;Machine 3
Job 2;2023-01-01 20:41:00;2023-01-01 21:55:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 1
Job 3;2023-01-01 01:16:00;2023-01-01 02:25:00;Machine 5
