Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 05:33:00;Machine 1
Job 0;2023-01-01 05:33:00;2023-01-01 22:04:00;Machine 2
Job 0;2023-01-01 22:04:00;2023-01-02 14:40:00;Machine 3
Job 0;2023-01-02 14:40:00;2023-01-02 16:43:00;Machine 4
Job 0;2023-01-02 16:43:00;2023-01-02 19:08:00;Machine 5
Job 0;2023-01-02 19:08:00;2023-01-02 23:02:00;Machine 6
Job 1;2023-01-01 00:00:00;2023-01-01 05:33:00;Machine 4
Job 1;2023-01-01 05:33:00;2023-01-01 07:24:00;Machine 2
Job 1;2023-01-01 07:24:00;2023-01-01 18:27:00;Machine 3
Job 1;2023-01-01 18:27:00;2023-01-02 02:03:00;Machine 4
Job 1;2023-01-02 02:03:00;2023-01-02 15:08:00;Machine 5
Job 1;2023-01-02 15:08:00;2023-01-03 00:00:00;Machine 6
Job 2;2023-01-01 00:00:00;2023-01-01 04:12:00;Machine 1
Job 2;2023-01-01 04:12:00;2023-01-01 07:54:00;Machine 2
Job 2;2023-01-01 07:54:00;2023-01-01 11:36:00;Machine 3
Job 2;2023-01-01 11:36:00;2023-01-02 00:45:00;Machine 4
Job 2;2023-01-02 00:45:00;2023-01-02 04:19:00;Machine 5
Job 2;2023-01-02 04:19:00;2023-01-02 14:05:00;Machine 6
Job 3;2023-01-01 00:00:00;2023-01-01 03:42:00;Machine 3
Job 3;2023-01-01 03:42:00;2023-01-01 07:06:00;Machine 2
Job 3;2023-01-01 07:06:00;2023-01-01 09:00:00;Machine 3
Job 3;2023-01-01 09:00:00;2023-01-01 23:36:00;Machine 4
Job 3;2023-01-01 23:36:00;2023-01-02 12:08:00;Machine 5
Job 3;2023-01-02 12:08:00;2023-01-02 21:00:00;Machine 6
Job 4;2023-01-01 00:00:00;2023-01-01 04:15:00;Machine 1
Job 4;2023-01-01 04:15:00;2023-01-01 12:12:00;Machine 2
Job 4;2023-01-01 12:12:00;2023-01-01 14:15:00;Machine 3
Job 4;2023-01-01 14:15:00;2023-01-01 23:18:00;Machine 4
Job 4;2023-01-01 23:18:00;2023-01-02 01:41:00;Machine 5
Job 4;2023-01-02 01:41:00;2023-01-02 04:03:00;Machine 6
Job 5;2023-01-01 00:00:00;2023-01-01 09:15:00;Machine 1
Job 5;2023-01-01 09:15:00;2023-01-01 18:41:00;Machine 2
Job 5;2023-01-01 18:41:00;2023-01-02 02:17:00;Machine 3
Job 5;2023-01-02 02:17:00;2023-01-02 05:47:00;Machine 4
Job 5;2023-01-02 05:47:00;2023-01-02 17:25:00;Machine 5
Job 5;2023-01-02 17:25:00;2023-01-03 02:58:00;Machine 6
Job 6;2023-01-01 00:00:00;2023-01-01 09:18:00;Machine 3
Job 6;2023-01-01 09:18:00;2023-01-02 00:17:00;Machine 2
Job 6;2023-01-02 00:17:00;2023-01-02 13:26:00;Machine 3
Job 6;2023-01-02 13:26:00;2023-01-02 15:30:00;Machine 4
Job 6;2023-01-02 15:30:00;2023-01-03 00:22:00;Machine 5
Job 6;2023-01-03 00:22:00;2023-01-03 00:34:00;Machine 6
Job 7;2023-01-01 00:00:00;2023-01-01 14:48:00;Machine 1
Job 7;2023-01-01 14:48:00;2023-01-02 06:53:00;Machine 2
Job 7;2023-01-02 06:53:00;2023-01-02 21:29:00;Machine 3
Job 7;2023-01-02 21:29:00;2023-01-03 06:26:00;Machine 4
Job 7;2023-01-03 06:26:00;2023-01-03 08:51:00;Machine 5
Job 7;2023-01-03 08:51:00;2023-01-03 09:05:00;Machine 6
Job 8;2023-01-01 00:00:00;2023-01-01 14:49:00;Machine 3
Job 8;2023-01-01 14:49:00;2023-01-02 00:37:00;Machine 2
Job 8;2023-01-02 00:37:00;2023-01-02 09:40:00;Machine 3
Job 8;2023-01-02 09:40:00;2023-01-02 23:54:00;Machine 4
Job 8;2023-01-02 23:54:00;2023-01-03 04:01:00;Machine 5
Job 8;2023-01-03 04:01:00;2023-01-03 12:48:00;Machine 6
Job 9;2023-01-01 00:00:00;2023-01-01 16:39:00;Machine 1
Job 9;2023-01-01 16:39:00;2023-01-02 07:28:00;Machine 2
Job 9;2023-01-02 07:28:00;2023-01-02 10:58:00;Machine 3
Job 9;2023-01-02 10:58:00;2023-01-02 21:30:00;Machine 4
Job 9;2023-01-02 21:30:00;2023-01-03 05:01:00;Machine 5
Job 9;2023-01-03 05:01:00;2023-01-03 19:17:00;Machine 6
