Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 1
Job 0;2023-01-01 00:43:00;2023-01-01 01:46:00;Machine 3
Job 0;2023-01-01 01:46:00;2023-01-01 02:12:00;Machine 5
Job 0;2023-01-01 02:12:00;2023-01-01 02:37:00;Machine 4
Job 0;2023-01-01 02:37:00;2023-01-01 04:04:00;Machine 1
Job 0;2023-01-01 04:04:00;2023-01-01 04:34:00;Machine 5
Job 0;2023-01-01 04:34:00;2023-01-01 05:35:00;Machine 1
Job 0;2023-01-01 05:35:00;2023-01-01 06:11:00;Machine 2
Job 0;2023-01-01 06:11:00;2023-01-01 07:31:00;Machine 3
Job 0;2023-01-01 07:31:00;2023-01-01 07:56:00;Machine 5
Job 0;2023-01-01 07:56:00;2023-01-01 09:02:00;Machine 5
Job 0;2023-01-01 09:02:00;2023-01-01 09:38:00;Machine 3
Job 0;2023-01-01 09:38:00;2023-01-01 09:53:00;Machine 5
Job 0;2023-01-01 09:53:00;2023-01-01 10:58:00;Machine 3
Job 0;2023-01-01 10:58:00;2023-01-01 12:31:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:42:00;Machine 1
Job 1;2023-01-01 00:42:00;2023-01-01 02:03:00;Machine 2
Job 1;2023-01-01 02:03:00;2023-01-01 03:09:00;Machine 1
Job 1;2023-01-01 03:09:00;2023-01-01 03:54:00;Machine 1
Job 1;2023-01-01 03:54:00;2023-01-01 05:18:00;Machine 2
Job 1;2023-01-01 05:18:00;2023-01-01 06:28:00;Machine 3
Job 1;2023-01-01 06:28:00;2023-01-01 07:01:00;Machine 5
Job 1;2023-01-01 07:01:00;2023-01-01 08:37:00;Machine 4
Job 1;2023-01-01 08:37:00;2023-01-01 08:53:00;Machine 5
Job 1;2023-01-01 08:53:00;2023-01-01 09:14:00;Machine 3
Job 1;2023-01-01 09:14:00;2023-01-01 10:40:00;Machine 4
Job 1;2023-01-01 10:40:00;2023-01-01 11:00:00;Machine 2
Job 1;2023-01-01 11:00:00;2023-01-01 12:12:00;Machine 2
Job 1;2023-01-01 12:12:00;2023-01-01 12:46:00;Machine 5
Job 1;2023-01-01 12:46:00;2023-01-01 13:54:00;Machine 5
Job 1;2023-01-01 13:54:00;2023-01-01 14:43:00;Machine 2
Job 1;2023-01-01 14:43:00;2023-01-01 15:36:00;Machine 4
Job 1;2023-01-01 15:36:00;2023-01-01 16:13:00;Machine 1
Job 1;2023-01-01 16:13:00;2023-01-01 17:01:00;Machine 5
Job 1;2023-01-01 17:01:00;2023-01-01 18:12:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 01:11:00;Machine 3
Job 2;2023-01-01 01:11:00;2023-01-01 02:27:00;Machine 1
Job 2;2023-01-01 02:27:00;2023-01-01 03:45:00;Machine 4
Job 2;2023-01-01 03:45:00;2023-01-01 04:23:00;Machine 5
Job 2;2023-01-01 04:23:00;2023-01-01 05:57:00;Machine 5
Job 2;2023-01-01 05:57:00;2023-01-01 07:06:00;Machine 5
Job 2;2023-01-01 07:06:00;2023-01-01 07:33:00;Machine 2
Job 2;2023-01-01 07:33:00;2023-01-01 08:58:00;Machine 2
Job 2;2023-01-01 08:58:00;2023-01-01 10:12:00;Machine 3
Job 2;2023-01-01 10:12:00;2023-01-01 10:57:00;Machine 4
Job 2;2023-01-01 10:57:00;2023-01-01 11:59:00;Machine 3
Job 2;2023-01-01 11:59:00;2023-01-01 12:52:00;Machine 1
Job 2;2023-01-01 12:52:00;2023-01-01 13:29:00;Machine 1
Job 2;2023-01-01 13:29:00;2023-01-01 14:59:00;Machine 1
Job 2;2023-01-01 14:59:00;2023-01-01 15:35:00;Machine 1
Job 2;2023-01-01 15:35:00;2023-01-01 16:28:00;Machine 5
Job 2;2023-01-01 16:28:00;2023-01-01 17:37:00;Machine 2
Job 2;2023-01-01 17:37:00;2023-01-01 18:38:00;Machine 5
Job 2;2023-01-01 18:38:00;2023-01-01 19:34:00;Machine 1
Job 2;2023-01-01 19:34:00;2023-01-01 20:05:00;Machine 2
Job 2;2023-01-01 20:05:00;2023-01-01 20:32:00;Machine 4
Job 2;2023-01-01 20:32:00;2023-01-01 21:05:00;Machine 4
Job 2;2023-01-01 21:05:00;2023-01-01 22:16:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 4
Job 3;2023-01-01 01:16:00;2023-01-01 02:27:00;Machine 3
Job 3;2023-01-01 02:27:00;2023-01-01 03:31:00;Machine 2
