Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 07:36:00;Machine 1
Job 0;2023-01-01 07:36:00;2023-01-01 16:33:00;Machine 2
Job 0;2023-01-01 16:33:00;2023-01-01 18:36:00;Machine 3
Job 0;2023-01-01 18:36:00;2023-01-01 22:10:00;Machine 4
Job 0;2023-01-01 22:10:00;2023-01-02 02:04:00;Machine 5
Job 1;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 1
Job 1;2023-01-01 13:09:00;2023-01-02 03:23:00;Machine 2
Job 1;2023-01-02 03:23:00;2023-01-02 07:08:00;Machine 3
Job 1;2023-01-02 07:08:00;2023-01-02 15:56:00;Machine 4
Job 1;2023-01-02 15:56:00;2023-01-02 17:59:00;Machine 5
Job 10;2023-01-01 00:00:00;2023-01-01 03:30:00;Machine 1
Job 10;2023-01-01 03:30:00;2023-01-01 05:55:00;Machine 2
Job 10;2023-01-01 05:55:00;2023-01-01 07:49:00;Machine 3
Job 10;2023-01-01 07:49:00;2023-01-01 14:30:00;Machine 4
Job 10;2023-01-01 14:30:00;2023-01-02 05:06:00;Machine 5
Job 11;2023-01-01 00:00:00;2023-01-01 02:04:00;Machine 1
Job 11;2023-01-01 02:04:00;2023-01-01 06:11:00;Machine 2
Job 11;2023-01-01 06:11:00;2023-01-01 18:44:00;Machine 3
Job 11;2023-01-01 18:44:00;2023-01-01 22:18:00;Machine 4
Job 11;2023-01-01 22:18:00;2023-01-02 07:21:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 14:36:00;Machine 1
Job 2;2023-01-01 14:36:00;2023-01-02 01:08:00;Machine 2
Job 2;2023-01-02 01:08:00;2023-01-02 10:56:00;Machine 3
Job 2;2023-01-02 10:56:00;2023-01-03 01:52:00;Machine 4
Job 2;2023-01-03 01:52:00;2023-01-03 09:28:00;Machine 5
Job 3;2023-01-01 00:00:00;2023-01-01 09:03:00;Machine 1
Job 3;2023-01-01 09:03:00;2023-01-01 11:28:00;Machine 2
Job 3;2023-01-01 11:28:00;2023-01-01 22:37:00;Machine 3
Job 3;2023-01-01 22:37:00;2023-01-02 04:02:00;Machine 4
Job 3;2023-01-02 04:02:00;2023-01-02 17:11:00;Machine 5
Job 4;2023-01-01 00:00:00;2023-01-01 03:30:00;Machine 1
Job 4;2023-01-01 03:30:00;2023-01-01 16:35:00;Machine 2
Job 4;2023-01-01 16:35:00;2023-01-02 08:41:00;Machine 3
Job 4;2023-01-02 08:41:00;2023-01-02 11:08:00;Machine 4
Job 4;2023-01-02 11:08:00;2023-01-03 01:44:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 1
Job 5;2023-01-01 02:03:00;2023-01-01 05:37:00;Machine 2
Job 5;2023-01-01 05:37:00;2023-01-01 11:09:00;Machine 3
Job 5;2023-01-01 11:09:00;2023-01-02 01:25:00;Machine 4
Job 5;2023-01-02 01:25:00;2023-01-02 10:28:00;Machine 5
Job 6;2023-01-01 00:00:00;2023-01-01 07:36:00;Machine 1
Job 6;2023-01-01 07:36:00;2023-01-01 20:08:00;Machine 2
Job 6;2023-01-01 20:08:00;2023-01-01 22:32:00;Machine 3
Job 6;2023-01-01 22:32:00;2023-01-02 03:53:00;Machine 4
Job 6;2023-01-02 03:53:00;2023-01-02 07:23:00;Machine 5
Job 7;2023-01-01 00:00:00;2023-01-01 13:09:00;Machine 1
Job 7;2023-01-01 13:09:00;2023-01-01 15:32:00;Machine 2
Job 7;2023-01-01 15:32:00;2023-01-02 04:07:00;Machine 3
Job 7;2023-01-02 04:07:00;2023-01-02 11:14:00;Machine 4
Job 7;2023-01-02 11:14:00;2023-01-02 13:17:00;Machine 5
Job 8;2023-01-01 00:00:00;2023-01-01 14:36:00;Machine 1
Job 8;2023-01-01 14:36:00;2023-01-02 02:14:00;Machine 2
Job 8;2023-01-02 02:14:00;2023-01-02 07:36:00;Machine 3
Job 8;2023-01-02 07:36:00;2023-01-02 16:42:00;Machine 4
Job 8;2023-01-02 16:42:00;2023-01-03 00:18:00;Machine 5
Job 9;2023-01-01 00:00:00;2023-01-01 09:03:00;Machine 1
Job 9;2023-01-01 09:03:00;2023-01-01 17:55:00;Machine 2
Job 9;2023-01-01 17:55:00;2023-01-01 19:35:00;Machine 3
Job 9;2023-01-01 19:35:00;2023-01-02 00:56:00;Machine 4
Job 9;2023-01-02 00:56:00;2023-01-02 14:05:00;Machine 5
