Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 2
Job 0;2023-01-01 00:23:00;2023-01-01 01:45:00;Machine 1
Job 0;2023-01-01 01:45:00;2023-01-01 03:09:00;Machine 5
Job 0;2023-01-01 03:09:00;2023-01-01 03:54:00;Machine 3
Job 0;2023-01-01 03:54:00;2023-01-01 04:32:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 00:50:00;Machine 4
Job 1;2023-01-01 00:50:00;2023-01-01 01:31:00;Machine 5
Job 1;2023-01-01 01:31:00;2023-01-01 02:00:00;Machine 2
Job 1;2023-01-01 02:00:00;2023-01-01 02:18:00;Machine 1
Job 1;2023-01-01 02:18:00;2023-01-01 02:39:00;Machine 3
Job 10;2023-01-01 00:00:00;2023-01-01 01:03:00;Machine 1
Job 10;2023-01-01 01:03:00;2023-01-01 02:07:00;Machine 3
Job 10;2023-01-01 02:07:00;2023-01-01 03:38:00;Machine 4
Job 10;2023-01-01 03:38:00;2023-01-01 04:18:00;Machine 5
Job 10;2023-01-01 04:18:00;2023-01-01 04:24:00;Machine 2
Job 11;2023-01-01 00:00:00;2023-01-01 00:42:00;Machine 2
Job 11;2023-01-01 00:42:00;2023-01-01 01:43:00;Machine 4
Job 11;2023-01-01 01:43:00;2023-01-01 01:58:00;Machine 5
Job 11;2023-01-01 01:58:00;2023-01-01 03:36:00;Machine 3
Job 11;2023-01-01 03:36:00;2023-01-01 04:50:00;Machine 1
Job 12;2023-01-01 00:00:00;2023-01-01 01:20:00;Machine 2
Job 12;2023-01-01 01:20:00;2023-01-01 01:46:00;Machine 1
Job 12;2023-01-01 01:46:00;2023-01-01 03:01:00;Machine 4
Job 12;2023-01-01 03:01:00;2023-01-01 03:07:00;Machine 5
Job 12;2023-01-01 03:07:00;2023-01-01 04:34:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 3
Job 13;2023-01-01 00:39:00;2023-01-01 01:01:00;Machine 5
Job 13;2023-01-01 01:01:00;2023-01-01 02:16:00;Machine 1
Job 13;2023-01-01 02:16:00;2023-01-01 02:40:00;Machine 4
Job 13;2023-01-01 02:40:00;2023-01-01 03:24:00;Machine 2
Job 14;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 2
Job 14;2023-01-01 00:15:00;2023-01-01 01:34:00;Machine 4
Job 14;2023-01-01 01:34:00;2023-01-01 01:42:00;Machine 5
Job 14;2023-01-01 01:42:00;2023-01-01 01:54:00;Machine 1
Job 14;2023-01-01 01:54:00;2023-01-01 02:14:00;Machine 3
Job 15;2023-01-01 00:00:00;2023-01-01 00:26:00;Machine 4
Job 15;2023-01-01 00:26:00;2023-01-01 01:09:00;Machine 3
Job 15;2023-01-01 01:09:00;2023-01-01 02:29:00;Machine 1
Job 15;2023-01-01 02:29:00;2023-01-01 02:51:00;Machine 5
Job 15;2023-01-01 02:51:00;2023-01-01 03:52:00;Machine 2
Job 16;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 3
Job 16;2023-01-01 01:02:00;2023-01-01 01:38:00;Machine 2
Job 16;2023-01-01 01:38:00;2023-01-01 02:41:00;Machine 1
Job 16;2023-01-01 02:41:00;2023-01-01 04:17:00;Machine 4
Job 16;2023-01-01 04:17:00;2023-01-01 04:57:00;Machine 5
Job 17;2023-01-01 00:00:00;2023-01-01 00:33:00;Machine 2
Job 17;2023-01-01 00:33:00;2023-01-01 00:51:00;Machine 4
Job 17;2023-01-01 00:51:00;2023-01-01 01:13:00;Machine 1
Job 17;2023-01-01 01:13:00;2023-01-01 01:18:00;Machine 5
Job 17;2023-01-01 01:18:00;2023-01-01 01:28:00;Machine 3
Job 18;2023-01-01 00:00:00;2023-01-01 01:04:00;Machine 3
Job 18;2023-01-01 01:04:00;2023-01-01 02:08:00;Machine 5
Job 18;2023-01-01 02:08:00;2023-01-01 03:37:00;Machine 1
Job 18;2023-01-01 03:37:00;2023-01-01 05:13:00;Machine 2
Job 18;2023-01-01 05:13:00;2023-01-01 06:48:00;Machine 4
Job 19;2023-01-01 00:00:00;2023-01-01 00:18:00;Machine 3
Job 19;2023-01-01 00:18:00;2023-01-01 00:41:00;Machine 5
Job 19;2023-01-01 00:41:00;2023-01-01 00:56:00;Machine 4
Job 19;2023-01-01 00:56:00;2023-01-01 01:34:00;Machine 2
Job 19;2023-01-01 01:34:00;2023-01-01 01:42:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:16:00;Machine 5
Job 2;2023-01-01 00:16:00;2023-01-01 01:10:00;Machine 4
Job 2;2023-01-01 01:10:00;2023-01-01 02:02:00;Machine 2
Job 2;2023-01-01 02:02:00;2023-01-01 02:40:00;Machine 3
Job 2;2023-01-01 02:40:00;2023-01-01 03:32:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 2
Job 3;2023-01-01 01:02:00;2023-01-01 01:59:00;Machine 4
Job 3;2023-01-01 01:59:00;2023-01-01 02:36:00;Machine 5
Job 3;2023-01-01 02:36:00;2023-01-01 03:50:00;Machine 3
Job 3;2023-01-01 03:50:00;2023-01-01 04:44:00;Machine 1
Job 4;2023-01-01 00:00:00;2023-01-01 01:08:00;Machine 4
Job 4;2023-01-01 01:08:00;2023-01-01 02:09:00;Machine 2
Job 4;2023-01-01 02:09:00;2023-01-01 02:39:00;Machine 3
Job 4;2023-01-01 02:39:00;2023-01-01 04:00:00;Machine 1
Job 4;2023-01-01 04:00:00;2023-01-01 04:57:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 01:29:00;Machine 2
Job 5;2023-01-01 01:29:00;2023-01-01 02:58:00;Machine 3
Job 5;2023-01-01 02:58:00;2023-01-01 03:09:00;Machine 4
Job 5;2023-01-01 03:09:00;2023-01-01 04:28:00;Machine 1
Job 5;2023-01-01 04:28:00;2023-01-01 05:49:00;Machine 5
Job 6;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 2
Job 6;2023-01-01 01:06:00;2023-01-01 02:37:00;Machine 1
Job 6;2023-01-01 02:37:00;2023-01-01 03:10:00;Machine 4
Job 6;2023-01-01 03:10:00;2023-01-01 03:30:00;Machine 5
Job 6;2023-01-01 03:30:00;2023-01-01 03:50:00;Machine 3
Job 7;2023-01-01 00:00:00;2023-01-01 00:08:00;Machine 4
Job 7;2023-01-01 00:08:00;2023-01-01 00:32:00;Machine 5
Job 7;2023-01-01 00:32:00;2023-01-01 01:27:00;Machine 3
Job 7;2023-01-01 01:27:00;2023-01-01 01:59:00;Machine 1
Job 7;2023-01-01 01:59:00;2023-01-01 03:23:00;Machine 2
Job 8;2023-01-01 00:00:00;2023-01-01 00:07:00;Machine 1
Job 8;2023-01-01 00:07:00;2023-01-01 01:11:00;Machine 3
Job 8;2023-01-01 01:11:00;2023-01-01 01:50:00;Machine 2
Job 8;2023-01-01 01:50:00;2023-01-01 02:46:00;Machine 5
Job 8;2023-01-01 02:46:00;2023-01-01 03:40:00;Machine 4
Job 9;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 1
Job 9;2023-01-01 00:19:00;2023-01-01 00:59:00;Machine 5
Job 9;2023-01-01 00:59:00;2023-01-01 01:06:00;Machine 4
Job 9;2023-01-01 01:06:00;2023-01-01 01:14:00;Machine 3
