Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:40:00;Machine 3
Job 0;2023-01-01 01:40:00;2023-01-01 03:43:00;Machine 7
Job 0;2023-01-01 03:43:00;2023-01-01 06:13:00;Machine 4
Job 0;2023-01-01 06:13:00;2023-01-01 08:38:00;Machine 8
Job 1;2023-01-01 00:00:00;2023-01-01 02:30:00;Machine 3
Job 1;2023-01-01 02:30:00;2023-01-01 03:36:00;Machine 2
Job 1;2023-01-01 03:36:00;2023-01-01 05:11:00;Machine 6
Job 1;2023-01-01 05:11:00;2023-01-01 07:11:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 2
Job 2;2023-01-01 01:02:00;2023-01-01 02:47:00;Machine 4
Job 2;2023-01-01 02:47:00;2023-01-01 04:27:00;Machine 5
Job 2;2023-01-01 04:27:00;2023-01-01 07:12:00;Machine 8
Job 3;2023-01-01 00:00:00;2023-01-01 01:05:00;Machine 2
Job 3;2023-01-01 01:05:00;2023-01-01 03:58:00;Machine 5
Job 3;2023-01-01 03:58:00;2023-01-01 06:14:00;Machine 6
Job 3;2023-01-01 06:14:00;2023-01-01 09:04:00;Machine 6
Job 4;2023-01-01 00:00:00;2023-01-01 02:03:00;Machine 2
Job 4;2023-01-01 02:03:00;2023-01-01 02:50:00;Machine 5
Job 4;2023-01-01 02:50:00;2023-01-01 04:15:00;Machine 6
Job 4;2023-01-01 04:15:00;2023-01-01 07:00:00;Machine 8
Job 5;2023-01-01 00:00:00;2023-01-01 02:25:00;Machine 2
Job 5;2023-01-01 02:25:00;2023-01-01 04:28:00;Machine 3
Job 5;2023-01-01 04:28:00;2023-01-01 06:28:00;Machine 5
Job 5;2023-01-01 06:28:00;2023-01-01 07:18:00;Machine 7
Job 6;2023-01-01 00:00:00;2023-01-01 02:25:00;Machine 3
Job 6;2023-01-01 02:25:00;2023-01-01 04:29:00;Machine 3
Job 6;2023-01-01 04:29:00;2023-01-01 06:54:00;Machine 5
Job 6;2023-01-01 06:54:00;2023-01-01 09:14:00;Machine 5
Job 7;2023-01-01 00:00:00;2023-01-01 04:05:00;Machine 4
Job 7;2023-01-01 04:05:00;2023-01-01 07:49:00;Machine 6
Job 7;2023-01-01 07:49:00;2023-01-01 10:14:00;Machine 5
Job 7;2023-01-01 10:14:00;2023-01-01 12:44:00;Machine 7
Job 8;2023-01-01 00:00:00;2023-01-01 02:30:00;Machine 3
Job 8;2023-01-01 02:30:00;2023-01-01 05:30:00;Machine 3
Job 8;2023-01-01 05:30:00;2023-01-01 06:10:00;Machine 5
Job 8;2023-01-01 06:10:00;2023-01-01 08:40:00;Machine 6
