Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:12:00;Machine 2
Job 0;2023-01-01 01:12:00;2023-01-01 02:39:00;Machine 1
Job 0;2023-01-01 02:39:00;2023-01-01 04:14:00;Machine 5
Job 0;2023-01-01 04:14:00;2023-01-01 05:20:00;Machine 3
Job 0;2023-01-01 05:20:00;2023-01-01 06:20:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 00:05:00;Machine 5
Job 1;2023-01-01 00:05:00;2023-01-01 00:40:00;Machine 4
Job 1;2023-01-01 00:40:00;2023-01-01 01:28:00;Machine 1
Job 1;2023-01-01 01:28:00;2023-01-01 02:07:00;Machine 3
Job 1;2023-01-01 02:07:00;2023-01-01 03:01:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 00:46:00;Machine 2
Job 2;2023-01-01 00:46:00;2023-01-01 01:06:00;Machine 4
Job 2;2023-01-01 01:06:00;2023-01-01 01:27:00;Machine 1
Job 2;2023-01-01 01:27:00;2023-01-01 03:04:00;Machine 1
Job 2;2023-01-01 03:04:00;2023-01-01 03:59:00;Machine 5
Job 3;2023-01-01 00:00:00;2023-01-01 00:59:00;Machine 1
Job 3;2023-01-01 00:59:00;2023-01-01 01:18:00;Machine 1
Job 3;2023-01-01 01:18:00;2023-01-01 02:04:00;Machine 5
Job 3;2023-01-01 02:04:00;2023-01-01 02:38:00;Machine 2
Job 3;2023-01-01 02:38:00;2023-01-01 03:15:00;Machine 3
Job 4;2023-01-01 00:00:00;2023-01-01 00:23:00;Machine 5
Job 4;2023-01-01 00:23:00;2023-01-01 01:36:00;Machine 5
Job 4;2023-01-01 01:36:00;2023-01-01 02:01:00;Machine 4
Job 4;2023-01-01 02:01:00;2023-01-01 02:25:00;Machine 2
Job 4;2023-01-01 02:25:00;2023-01-01 02:53:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 4
Job 5;2023-01-01 00:28:00;2023-01-01 01:13:00;Machine 1
Job 5;2023-01-01 01:13:00;2023-01-01 01:18:00;Machine 5
Job 5;2023-01-01 01:18:00;2023-01-01 02:36:00;Machine 4
Job 5;2023-01-01 02:36:00;2023-01-01 03:59:00;Machine 3
Job 6;2023-01-01 00:00:00;2023-01-01 00:53:00;Machine 1
Job 6;2023-01-01 00:53:00;2023-01-01 02:04:00;Machine 3
Job 6;2023-01-01 02:04:00;2023-01-01 02:41:00;Machine 2
Job 6;2023-01-01 02:41:00;2023-01-01 03:10:00;Machine 5
Job 6;2023-01-01 03:10:00;2023-01-01 03:22:00;Machine 3
Job 7;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 5
Job 7;2023-01-01 00:12:00;2023-01-01 01:39:00;Machine 3
Job 7;2023-01-01 01:39:00;2023-01-01 02:12:00;Machine 4
Job 7;2023-01-01 02:12:00;2023-01-01 03:07:00;Machine 2
Job 7;2023-01-01 03:07:00;2023-01-01 03:45:00;Machine 1
Job 8;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 3
Job 8;2023-01-01 00:49:00;2023-01-01 02:12:00;Machine 4
Job 8;2023-01-01 02:12:00;2023-01-01 02:52:00;Machine 1
Job 8;2023-01-01 02:52:00;2023-01-01 03:40:00;Machine 1
Job 8;2023-01-01 03:40:00;2023-01-01 03:47:00;Machine 5
Job 9;2023-01-01 00:00:00;2023-01-01 01:05:00;Machine 1
Job 9;2023-01-01 01:05:00;2023-01-01 01:22:00;Machine 4
Job 9;2023-01-01 01:22:00;2023-01-01 02:52:00;Machine 1
Job 9;2023-01-01 02:52:00;2023-01-01 03:19:00;Machine 5
Job 9;2023-01-01 03:19:00;2023-01-01 03:42:00;Machine 2
