Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 3
Job 0;2023-01-01 00:34:00;2023-01-01 01:29:00;Machine 4
Job 0;2023-01-01 01:29:00;2023-01-01 03:04:00;Machine 6
Job 0;2023-01-01 03:04:00;2023-01-01 03:20:00;Machine 10
Job 0;2023-01-01 03:20:00;2023-01-01 03:41:00;Machine 8
Job 0;2023-01-01 03:41:00;2023-01-01 04:52:00;Machine 7
Job 0;2023-01-01 04:52:00;2023-01-01 05:45:00;Machine 1
Job 0;2023-01-01 05:45:00;2023-01-01 06:37:00;Machine 9
Job 0;2023-01-01 06:37:00;2023-01-01 06:58:00;Machine 2
Job 0;2023-01-01 06:58:00;2023-01-01 07:24:00;Machine 8
Job 1;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 4
Job 1;2023-01-01 00:39:00;2023-01-01 01:10:00;Machine 3
Job 1;2023-01-01 01:10:00;2023-01-01 01:22:00;Machine 1
Job 1;2023-01-01 01:22:00;2023-01-01 02:04:00;Machine 2
Job 1;2023-01-01 02:04:00;2023-01-01 03:23:00;Machine 10
Job 1;2023-01-01 03:23:00;2023-01-01 04:40:00;Machine 9
Job 1;2023-01-01 04:40:00;2023-01-01 05:57:00;Machine 7
Job 1;2023-01-01 05:57:00;2023-01-01 07:35:00;Machine 6
Job 1;2023-01-01 07:35:00;2023-01-01 08:30:00;Machine 5
Job 1;2023-01-01 08:30:00;2023-01-01 09:36:00;Machine 8
Job 10;2023-01-01 00:00:00;2023-01-01 00:31:00;Machine 2
Job 10;2023-01-01 00:31:00;2023-01-01 00:55:00;Machine 5
Job 10;2023-01-01 00:55:00;2023-01-01 01:15:00;Machine 1
Job 10;2023-01-01 01:15:00;2023-01-01 01:32:00;Machine 3
Job 10;2023-01-01 01:32:00;2023-01-01 01:57:00;Machine 8
Job 10;2023-01-01 01:57:00;2023-01-01 03:18:00;Machine 9
Job 10;2023-01-01 03:18:00;2023-01-01 04:34:00;Machine 6
Job 10;2023-01-01 04:34:00;2023-01-01 06:01:00;Machine 4
Job 10;2023-01-01 06:01:00;2023-01-01 06:33:00;Machine 8
Job 10;2023-01-01 06:33:00;2023-01-01 06:51:00;Machine 7
Job 11;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 9
Job 11;2023-01-01 00:28:00;2023-01-01 02:05:00;Machine 10
Job 11;2023-01-01 02:05:00;2023-01-01 03:03:00;Machine 1
Job 11;2023-01-01 03:03:00;2023-01-01 03:48:00;Machine 5
Job 11;2023-01-01 03:48:00;2023-01-01 05:04:00;Machine 7
Job 11;2023-01-01 05:04:00;2023-01-01 06:43:00;Machine 4
Job 11;2023-01-01 06:43:00;2023-01-01 07:06:00;Machine 3
Job 11;2023-01-01 07:06:00;2023-01-01 08:18:00;Machine 2
Job 11;2023-01-01 08:18:00;2023-01-01 09:48:00;Machine 9
Job 11;2023-01-01 09:48:00;2023-01-01 11:14:00;Machine 8
Job 12;2023-01-01 00:00:00;2023-01-01 00:27:00;Machine 6
Job 12;2023-01-01 00:27:00;2023-01-01 01:15:00;Machine 10
Job 12;2023-01-01 01:15:00;2023-01-01 01:42:00;Machine 9
Job 12;2023-01-01 01:42:00;2023-01-01 02:44:00;Machine 8
Job 12;2023-01-01 02:44:00;2023-01-01 04:22:00;Machine 5
Job 12;2023-01-01 04:22:00;2023-01-01 05:29:00;Machine 7
Job 12;2023-01-01 05:29:00;2023-01-01 06:17:00;Machine 4
Job 12;2023-01-01 06:17:00;2023-01-01 06:59:00;Machine 1
Job 12;2023-01-01 06:59:00;2023-01-01 07:45:00;Machine 2
Job 12;2023-01-01 07:45:00;2023-01-01 08:02:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 2
Job 13;2023-01-01 00:12:00;2023-01-01 01:02:00;Machine 9
Job 13;2023-01-01 01:02:00;2023-01-01 02:22:00;Machine 1
Job 13;2023-01-01 02:22:00;2023-01-01 03:12:00;Machine 3
Job 13;2023-01-01 03:12:00;2023-01-01 04:32:00;Machine 10
Job 13;2023-01-01 04:32:00;2023-01-01 04:51:00;Machine 4
Job 13;2023-01-01 04:51:00;2023-01-01 05:19:00;Machine 1
Job 13;2023-01-01 05:19:00;2023-01-01 06:22:00;Machine 7
Job 13;2023-01-01 06:22:00;2023-01-01 07:56:00;Machine 5
Job 13;2023-01-01 07:56:00;2023-01-01 09:34:00;Machine 8
Job 14;2023-01-01 00:00:00;2023-01-01 01:01:00;Machine 10
Job 14;2023-01-01 01:01:00;2023-01-01 01:56:00;Machine 4
Job 14;2023-01-01 01:56:00;2023-01-01 02:33:00;Machine 7
Job 14;2023-01-01 02:33:00;2023-01-01 02:47:00;Machine 6
Job 14;2023-01-01 02:47:00;2023-01-01 03:37:00;Machine 3
Job 14;2023-01-01 03:37:00;2023-01-01 04:56:00;Machine 9
Job 14;2023-01-01 04:56:00;2023-01-01 05:37:00;Machine 2
Job 14;2023-01-01 05:37:00;2023-01-01 06:49:00;Machine 10
Job 14;2023-01-01 06:49:00;2023-01-01 07:07:00;Machine 4
Job 14;2023-01-01 07:07:00;2023-01-01 08:22:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 2
Job 2;2023-01-01 00:19:00;2023-01-01 01:42:00;Machine 1
Job 2;2023-01-01 01:42:00;2023-01-01 02:16:00;Machine 4
Job 2;2023-01-01 02:16:00;2023-01-01 03:48:00;Machine 5
Job 2;2023-01-01 03:48:00;2023-01-01 04:42:00;Machine 7
Job 2;2023-01-01 04:42:00;2023-01-01 06:01:00;Machine 10
Job 2;2023-01-01 06:01:00;2023-01-01 07:03:00;Machine 9
Job 2;2023-01-01 07:03:00;2023-01-01 07:40:00;Machine 6
Job 2;2023-01-01 07:40:00;2023-01-01 08:44:00;Machine 3
Job 2;2023-01-01 08:44:00;2023-01-01 09:27:00;Machine 8
