Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:29:00;Machine 7
Job 0;2023-01-01 01:29:00;2023-01-01 02:27:00;Machine 2
Job 0;2023-01-01 02:27:00;2023-01-01 04:04:00;Machine 5
Job 0;2023-01-01 04:04:00;2023-01-01 04:48:00;Machine 3
Job 0;2023-01-01 04:48:00;2023-01-01 06:05:00;Machine 8
Job 0;2023-01-01 06:05:00;2023-01-01 06:10:00;Machine 4
Job 0;2023-01-01 06:10:00;2023-01-01 06:19:00;Machine 1
Job 0;2023-01-01 06:19:00;2023-01-01 07:17:00;Machine 6
Job 0;2023-01-01 07:17:00;2023-01-01 08:53:00;Machine 10
Job 0;2023-01-01 08:53:00;2023-01-01 10:17:00;Machine 8
Job 1;2023-01-01 00:00:00;2023-01-01 00:31:00;Machine 8
Job 1;2023-01-01 00:31:00;2023-01-01 01:52:00;Machine 3
Job 1;2023-01-01 01:52:00;2023-01-01 03:05:00;Machine 10
Job 1;2023-01-01 03:05:00;2023-01-01 03:20:00;Machine 5
Job 1;2023-01-01 03:20:00;2023-01-01 04:47:00;Machine 2
Job 1;2023-01-01 04:47:00;2023-01-01 05:26:00;Machine 6
Job 1;2023-01-01 05:26:00;2023-01-01 06:23:00;Machine 9
Job 1;2023-01-01 06:23:00;2023-01-01 07:40:00;Machine 1
Job 1;2023-01-01 07:40:00;2023-01-01 09:05:00;Machine 4
Job 1;2023-01-01 09:05:00;2023-01-01 09:26:00;Machine 7
Job 10;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 9
Job 10;2023-01-01 01:02:00;2023-01-01 01:37:00;Machine 2
Job 10;2023-01-01 01:37:00;2023-01-01 02:49:00;Machine 5
Job 10;2023-01-01 02:49:00;2023-01-01 03:58:00;Machine 8
Job 10;2023-01-01 03:58:00;2023-01-01 05:00:00;Machine 8
Job 10;2023-01-01 05:00:00;2023-01-01 05:32:00;Machine 6
Job 10;2023-01-01 05:32:00;2023-01-01 05:37:00;Machine 10
Job 10;2023-01-01 05:37:00;2023-01-01 06:38:00;Machine 4
Job 10;2023-01-01 06:38:00;2023-01-01 07:45:00;Machine 3
Job 10;2023-01-01 07:45:00;2023-01-01 09:18:00;Machine 7
Job 11;2023-01-01 00:00:00;2023-01-01 01:18:00;Machine 9
Job 11;2023-01-01 01:18:00;2023-01-01 01:29:00;Machine 4
Job 11;2023-01-01 01:29:00;2023-01-01 02:51:00;Machine 8
Job 11;2023-01-01 02:51:00;2023-01-01 02:58:00;Machine 5
Job 11;2023-01-01 02:58:00;2023-01-01 04:10:00;Machine 2
Job 11;2023-01-01 04:10:00;2023-01-01 05:14:00;Machine 9
Job 11;2023-01-01 05:14:00;2023-01-01 06:44:00;Machine 10
Job 11;2023-01-01 06:44:00;2023-01-01 08:09:00;Machine 1
Job 11;2023-01-01 08:09:00;2023-01-01 09:37:00;Machine 6
Job 11;2023-01-01 09:37:00;2023-01-01 10:40:00;Machine 7
Job 12;2023-01-01 00:00:00;2023-01-01 00:50:00;Machine 8
Job 12;2023-01-01 00:50:00;2023-01-01 01:18:00;Machine 5
Job 12;2023-01-01 01:18:00;2023-01-01 01:53:00;Machine 4
Job 12;2023-01-01 01:53:00;2023-01-01 02:59:00;Machine 2
Job 12;2023-01-01 02:59:00;2023-01-01 03:26:00;Machine 3
Job 12;2023-01-01 03:26:00;2023-01-01 04:15:00;Machine 9
Job 12;2023-01-01 04:15:00;2023-01-01 04:26:00;Machine 10
Job 12;2023-01-01 04:26:00;2023-01-01 05:54:00;Machine 7
Job 12;2023-01-01 05:54:00;2023-01-01 06:25:00;Machine 6
Job 12;2023-01-01 06:25:00;2023-01-01 07:09:00;Machine 1
Job 13;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 5
Job 13;2023-01-01 01:02:00;2023-01-01 01:41:00;Machine 6
Job 13;2023-01-01 01:41:00;2023-01-01 02:57:00;Machine 1
Job 13;2023-01-01 02:57:00;2023-01-01 03:11:00;Machine 3
Job 13;2023-01-01 03:11:00;2023-01-01 04:07:00;Machine 7
Job 13;2023-01-01 04:07:00;2023-01-01 05:44:00;Machine 4
Job 13;2023-01-01 05:44:00;2023-01-01 05:51:00;Machine 1
Job 13;2023-01-01 05:51:00;2023-01-01 07:00:00;Machine 8
Job 13;2023-01-01 07:00:00;2023-01-01 08:06:00;Machine 10
Job 13;2023-01-01 08:06:00;2023-01-01 08:53:00;Machine 9
Job 14;2023-01-01 00:00:00;2023-01-01 00:47:00;Machine 10
Job 14;2023-01-01 00:47:00;2023-01-01 01:28:00;Machine 3
Job 14;2023-01-01 01:28:00;2023-01-01 02:32:00;Machine 1
Job 14;2023-01-01 02:32:00;2023-01-01 03:30:00;Machine 8
Job 14;2023-01-01 03:30:00;2023-01-01 04:27:00;Machine 10
Job 14;2023-01-01 04:27:00;2023-01-01 06:00:00;Machine 9
Job 14;2023-01-01 06:00:00;2023-01-01 07:09:00;Machine 4
Job 14;2023-01-01 07:09:00;2023-01-01 08:02:00;Machine 6
Job 14;2023-01-01 08:02:00;2023-01-01 08:20:00;Machine 4
Job 14;2023-01-01 08:20:00;2023-01-01 09:39:00;Machine 5
Job 15;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 8
Job 15;2023-01-01 01:16:00;2023-01-01 02:37:00;Machine 10
Job 15;2023-01-01 02:37:00;2023-01-01 03:53:00;Machine 1
Job 15;2023-01-01 03:53:00;2023-01-01 04:54:00;Machine 7
Job 15;2023-01-01 04:54:00;2023-01-01 06:11:00;Machine 5
Job 15;2023-01-01 06:11:00;2023-01-01 06:37:00;Machine 9
Job 15;2023-01-01 06:37:00;2023-01-01 07:51:00;Machine 3
Job 15;2023-01-01 07:51:00;2023-01-01 08:13:00;Machine 6
Job 15;2023-01-01 08:13:00;2023-01-01 09:11:00;Machine 2
Job 15;2023-01-01 09:11:00;2023-01-01 10:29:00;Machine 2
Job 16;2023-01-01 00:00:00;2023-01-01 00:30:00;Machine 7
Job 16;2023-01-01 00:30:00;2023-01-01 01:42:00;Machine 9
Job 16;2023-01-01 01:42:00;2023-01-01 02:25:00;Machine 4
Job 16;2023-01-01 02:25:00;2023-01-01 03:30:00;Machine 1
Job 16;2023-01-01 03:30:00;2023-01-01 03:46:00;Machine 2
Job 16;2023-01-01 03:46:00;2023-01-01 05:18:00;Machine 5
Job 16;2023-01-01 05:18:00;2023-01-01 06:53:00;Machine 6
Job 16;2023-01-01 06:53:00;2023-01-01 07:22:00;Machine 10
Job 16;2023-01-01 07:22:00;2023-01-01 09:01:00;Machine 3
Job 16;2023-01-01 09:01:00;2023-01-01 10:05:00;Machine 8
Job 17;2023-01-01 00:00:00;2023-01-01 00:35:00;Machine 2
Job 17;2023-01-01 00:35:00;2023-01-01 01:49:00;Machine 4
Job 17;2023-01-01 01:49:00;2023-01-01 02:05:00;Machine 6
Job 17;2023-01-01 02:05:00;2023-01-01 03:30:00;Machine 5
Job 17;2023-01-01 03:30:00;2023-01-01 03:37:00;Machine 1
Job 17;2023-01-01 03:37:00;2023-01-01 04:58:00;Machine 3
Job 17;2023-01-01 04:58:00;2023-01-01 06:24:00;Machine 4
Job 17;2023-01-01 06:24:00;2023-01-01 07:25:00;Machine 9
Job 17;2023-01-01 07:25:00;2023-01-01 08:00:00;Machine 10
Job 17;2023-01-01 08:00:00;2023-01-01 08:34:00;Machine 8
Job 18;2023-01-01 00:00:00;2023-01-01 01:37:00;Machine 2
Job 18;2023-01-01 01:37:00;2023-01-01 02:20:00;Machine 6
Job 18;2023-01-01 02:20:00;2023-01-01 03:32:00;Machine 5
Job 18;2023-01-01 03:32:00;2023-01-01 05:00:00;Machine 7
Job 18;2023-01-01 05:00:00;2023-01-01 05:17:00;Machine 6
Job 18;2023-01-01 05:17:00;2023-01-01 06:00:00;Machine 1
Job 18;2023-01-01 06:00:00;2023-01-01 07:34:00;Machine 9
Job 18;2023-01-01 07:34:00;2023-01-01 08:38:00;Machine 4
Job 18;2023-01-01 08:38:00;2023-01-01 09:00:00;Machine 10
Job 18;2023-01-01 09:00:00;2023-01-01 09:42:00;Machine 3
Job 19;2023-01-01 00:00:00;2023-01-01 01:39:00;Machine 8
Job 19;2023-01-01 01:39:00;2023-01-01 03:03:00;Machine 3
Job 19;2023-01-01 03:03:00;2023-01-01 04:42:00;Machine 9
Job 19;2023-01-01 04:42:00;2023-01-01 06:20:00;Machine 6
Job 19;2023-01-01 06:20:00;2023-01-01 06:40:00;Machine 2
Job 19;2023-01-01 06:40:00;2023-01-01 07:11:00;Machine 7
Job 19;2023-01-01 07:11:00;2023-01-01 08:25:00;Machine 4
Job 19;2023-01-01 08:25:00;2023-01-01 09:57:00;Machine 1
Job 19;2023-01-01 09:57:00;2023-01-01 10:20:00;Machine 10
Job 19;2023-01-01 10:20:00;2023-01-01 11:49:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 00:48:00;Machine 3
Job 2;2023-01-01 00:48:00;2023-01-01 01:59:00;Machine 6
Job 2;2023-01-01 01:59:00;2023-01-01 02:39:00;Machine 1
Job 2;2023-01-01 02:39:00;2023-01-01 03:49:00;Machine 4
Job 2;2023-01-01 03:49:00;2023-01-01 04:38:00;Machine 2
Job 2;2023-01-01 04:38:00;2023-01-01 05:00:00;Machine 7
Job 2;2023-01-01 05:00:00;2023-01-01 05:10:00;Machine 5
Job 2;2023-01-01 05:10:00;2023-01-01 05:44:00;Machine 9
Job 2;2023-01-01 05:44:00;2023-01-01 07:04:00;Machine 8
Job 2;2023-01-01 07:04:00;2023-01-01 08:26:00;Machine 10
Job 20;2023-01-01 00:00:00;2023-01-01 00:32:00;Machine 9
Job 20;2023-01-01 00:32:00;2023-01-01 00:38:00;Machine 1
Job 20;2023-01-01 00:38:00;2023-01-01 01:33:00;Machine 5
Job 20;2023-01-01 01:33:00;2023-01-01 01:52:00;Machine 6
Job 20;2023-01-01 01:52:00;2023-01-01 03:13:00;Machine 10
Job 20;2023-01-01 03:13:00;2023-01-01 04:34:00;Machine 2
Job 20;2023-01-01 04:34:00;2023-01-01 05:14:00;Machine 8
Job 20;2023-01-01 05:14:00;2023-01-01 05:23:00;Machine 7
Job 20;2023-01-01 05:23:00;2023-01-01 06:00:00;Machine 4
Job 20;2023-01-01 06:00:00;2023-01-01 06:40:00;Machine 3
Job 21;2023-01-01 00:00:00;2023-01-01 00:15:00;Machine 7
Job 21;2023-01-01 00:15:00;2023-01-01 01:25:00;Machine 3
Job 21;2023-01-01 01:25:00;2023-01-01 01:50:00;Machine 9
Job 21;2023-01-01 01:50:00;2023-01-01 02:36:00;Machine 2
Job 21;2023-01-01 02:36:00;2023-01-01 03:41:00;Machine 10
Job 21;2023-01-01 03:41:00;2023-01-01 04:45:00;Machine 5
Job 21;2023-01-01 04:45:00;2023-01-01 05:06:00;Machine 8
Job 21;2023-01-01 05:06:00;2023-01-01 06:23:00;Machine 1
Job 21;2023-01-01 06:23:00;2023-01-01 07:28:00;Machine 6
Job 21;2023-01-01 07:28:00;2023-01-01 08:23:00;Machine 4
Job 22;2023-01-01 00:00:00;2023-01-01 00:31:00;Machine 9
Job 22;2023-01-01 00:31:00;2023-01-01 01:55:00;Machine 8
Job 22;2023-01-01 01:55:00;2023-01-01 02:32:00;Machine 6
Job 22;2023-01-01 02:32:00;2023-01-01 02:56:00;Machine 4
Job 22;2023-01-01 02:56:00;2023-01-01 04:21:00;Machine 3
Job 22;2023-01-01 04:21:00;2023-01-01 05:50:00;Machine 5
Job 22;2023-01-01 05:50:00;2023-01-01 06:19:00;Machine 10
Job 22;2023-01-01 06:19:00;2023-01-01 07:03:00;Machine 8
Job 22;2023-01-01 07:03:00;2023-01-01 07:43:00;Machine 1
Job 22;2023-01-01 07:43:00;2023-01-01 09:06:00;Machine 7
Job 23;2023-01-01 00:00:00;2023-01-01 01:20:00;Machine 5
Job 23;2023-01-01 01:20:00;2023-01-01 01:28:00;Machine 1
Job 23;2023-01-01 01:28:00;2023-01-01 02:09:00;Machine 10
Job 23;2023-01-01 02:09:00;2023-01-01 03:08:00;Machine 6
Job 23;2023-01-01 03:08:00;2023-01-01 04:04:00;Machine 8
Job 23;2023-01-01 04:04:00;2023-01-01 04:42:00;Machine 4
Job 23;2023-01-01 04:42:00;2023-01-01 05:12:00;Machine 3
Job 23;2023-01-01 05:12:00;2023-01-01 06:49:00;Machine 9
Job 23;2023-01-01 06:49:00;2023-01-01 08:06:00;Machine 7
Job 23;2023-01-01 08:06:00;2023-01-01 09:26:00;Machine 2
Job 24;2023-01-01 00:00:00;2023-01-01 00:59:00;Machine 10
Job 24;2023-01-01 00:59:00;2023-01-01 02:30:00;Machine 1
Job 24;2023-01-01 02:30:00;2023-01-01 03:20:00;Machine 4
Job 24;2023-01-01 03:20:00;2023-01-01 04:40:00;Machine 9
Job 24;2023-01-01 04:40:00;2023-01-01 04:57:00;Machine 2
Job 24;2023-01-01 04:57:00;2023-01-01 05:37:00;Machine 7
Job 24;2023-01-01 05:37:00;2023-01-01 06:48:00;Machine 3
Job 24;2023-01-01 06:48:00;2023-01-01 07:44:00;Machine 6
Job 24;2023-01-01 07:44:00;2023-01-01 09:12:00;Machine 5
Job 24;2023-01-01 09:12:00;2023-01-01 09:19:00;Machine 10
Job 25;2023-01-01 00:00:00;2023-01-01 00:36:00;Machine 7
Job 25;2023-01-01 00:36:00;2023-01-01 01:34:00;Machine 4
Job 25;2023-01-01 01:34:00;2023-01-01 02:28:00;Machine 5
Job 25;2023-01-01 02:28:00;2023-01-01 03:45:00;Machine 6
Job 25;2023-01-01 03:45:00;2023-01-01 03:53:00;Machine 3
Job 25;2023-01-01 03:53:00;2023-01-01 04:02:00;Machine 7
Job 25;2023-01-01 04:02:00;2023-01-01 04:47:00;Machine 1
Job 25;2023-01-01 04:47:00;2023-01-01 04:57:00;Machine 10
Job 25;2023-01-01 04:57:00;2023-01-01 05:26:00;Machine 4
Job 25;2023-01-01 05:26:00;2023-01-01 07:02:00;Machine 9
Job 26;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 1
Job 26;2023-01-01 00:28:00;2023-01-01 02:00:00;Machine 4
Job 26;2023-01-01 02:00:00;2023-01-01 03:13:00;Machine 3
Job 26;2023-01-01 03:13:00;2023-01-01 03:40:00;Machine 8
Job 26;2023-01-01 03:40:00;2023-01-01 05:06:00;Machine 9
Job 26;2023-01-01 05:06:00;2023-01-01 06:33:00;Machine 6
Job 26;2023-01-01 06:33:00;2023-01-01 08:09:00;Machine 10
Job 26;2023-01-01 08:09:00;2023-01-01 09:47:00;Machine 2
Job 26;2023-01-01 09:47:00;2023-01-01 11:26:00;Machine 7
Job 26;2023-01-01 11:26:00;2023-01-01 12:36:00;Machine 5
Job 27;2023-01-01 00:00:00;2023-01-01 00:32:00;Machine 10
Job 27;2023-01-01 00:32:00;2023-01-01 02:07:00;Machine 2
Job 27;2023-01-01 02:07:00;2023-01-01 03:32:00;Machine 4
Job 27;2023-01-01 03:32:00;2023-01-01 04:53:00;Machine 7
Job 27;2023-01-01 04:53:00;2023-01-01 05:34:00;Machine 3
Job 27;2023-01-01 05:34:00;2023-01-01 06:13:00;Machine 9
Job 27;2023-01-01 06:13:00;2023-01-01 07:45:00;Machine 8
Job 27;2023-01-01 07:45:00;2023-01-01 08:44:00;Machine 1
Job 27;2023-01-01 08:44:00;2023-01-01 09:40:00;Machine 6
Job 27;2023-01-01 09:40:00;2023-01-01 10:32:00;Machine 5
Job 28;2023-01-01 00:00:00;2023-01-01 01:33:00;Machine 5
Job 28;2023-01-01 01:33:00;2023-01-01 01:45:00;Machine 3
Job 28;2023-01-01 01:45:00;2023-01-01 02:07:00;Machine 6
