Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:06:00;Machine 1
Job 0;2023-01-01 00:06:00;2023-01-01 00:46:00;Machine 3
Job 0;2023-01-01 00:46:00;2023-01-01 02:07:00;Machine 2
Job 0;2023-01-01 02:07:00;2023-01-01 02:44:00;Machine 4
Job 0;2023-01-01 02:44:00;2023-01-01 03:03:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 00:40:00;Machine 3
Job 1;2023-01-01 00:40:00;2023-01-01 01:12:00;Machine 4
Job 1;2023-01-01 01:12:00;2023-01-01 02:07:00;Machine 1
Job 1;2023-01-01 02:07:00;2023-01-01 03:28:00;Machine 5
Job 1;2023-01-01 03:28:00;2023-01-01 03:37:00;Machine 2
Job 10;2023-01-01 00:00:00;2023-01-01 00:45:00;Machine 3
Job 10;2023-01-01 00:45:00;2023-01-01 01:14:00;Machine 2
Job 10;2023-01-01 01:14:00;2023-01-01 01:22:00;Machine 3
Job 10;2023-01-01 01:22:00;2023-01-01 02:39:00;Machine 5
Job 10;2023-01-01 02:39:00;2023-01-01 03:37:00;Machine 4
Job 11;2023-01-01 00:00:00;2023-01-01 00:36:00;Machine 3
Job 11;2023-01-01 00:36:00;2023-01-01 01:30:00;Machine 1
Job 11;2023-01-01 01:30:00;2023-01-01 03:06:00;Machine 4
Job 11;2023-01-01 03:06:00;2023-01-01 03:15:00;Machine 2
Job 11;2023-01-01 03:15:00;2023-01-01 03:25:00;Machine 5
Job 12;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 1
Job 12;2023-01-01 00:28:00;2023-01-01 01:41:00;Machine 3
Job 12;2023-01-01 01:41:00;2023-01-01 03:19:00;Machine 2
Job 12;2023-01-01 03:19:00;2023-01-01 04:51:00;Machine 4
Job 12;2023-01-01 04:51:00;2023-01-01 06:18:00;Machine 5
Job 13;2023-01-01 00:00:00;2023-01-01 01:10:00;Machine 1
Job 13;2023-01-01 01:10:00;2023-01-01 02:36:00;Machine 4
Job 13;2023-01-01 02:36:00;2023-01-01 03:03:00;Machine 3
Job 13;2023-01-01 03:03:00;2023-01-01 04:42:00;Machine 2
Job 13;2023-01-01 04:42:00;2023-01-01 06:18:00;Machine 5
Job 14;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 2
Job 14;2023-01-01 01:35:00;2023-01-01 02:34:00;Machine 3
Job 14;2023-01-01 02:34:00;2023-01-01 03:30:00;Machine 5
Job 14;2023-01-01 03:30:00;2023-01-01 04:55:00;Machine 4
Job 14;2023-01-01 04:55:00;2023-01-01 05:36:00;Machine 3
Job 15;2023-01-01 00:00:00;2023-01-01 01:21:00;Machine 2
Job 15;2023-01-01 01:21:00;2023-01-01 02:53:00;Machine 3
Job 15;2023-01-01 02:53:00;2023-01-01 03:25:00;Machine 5
Job 15;2023-01-01 03:25:00;2023-01-01 04:17:00;Machine 1
Job 15;2023-01-01 04:17:00;2023-01-01 04:56:00;Machine 4
Job 16;2023-01-01 00:00:00;2023-01-01 00:07:00;Machine 2
Job 16;2023-01-01 00:07:00;2023-01-01 00:29:00;Machine 3
Job 16;2023-01-01 00:29:00;2023-01-01 00:41:00;Machine 3
Job 16;2023-01-01 00:41:00;2023-01-01 02:09:00;Machine 1
Job 16;2023-01-01 02:09:00;2023-01-01 03:09:00;Machine 4
Job 17;2023-01-01 00:00:00;2023-01-01 00:45:00;Machine 4
Job 17;2023-01-01 00:45:00;2023-01-01 02:18:00;Machine 1
Job 17;2023-01-01 02:18:00;2023-01-01 03:27:00;Machine 3
Job 17;2023-01-01 03:27:00;2023-01-01 04:16:00;Machine 5
Job 17;2023-01-01 04:16:00;2023-01-01 04:43:00;Machine 2
Job 18;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 1
Job 18;2023-01-01 00:21:00;2023-01-01 01:45:00;Machine 5
Job 18;2023-01-01 01:45:00;2023-01-01 02:46:00;Machine 3
Job 18;2023-01-01 02:46:00;2023-01-01 03:54:00;Machine 4
Job 18;2023-01-01 03:54:00;2023-01-01 04:20:00;Machine 5
Job 19;2023-01-01 00:00:00;2023-01-01 01:22:00;Machine 2
Job 19;2023-01-01 01:22:00;2023-01-01 01:55:00;Machine 3
Job 19;2023-01-01 01:55:00;2023-01-01 03:06:00;Machine 5
Job 19;2023-01-01 03:06:00;2023-01-01 04:45:00;Machine 1
Job 19;2023-01-01 04:45:00;2023-01-01 05:29:00;Machine 4
Job 2;2023-01-01 00:00:00;2023-01-01 00:46:00;Machine 2
Job 2;2023-01-01 00:46:00;2023-01-01 01:51:00;Machine 5
Job 2;2023-01-01 01:51:00;2023-01-01 03:01:00;Machine 1
Job 2;2023-01-01 03:01:00;2023-01-01 03:56:00;Machine 4
Job 2;2023-01-01 03:56:00;2023-01-01 05:13:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 3
Job 3;2023-01-01 00:21:00;2023-01-01 01:26:00;Machine 1
Job 3;2023-01-01 01:26:00;2023-01-01 02:30:00;Machine 1
Job 3;2023-01-01 02:30:00;2023-01-01 02:55:00;Machine 4
Job 3;2023-01-01 02:55:00;2023-01-01 03:10:00;Machine 2
Job 4;2023-01-01 00:00:00;2023-01-01 01:25:00;Machine 3
Job 4;2023-01-01 01:25:00;2023-01-01 02:05:00;Machine 5
Job 4;2023-01-01 02:05:00;2023-01-01 02:49:00;Machine 2
Job 4;2023-01-01 02:49:00;2023-01-01 03:13:00;Machine 4
Job 4;2023-01-01 03:13:00;2023-01-01 03:50:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 01:29:00;Machine 1
Job 5;2023-01-01 01:29:00;2023-01-01 01:58:00;Machine 5
Job 5;2023-01-01 01:58:00;2023-01-01 03:21:00;Machine 2
Job 5;2023-01-01 03:21:00;2023-01-01 03:52:00;Machine 5
Job 5;2023-01-01 03:52:00;2023-01-01 05:16:00;Machine 3
Job 6;2023-01-01 00:00:00;2023-01-01 00:59:00;Machine 2
Job 6;2023-01-01 00:59:00;2023-01-01 01:37:00;Machine 4
Job 6;2023-01-01 01:37:00;2023-01-01 02:57:00;Machine 2
Job 6;2023-01-01 02:57:00;2023-01-01 03:27:00;Machine 3
Job 6;2023-01-01 03:27:00;2023-01-01 03:35:00;Machine 1
Job 7;2023-01-01 00:00:00;2023-01-01 01:20:00;Machine 1
Job 7;2023-01-01 01:20:00;2023-01-01 02:16:00;Machine 3
Job 7;2023-01-01 02:16:00;2023-01-01 03:33:00;Machine 2
Job 7;2023-01-01 03:33:00;2023-01-01 04:14:00;Machine 5
Job 7;2023-01-01 04:14:00;2023-01-01 05:51:00;Machine 4
Job 8;2023-01-01 00:00:00;2023-01-01 00:56:00;Machine 5
Job 8;2023-01-01 00:56:00;2023-01-01 02:27:00;Machine 1
Job 8;2023-01-01 02:27:00;2023-01-01 03:17:00;Machine 4
Job 8;2023-01-01 03:17:00;2023-01-01 04:28:00;Machine 3
Job 8;2023-01-01 04:28:00;2023-01-01 04:45:00;Machine 2
Job 9;2023-01-01 00:00:00;2023-01-01 00:40:00;Machine 2
Job 9;2023-01-01 00:40:00;2023-01-01 02:08:00;Machine 1
Job 9;2023-01-01 02:08:00;2023-01-01 03:07:00;Machine 5
Job 9;2023-01-01 03:07:00;2023-01-01 03:14:00;Machine 4
Job 9;2023-01-01 03:14:00;2023-01-01 04:34:00;Machine 4
