0s;-;76.1%;11191.6325;46821.000000;0;0;H
0s;-;76.1%;11191.6325;46821.0000;164;0;11191.6325;0;0
0s;-;76.1%;11211.0354;46821.0000;156;0;11211.0354;0;0
0s;-;76.0%;11233.3619;46821.0000;156;0;11233.3619;0;0
0s;-;76.0%;11234.5674;46821.0000;163;0;11234.5674;0;0
0s;-;76.0%;11234.5886;46821.0000;163;0;11234.5886;0;0
0s;-;76.0%;11234.5886;46821.0000;163;0;11234.5886;0;0
0s;-;75.7%;11234.5886;46283.000000;0;0;H
0s;-;75.7%;11235.9199;46283.0000;156;0;11235.9199;0;0
0s;-;75.7%;11235.9745;46283.0000;156;0;11235.9745;0;0
0s;-;75.7%;11235.9888;46283.0000;155;0;11235.9888;0;0
0s;-;75.7%;11235.9888;46283.0000;155;0;11235.9888;0;0
0s;-;75.7%;11236.3813;46283.0000;160;0;11236.3813;0;0
0s;-;75.7%;11238.4924;46283.0000;157;0;11238.4924;0;0
0s;-;75.7%;11238.6399;46283.0000;156;0;11238.6399;0;0
0s;-;75.7%;11238.6507;46283.0000;159;0;11238.6507;0;0
0s;-;75.7%;11238.6507;46283.0000;159;0;11238.6507;0;0
0s;-;74.1%;11238.6507;43342.000000;0;0;H
0s;-;74.1%;11238.6507;43342.0000;154;0;11238.6507;0;0
0s;-;74.0%;11238.6507;43159.000000;0;0;H
0s;-;74.0%;11238.6507;43159.0000;163;0;11238.6507;0;0
0s;-;74.0%;11238.6507;43159.0000;155;0;11238.6507;0;0
0s;-;74.0%;11238.6507;43159.0000;157;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;152;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;151;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;161;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;157;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;151;0;11238.6507;0;0
1s;-;74.0%;11238.6507;43159.0000;149;0;11238.6507;0;0
1s;-;74.0%;11240.4098;43159.0000;149;0;11240.4098;2;0
1s;21.5;73.6%;11271.6000;42684.000000;94;89;H
1s;11.3;73.0%;11271.6000;41751.000000;461;381;H
2s;10.1;72.6%;11271.6000;41167.000000;651;571;H
2s;8.8;72.6%;11271.6000;41149.000000;774;804;H
2s;8.7;71.1%;11271.6000;38944.000000;774;806;H
2s;8.7;71.0%;11271.6000;38857.000000;774;808;H
2s;7.9;70.8%;11273.9452;38582.000000;136;1430;1363;*
4s;7.4;69.0%;11459.5635;36979.000000;1916;2316;H
5s;9.4;68.8%;11537.3412;36979.0000;156;13;11537.3412;1926;2323
5s;10.5;67.6%;11537.3412;35658.000000;1859;2356;H
9s;11.5;66.9%;11537.3412;34867.000000;1832;2447;H
9s;11.5;66.7%;11537.3412;34599.000000;1744;2452;H
9s;11.5;66.2%;11537.3412;34092.000000;1658;2460;H
9s;11.6;65.4%;11537.3412;33390.000000;1629;2495;H
9s;11.6;64.7%;11537.3412;32651.000000;1553;2498;H
9s;11.8;64.5%;11537.3412;32511.000000;1474;2522;H
11s;12.1;64.5%;11537.3412;32511.0000;147;22;13125.3781;1518;2567
11s;12.1;63.0%;11537.3412;31182.000000;1451;2568;H
15s;13.3;62.2%;11537.3412;30550.000000;1795;3223;H
15s;13.3;61.7%;11537.3412;30087.000000;1733;3224;H
15s;13.3;61.3%;11537.3412;29816.000000;1675;3226;H
15s;13.3;60.3%;11537.3412;29031.000000;1619;3227;H
15s;13.3;60.0%;11537.3412;28826.000000;1564;3238;H
16s;13.7;60.0%;11537.3412;28824.000000;1918;3917;H
20s;13.7;60.0%;11537.3412;28824.0000;77;cutoff;8069;11773
24s;13.4;59.9%;11537.3412;28745.000000;11671;H17558
24s;13.4;59.4%;11537.3412;28448.000000;11550;H17559
24s;13.4;58.9%;11537.3412;28079.000000;11393;H17585
25s;13.5;58.9%;11537.3412;28079.0000;154;23;11537.3412;13005;18847
30s;13.4;58.9%;11537.3412;28079.0000;156;27;11537.3412;21658;29710
35s;13.2;58.9%;11537.3412;28079.0000;135;28;13113.1125;28834;40184
40s;13.2;57.3%;11986.4881;28079.0000;175;32;11986.4881;28879;41545
42s;13.1;56.4%;12230.3974;28069.000000;27459;H41574
46s;13.2;56.4%;12230.3974;28069.0000;191;32;12230.3974;27516;41645
46s;13.2;56.4%;12230.3974;28035.000000;26142;H41647
46s;13.2;55.8%;12230.3974;27684.000000;24836;H41648
50s;13.4;55.8%;12230.3974;27684.0000;126;37;13960.7412;24966;41848
50s;13.4;55.4%;12230.3974;27407.000000;23726;H41852
55s;14.2;55.4%;12230.3974;27407.0000;109;51;16174.8732;27494;49639
59s;14.3;53.9%;12332.2654;26728.000000;27517;H54801
