0s;-;100%;0.00000;148.0000000;0;0;H
0s;-;100%;0.00000;140.0000000;0;0;H
0s;-;100%;0.00000;140.00000;11;0;0.00000;0;0
0s;-;100%;0.00000;138.0000000;0;0;H
0s;-;100%;0.00000;138.00000;13;0;0.00000;0;0
0s;-;100%;0.00000;137.0000000;0;0;H
0s;-;100%;0.00000;137.00000;5;0;0.00000;0;0
0s;-;100%;0.00000;135.0000000;0;0;H
0s;-;100%;0.00000;135.00000;12;0;0.00000;0;0
0s;-;100%;0.00000;124.0000000;0;0;H
0s;-;100%;0.00000;113.0000000;0;0;H
0s;-;100%;0.00000;113.00000;3;0;0.00000;0;0
0s;-;100%;0.00000;113.00000;16;0;0.00000;0;0
0s;-;100%;0.00000;113.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;113.00000;15;0;0.00000;0;0
1s;-;100%;0.00000;113.00000;3;0;0.00000;0;0
1s;-;100%;0.00000;113.00000;9;0;0.00000;0;0
1s;-;100%;0.00000;113.00000;14;0;0.00000;0;0
1s;-;100%;0.00000;113.00000;11;0;0.00000;0;0
1s;-;100%;0.00000;113.00000;10;0;0.00000;2;0
1s;32.7;98.2%;2.00000;112.0000000;79;68;H
1s;27.1;98.2%;2.00000;109.0000000;94;85;H
1s;15.5;98.1%;2.00000;108.0000000;190;206;H
1s;0.3;98.0%;2.00000;99.0000000;271;H12489
2s;0.2;97.5%;2.00000;81.0000000;271;H26339
5s;0.1;93.5%;5.27145;81.00000;37;24;65.00000;295;27644
10s;2.9;90.1%;8.00000;81.00000;8;74;73.00000;8511;40279
11s;3.2;88.5%;9.00000;78.0000000;10918;H43437
11s;3.8;88.3%;9.00000;77.0000000;15034;H50308
14s;4.0;87.8%;9.00000;74.0000000;14341;H51391
14s;4.1;87.1%;9.00000;70.0000000;13678;H51481
14s;4.1;86.6%;9.00000;67.0000000;12996;H51488
15s;4.1;86.6%;9.00000;67.00000;29;42;16.89908;13029;51494
15s;4.1;86.4%;9.00000;66.0000000;12377;H51515
15s;4.1;84.5%;9.00000;58.0000000;11770;H51542
20s;8.2;81.0%;11.00000;58.00000;34;60;28.00000;16867;82393
25s;10.3;81.0%;11.00000;58.00000;50;51;11.00000;35115;125859
30s;11.1;79.3%;12.00000;58.00000;28;59;35.00000;59835;191070
