0s;-;100%;0.00000;2204.0000000;0;0;H
0s;-;100%;0.00000;1289.0000000;0;0;H
0s;-;100%;0.00000;1231.0000000;0;0;H
0s;-;100%;0.00000;1231.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;1136.0000000;0;0;H
0s;-;100%;0.00000;1001.0000000;0;0;H
0s;-;100%;0.00000;1001.00000;7;0;0.00000;0;0
0s;-;100%;0.00000;1001.00000;10;0;0.00000;0;0
0s;-;100%;0.00000;999.0000000;0;0;H
0s;-;100%;0.00000;923.0000000;0;0;H
0s;-;50.5%;457.00000;923.00000;15;0;457.00000;0;0
0s;-;49.4%;467.00000;923.00000;13;0;467.00000;0;0
0s;-;49.4%;467.00000;923.00000;11;0;467.00000;0;0
0s;-;49.4%;467.00000;923.00000;11;0;467.00000;0;0
0s;-;45.1%;467.00000;850.0000000;0;0;H
0s;-;45.1%;467.00043;850.00000;12;0;467.00043;0;0
0s;-;44.1%;475.00000;850.00000;25;0;475.00000;0;0
0s;-;44.1%;475.00000;850.00000;22;0;475.00000;0;0
0s;-;44.1%;475.00000;850.00000;22;0;475.00000;1;0
