0s;-;100%;0.00000;5130.0000000;0;0;H
0s;-;100%;0.00000;3860.0000000;0;0;H
0s;-;100%;0.00000;3859.0000000;0;0;H
0s;-;100%;0.00000;3711.0000000;0;0;H
0s;-;100%;0.00000;3546.0000000;0;0;H
0s;-;76.4%;837.64594;3546.00000;21;0;837.64594;0;0
0s;-;68.2%;1127.62500;3546.00000;22;0;1127.62500;0;0
0s;-;68.2%;1127.62500;3546.00000;19;0;1127.62500;0;0
0s;-;41.7%;2069.01143;3546.00000;21;0;2069.01143;0;0
0s;-;41.4%;2079.01143;3546.00000;12;0;2079.01143;0;0
0s;-;40.4%;2079.01143;3488.0000000;0;0;H
0s;-;32.4%;2359.00000;3488.00000;16;0;2359.00000;0;0
0s;-;32.4%;2359.00000;3488.00000;15;0;2359.00000;0;0
0s;-;32.3%;2359.00000;3486.0000000;0;0;H
0s;-;32.3%;2359.00000;3486.00000;12;0;2359.00000;0;0
0s;-;31.4%;2359.00000;3440.0000000;0;0;H
0s;-;31.4%;2359.00000;3440.00000;15;0;2359.00000;0;0
0s;-;31.4%;2360.00000;3440.00000;17;0;2360.00000;0;0
0s;-;30.3%;2368.00000;3398.0000000;0;0;H
0s;-;30.3%;2368.00000;3398.00000;19;0;2368.00000;0;0
0s;-;30.3%;2368.00000;3396.0000000;0;0;H
0s;-;30.3%;2368.00000;3396.00000;20;0;2368.00000;0;0
0s;-;18.7%;2368.00000;2914.0000000;0;0;H
0s;-;18.7%;2368.00000;2914.00000;20;0;2368.00000;0;0
0s;-;18.7%;2368.00000;2914.00000;20;0;2368.00000;2;0
5s;0.0;2.57%;2839.00000;2914.00000;1;216071;2839.00000;1;217004
10s;0.0;2.57%;2839.00000;2914.00000;1;344903;2839.00000;1;345836
15s;0.0;2.57%;2839.00000;2914.00000;1;440185;2839.00000;1;441118
20s;0.0;2.57%;2839.00000;2914.00000;1;520705;2839.00000;1;521638
25s;0.0;2.57%;2839.00000;2914.00000;1;593173;2839.00000;1;594106
30s;0.0;2.57%;2839.00000;2914.00000;1;658931;2839.00000;1;659864
35s;0.0;2.57%;2839.00000;2914.00000;1;717308;2839.00000;1;718241
40s;0.0;2.57%;2839.00000;2914.00000;1;772330;2839.00000;1;773263
45s;0.0;2.57%;2839.00000;2914.00000;1;826010;2839.00000;1;826943
50s;0.0;2.57%;2839.00000;2914.00000;1;875664;2839.00000;1;876597
55s;0.0;2.57%;2839.00000;2914.00000;1;922634;2839.00000;1;923567
60s;0.0;2.57%;2839.00000;2914.00000;1;968262;2839.00000;1;969195
65s;0.0;2.57%;2839.00000;2914.00000;1;1011206;2839.00000;1;1012139
70s;0.0;2.57%;2839.00000;2914.00000;1;1052808;2839.00000;1;1053741
75s;0.0;2.57%;2839.00000;2914.00000;1;1093068;2839.00000;1;1094001
80s;0.0;2.57%;2839.00000;2914.00000;1;1131986;2839.00000;1;1132919
85s;0.0;2.57%;2839.00000;2914.00000;1;1169562;2839.00000;1;1170495
90s;0.0;2.57%;2839.00000;2914.00000;1;1205796;2839.00000;1;1206729
95s;0.0;2.57%;2839.00000;2914.00000;1;1240688;2839.00000;1;1241621
100s;0.0;2.57%;2839.00000;2914.00000;1;1275580;2839.00000;1;1276513
105s;0.0;2.57%;2839.00000;2914.00000;1;1309130;2839.00000;1;1310063
110s;0.0;2.57%;2839.00000;2914.00000;1;1342680;2839.00000;1;1343613
115s;0.0;2.57%;2839.00000;2914.00000;1;1374888;2839.00000;1;1375821
120s;0.0;2.57%;2839.00000;2914.00000;1;1405754;2839.00000;1;1406687
125s;0.0;2.57%;2839.00000;2914.00000;1;1436620;2839.00000;1;1437553
130s;0.0;2.57%;2839.00000;2914.00000;1;1467486;2839.00000;1;1468419
135s;0.0;2.57%;2839.00000;2914.00000;1;1497010;2839.00000;1;1497943
140s;0.0;2.57%;2839.00000;2914.00000;1;1526534;2839.00000;1;1527467
145s;0.0;2.57%;2839.00000;2914.00000;1;1554716;2839.00000;1;1555649
150s;0.0;2.57%;2839.00000;2914.00000;1;1582898;2839.00000;1;1583831
155s;0.0;2.57%;2839.00000;2914.00000;1;1609067;2839.00000;1;1610000
160s;0.0;2.57%;2839.00000;2914.00000;1;1635907;2839.00000;1;1636840
165s;0.0;2.57%;2839.00000;2914.00000;1;1662747;2839.00000;1;1663680
170s;0.0;2.57%;2839.00000;2914.00000;1;1689587;2839.00000;1;1690520
175s;0.0;2.57%;2839.00000;2914.00000;1;1716427;2839.00000;1;1717360
180s;0.0;2.57%;2839.00000;2914.00000;1;1740583;2839.00000;1;1741516
185s;0.0;2.57%;2839.00000;2914.00000;1;1766081;2839.00000;1;1767014
190s;0.0;2.57%;2839.00000;2914.00000;1;1791579;2839.00000;1;1792512
195s;0.0;2.57%;2839.00000;2914.00000;1;1817077;2839.00000;1;1818010
200s;0.0;2.57%;2839.00000;2914.00000;1;1841233;2839.00000;1;1842166
205s;0.0;2.57%;2839.00000;2914.00000;1;1865389;2839.00000;1;1866322
210s;0.0;2.57%;2839.00000;2914.00000;1;1888203;2839.00000;1;1889136
215s;0.0;2.57%;2839.00000;2914.00000;1;1912359;2839.00000;1;1913292
220s;0.0;2.57%;2839.00000;2914.00000;1;1935173;2839.00000;1;1936106
225s;0.0;2.57%;2839.00000;2914.00000;1;1957987;2839.00000;1;1958920
230s;0.0;2.57%;2839.00000;2914.00000;1;1980801;2839.00000;1;1981734
235s;0.0;2.57%;2839.00000;2914.00000;1;2002944;2839.00000;1;2003877
240s;0.0;2.57%;2839.00000;2914.00000;1;2025758;2839.00000;1;2026691
245s;0.0;2.57%;2839.00000;2914.00000;1;2047230;2839.00000;1;2048163
250s;0.0;2.57%;2839.00000;2914.00000;1;2069373;2839.00000;1;2070306
255s;0.0;2.57%;2839.00000;2914.00000;1;2090174;2839.00000;1;2091107
