0s;-;100%;0.00000;1.0000e+07;5;0;0.00000;0;0
0s;-;100%;0.00000;2071.0000000;0;0;H
0s;-;100%;0.00000;1864.0000000;0;0;H
0s;-;100%;0.00000;1772.0000000;0;0;H
0s;-;96.7%;58.03001;1772.00000;15;0;58.03001;0;0
0s;-;42.5%;1019.00000;1772.00000;21;0;1019.00000;0;0
0s;-;22.4%;1375.00000;1772.00000;15;0;1375.00000;0;0
0s;-;8.41%;1623.00000;1772.00000;11;0;1623.00000;0;0
0s;-;1.99%;1678.00000;1712.0000000;0;0;H
0s;-;1.34%;1689.00000;1712.00000;17;0;1689.00000;0;0
0s;-;0.00%;1712.00000;1712.00000;17;0;1712.00000;0;0
