0s;-;100%;0.00000;215.0000000;0;0;H
0s;-;100%;0.00000;197.0000000;0;0;H
0s;-;100%;0.00000;175.0000000;0;0;H
0s;-;100%;0.00000;163.0000000;0;0;H
0s;-;100%;0.00000;163.00000;9;0;0.00000;0;0
0s;-;100%;0.00000;163.00000;19;0;0.00000;0;0
0s;-;100%;0.00000;159.0000000;0;0;H
0s;-;100%;0.00000;159.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;111.0000000;0;0;H
0s;-;100%;0.00000;111.00000;12;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;4;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;20;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;5;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;19;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;7;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;7;0;0.00000;0;0
0s;-;100%;0.00000;108.0000000;0;0;H
0s;-;100%;0.00000;108.00000;7;0;0.00000;2;0
0s;21.2;100%;0.00000;103.0000000;108;117;H
1s;15.5;100%;0.00000;93.0000000;162;182;H
1s;15.3;100%;0.00000;91.0000000;162;185;H
1s;12.0;100%;0.00000;83.0000000;301;332;H
1s;0.7;100%;0.00000;76.0000000;435;H10794
1s;0.7;100%;0.00000;75.0000000;434;H10796
5s;2.3;86.7%;10.00000;75.00000;41;8;10.00000;490;15227
6s;2.7;86.1%;10.00000;72.0000000;614;H15418
7s;2.9;85.9%;10.00000;71.0000000;692;H15672
7s;2.9;85.7%;10.00000;70.0000000;665;H15684
8s;4.0;85.1%;10.00000;67.0000000;1890;H18586
10s;6.8;85.1%;10.00000;67.00000;21;52;32.00000;9223;32185
14s;7.6;84.8%;10.00000;66.0000000;15635;H45276
15s;7.6;84.8%;10.00000;66.00000;20;61;25.00000;16717;45284
20s;8.3;84.8%;10.00000;66.00000;11;75;62.00000;38558;90413
25s;8.4;84.8%;10.00000;66.00000;34;65;10.00000;63207;141977
30s;8.4;84.8%;10.00000;66.00000;43;63;35.00000;81727;180766
35s;8.5;84.8%;10.00000;66.00000;11;76;63.00000;101139;219575
40s;8.6;84.8%;10.00000;66.00000;23;67;30.25000;126225;273860
45s;8.6;84.8%;10.00000;66.00000;33;56;10.00000;149215;324465
50s;8.6;84.8%;10.00000;66.00000;20;77;53.00000;160193;349292
55s;8.7;84.8%;10.00000;66.00000;31;71;40.66667;182190;399114
60s;8.5;83.3%;11.00000;66.00000;75;infeasible;213626;468429
62s;8.4;82.5%;11.00000;63.0000000;226361;H511898
65s;8.4;82.5%;11.00000;63.00000;29;61;48.63636;243603;552529
70s;8.3;82.5%;11.00000;63.00000;12;72;61.00000;284515;644297
75s;8.3;82.5%;11.00000;63.00000;22;62;40.00000;322249;736011
80s;8.2;81.0%;12.00000;63.00000;25;59;12.00000;360955;831618
85s;8.0;81.0%;12.00000;63.00000;16;70;43.00000;394339;916791
90s;8.0;81.0%;12.00000;63.00000;28;57;32.00000;428098;1002253
95s;7.9;81.0%;12.00000;63.00000;23;68;49.77778;461065;1087597
100s;8.0;81.0%;12.00000;63.00000;22;78;43.25000;479605;1136659
105s;8.0;80.6%;12.19753;63.00000;13;73;54.00000;490102;1164153
110s;7.9;79.4%;13.00000;63.00000;77;infeasible;521590;1247000
115s;7.9;79.4%;13.00000;63.00000;70;infeasible;552148;1330114
120s;7.8;79.4%;13.00000;63.00000;22;56;33.00000;583703;1413351
125s;7.8;77.8%;14.00000;63.00000;15;67;47.00000;616165;1492672
130s;7.8;77.8%;14.00000;63.00000;20;58;54.00000;642133;1568701
135s;7.7;77.8%;14.00000;63.00000;12;74;57.06410;670995;1650485
140s;7.7;77.8%;14.00000;63.00000;14;68;53.00000;697363;1721497
145s;7.7;77.8%;14.00000;63.00000;26;67;26.00000;722565;1797403
150s;7.7;76.2%;14.96386;63.00000;20;78;47.00000;746084;1861363
155s;7.6;76.2%;15.00000;63.00000;14;70;55.00000;770050;1935409
160s;7.6;76.2%;15.00000;63.00000;23;65;35.00000;796555;2011020
165s;7.6;76.2%;15.00000;63.00000;20;59;53.70833;819284;2077548
170s;7.5;76.2%;15.00000;63.00000;74;infeasible;843376;2148242
175s;7.5;76.1%;15.02862;63.00000;19;72;52.00000;861467;2200934
180s;7.5;74.6%;16.00000;63.00000;16;85;56.20588;885155;2273935
185s;7.5;74.6%;16.00000;63.00000;22;70;24.00000;907932;2342382
190s;7.4;74.6%;16.00000;63.00000;75;infeasible;932914;2415970
195s;7.4;74.6%;16.00000;63.00000;25;69;51.95000;958943;2485622
200s;7.4;74.6%;16.00000;63.00000;33;65;33.00000;981211;2555232
