0s;-;57.4%;26.00000;61.00000;8;0;26.00000;0;0
0s;-;55.2%;26.00000;58.0000000;0;0;H
0s;-;53.6%;26.00000;56.0000000;0;0;H
0s;-;51.9%;26.00000;54.0000000;0;0;H
0s;-;43.8%;27.00000;48.0000000;0;0;H
0s;-;43.8%;27.00000;48.00000;5;0;27.00000;0;0
0s;-;42.2%;27.72727;48.00000;19;0;27.72727;0;0
0s;-;39.1%;28.00000;46.0000000;0;0;H
0s;-;39.1%;28.00000;46.00000;10;0;28.00000;0;0
0s;-;39.1%;28.00000;46.00000;14;0;28.00000;0;0
0s;-;39.1%;28.00000;46.00000;16;0;28.00000;0;0
0s;-;36.7%;29.13104;46.00000;16;0;29.13104;0;0
0s;-;34.8%;30.00000;46.00000;13;0;30.00000;0;0
0s;-;34.8%;30.00000;46.00000;15;0;30.00000;0;0
0s;-;34.8%;30.00000;46.00000;16;0;30.00000;0;0
0s;-;34.8%;30.00000;46.00000;17;0;30.00000;0;0
0s;-;34.8%;30.00000;46.00000;17;0;30.00000;0;0
0s;-;34.8%;30.00000;46.00000;16;0;30.00000;0;0
0s;-;33.1%;30.77118;46.00000;17;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;19;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;17;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;18;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;18;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;14;0;30.77118;0;0
0s;-;33.1%;30.77118;46.00000;14;0;30.77118;2;0
