0s;-;43.1%;1887.00000;3316.00000;9;0;1887.00000;0;0
0s;-;33.8%;1887.00000;2850.0000000;0;0;H
0s;-;17.6%;1887.00000;2290.0000000;0;0;H
0s;-;17.2%;1895.00014;2290.00000;13;0;1895.00014;0;0
0s;-;16.8%;1904.65746;2290.00000;9;0;1904.65746;0;0
0s;-;16.8%;1905.00000;2290.00000;9;0;1905.00000;0;0
0s;-;16.8%;1905.00000;2290.00000;18;0;1905.00000;0;0
0s;-;16.8%;1905.00000;2290.00000;14;0;1905.00000;0;0
0s;-;16.8%;1905.00000;2290.00000;17;0;1905.00000;0;0
0s;-;16.7%;1907.00000;2290.00000;16;0;1907.00000;0;0
0s;-;16.7%;1907.00000;2290.00000;15;0;1907.00000;0;0
0s;-;16.7%;1907.00000;2290.00000;12;0;1907.00000;0;0
0s;-;16.7%;1907.00000;2290.00000;12;0;1907.00000;0;0
0s;-;16.4%;1915.00000;2290.00000;11;0;1915.00000;0;0
0s;-;16.4%;1915.00000;2290.00000;11;0;1915.00000;0;0
0s;-;16.4%;1915.00000;2290.00000;11;0;1915.00000;2;0
