0s;-;100%;0.00000;44.0000000;0;0;H
0s;-;100%;0.00000;43.0000000;0;0;H
0s;-;100%;0.00000;43.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;43.00000;4;0;0.00000;0;0
0s;-;100%;0.00000;43.00000;2;0;0.00000;0;0
0s;-;100%;0.00000;43.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;39.0000000;0;0;H
0s;-;100%;0.00000;39.00000;1;0;0.00000;0;0
0s;-;100%;0.00000;39.00000;17;0;0.00000;0;0
0s;-;100%;0.00000;39.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;39.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;39.00000;6;0;0.00000;2;0
0s;10.1;83.3%;6.00000;36.0000000;31;37;H
0s;0.4;78.1%;7.66364;35.0000000;281;H14907
0s;0.4;76.8%;7.66364;33.0000000;267;H14907
