0s;-;100%;0.00000;179.0000000;0;0;H
0s;-;100%;0.00000;178.0000000;0;0;H
0s;-;100%;0.00000;176.0000000;0;0;H
0s;-;100%;0.00000;176.00000;29;0;0.00000;0;0
0s;-;100%;0.00000;175.0000000;0;0;H
0s;-;100%;0.00000;175.00000;40;0;0.00000;0;0
0s;-;100%;0.00000;175.00000;39;0;0.00000;0;0
0s;-;100%;0.00000;175.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;174.0000000;0;0;H
0s;-;100%;0.00000;152.0000000;0;0;H
0s;-;100%;0.00000;152.00000;21;0;0.00000;0;0
0s;-;100%;0.00000;152.00000;3;0;0.00000;0;0
0s;-;100%;0.00000;145.0000000;0;0;H
0s;-;100%;0.00000;145.00000;11;0;0.00000;0;0
0s;-;100%;0.00000;129.0000000;0;0;H
0s;-;100%;0.00000;129.00000;4;0;0.00000;0;0
0s;-;100%;0.00000;129.00000;12;0;0.00000;0;0
0s;-;100%;0.00000;124.0000000;0;0;H
0s;-;100%;0.00000;117.0000000;0;0;H
0s;-;100%;0.00000;111.0000000;0;0;H
0s;-;100%;0.00000;111.00000;3;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;3;0;0.00000;0;0
0s;-;100%;0.00000;111.00000;3;0;0.00000;2;0
1s;13.9;100%;0.00000;108.0000000;284;707;H
1s;12.4;100%;0.00000;98.0000000;284;797;H
1s;6.7;100%;0.00000;94.0000000;345;1583;H
1s;4.5;100%;0.00000;93.0000000;358;2367;H
1s;4.1;100%;0.00000;90.0000000;358;2637;H
3s;0.8;97.8%;2.00000;89.0000000;382;H14937
5s;2.0;97.8%;2.00000;89.00000;30;17;7.34444;404;14968
6s;2.4;97.7%;2.00000;87.0000000;536;H15168
6s;2.4;97.6%;2.00000;84.0000000;515;H15171
7s;2.5;97.6%;2.00000;82.0000000;573;H15335
7s;2.6;97.5%;2.00000;80.0000000;553;H15341
9s;2.6;97.3%;2.00000;73.0000000;560;H15351
10s;5.9;97.3%;2.00000;73.00000;25;51;23.00000;6653;23921
11s;6.6;97.1%;2.00000;70.0000000;8779;H29543
16s;7.5;97.1%;2.00000;70.00000;32;63;61.00000;16310;41100
21s;8.6;97.1%;2.00000;70.00000;60;infeasible;32010;72646
25s;9.0;97.1%;2.00000;70.00000;17;54;67.00000;44994;93560
30s;9.2;97.1%;2.00000;70.00000;39;53;5.00000;63190;130507
35s;9.3;97.1%;2.00000;70.00000;37;49;27.00000;82404;165535
40s;9.4;97.1%;2.00000;70.00000;31;52;6.00000;91693;186115
41s;9.4;97.1%;2.00000;68.0000000;86;97403;*200605
42s;9.4;97.0%;2.00000;67.0000000;98013;H204486
45s;9.4;97.0%;2.00000;67.00000;35;53;25.00000;107748;216896
48s;9.5;96.8%;2.00000;63.0000000;112261;H244339
50s;9.5;96.8%;2.00000;63.00000;37;47;12.00000;117062;252795
55s;9.5;96.8%;2.00000;63.00000;15;55;57.00000;132859;287018
60s;9.6;96.8%;2.00000;63.00000;36;49;18.00000;144214;312042
60s;9.6;96.6%;2.00000;59.0000000;136634;H312071
65s;9.7;96.6%;2.00000;59.00000;32;52;36.00000;149334;339346
70s;9.7;96.6%;2.00000;59.00000;63;infeasible;163322;368747
75s;9.7;96.6%;2.00000;59.00000;63;infeasible;176509;397426
80s;9.8;96.6%;2.00000;59.00000;44;46;13.00000;190619;427098
85s;9.8;96.6%;2.00000;59.00000;46;46;13.00000;198822;449609
90s;9.8;96.6%;2.00000;59.00000;24;54;37.00000;212197;473836
95s;9.8;96.6%;2.00000;59.00000;32;53;19.00000;226382;508416
100s;9.8;96.6%;2.00000;59.00000;29;63;42.00000;243068;544163
105s;9.8;96.6%;2.00000;59.00000;33;57;33.00000;258985;581578
111s;9.8;96.6%;2.00000;59.00000;67;infeasible;273523;614536
115s;9.9;96.6%;2.00000;59.00000;56;infeasible;278442;625127
120s;9.9;96.6%;2.00000;59.00000;53;42;2.00000;289100;649508
125s;9.9;96.6%;2.01075;59.00000;65;infeasible;307226;678645
130s;9.9;96.6%;2.01370;59.00000;24;58;36.00000;316254;707327
135s;9.8;96.5%;2.05263;59.00000;64;infeasible;333364;749525
140s;9.7;95.8%;2.50000;59.00000;44;40;2.50000;348308;783632
145s;9.8;95.8%;2.50000;59.00000;40;59;38.00000;354714;791924
150s;9.6;94.9%;3.00000;59.00000;36;51;15.00000;375006;846487
155s;9.5;94.9%;3.00000;59.00000;23;59;39.00000;400367;901072
160s;9.5;94.9%;3.00000;59.00000;17;57;52.00000;426150;957311
165s;9.4;94.9%;3.00000;59.00000;59;infeasible;452627;1017695
170s;9.3;94.9%;3.00000;59.00000;36;53;16.00000;480604;1073915
175s;9.3;94.9%;3.00000;59.00000;20;59;44.00000;502063;1129572
180s;9.3;94.9%;3.00000;59.00000;73;infeasible;527528;1187772
185s;9.2;94.9%;3.00000;59.00000;25;60;45.00000;552524;1241756
190s;9.2;94.9%;3.00000;59.00000;32;57;31.00000;574550;1294589
195s;9.2;94.9%;3.00000;59.00000;61;infeasible;597280;1351463
200s;9.2;94.9%;3.00000;59.00000;14;72;50.00000;619653;1405380
205s;9.1;94.9%;3.00000;59.00000;21;65;50.00000;640598;1455173
210s;9.1;94.9%;3.00000;59.00000;33;60;20.00000;662715;1506134
215s;9.0;94.9%;3.01075;59.00000;25;57;47.00000;686226;1561016
220s;9.0;94.8%;3.05828;59.00000;19;62;45.00000;708417;1612385
225s;9.0;93.2%;4.00000;59.00000;60;infeasible;731771;1664384
230s;8.9;93.2%;4.00000;59.00000;18;47;40.00000;754701;1717894
235s;8.9;93.2%;4.00000;59.00000;30;57;58.00000;778900;1772677
240s;8.8;93.2%;4.00000;59.00000;9;65;58.00000;803109;1823071
245s;8.8;93.2%;4.00000;59.00000;26;53;8.00000;827153;1875339
250s;8.8;93.2%;4.00000;59.00000;24;59;35.00000;852110;1927069
255s;8.7;93.2%;4.00000;59.00000;35;55;8.00000;874930;1976397
260s;8.7;93.2%;4.00000;59.00000;20;69;54.00000;897895;2025011
265s;8.7;93.2%;4.00000;59.00000;20;56;43.00000;919026;2075373
270s;8.7;93.2%;4.00000;59.00000;76;infeasible;932588;2107902
275s;8.7;93.2%;4.00000;59.00000;30;57;20.00000;954842;2156794
280s;8.6;93.2%;4.00000;59.00000;19;65;48.00000;968966;2193009
285s;8.6;93.2%;4.00000;59.00000;75;infeasible;983155;2225971
290s;8.6;93.2%;4.00000;59.00000;65;infeasible;996720;2260375
295s;8.6;93.2%;4.00000;59.00000;63;infeasible;1011900;2299619
300s;8.6;93.2%;4.00000;59.00000;87;infeasible;1027427;2334012
305s;8.6;93.2%;4.00000;59.00000;22;42;45.00000;1043136;2369452
310s;8.6;93.2%;4.00000;59.00000;9;70;57.00000;1060960;2404958
315s;8.6;93.2%;4.00000;59.00000;20;61;41.00000;1073744;2423195
