0s;-;100%;0.00000;1419.0000000;0;0;H
0s;-;100%;0.00000;1419.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;1250.0000000;0;0;H
0s;-;100%;0.00000;1116.0000000;0;0;H
0s;-;100%;0.00000;1069.0000000;0;0;H
0s;-;100%;0.00000;1047.0000000;0;0;H
0s;-;100%;0.00000;1047.00000;16;0;0.00000;0;0
0s;-;100%;0.00000;944.0000000;0;0;H
0s;-;100%;0.00000;944.00000;14;0;0.00000;0;0
0s;-;100%;0.00000;944.00000;12;0;0.00000;0;0
0s;-;39.2%;574.00011;944.00000;20;0;574.00011;0;0
0s;-;37.9%;586.00000;944.00000;19;0;586.00000;0;0
0s;-;37.9%;586.00038;944.00000;15;0;586.00038;0;0
0s;-;37.8%;587.00000;944.00000;19;0;587.00000;0;0
0s;-;37.8%;587.00000;944.00000;18;0;587.00000;0;0
0s;-;37.6%;589.00000;944.00000;14;0;589.00000;0;0
0s;-;37.6%;589.00000;944.00000;12;0;589.00000;0;0
0s;-;37.5%;589.00000;943.0000000;0;0;H
0s;-;36.3%;589.00000;925.0000000;0;0;H
0s;-;36.3%;589.00000;925.00000;12;0;589.00000;2;0
