0s;-;100%;0.00000;39.0000000;0;0;H
0s;-;100%;0.00000;29.0000000;0;0;H
0s;-;100%;0.00000;28.0000000;0;0;H
0s;-;100%;0.00000;28.00000;11;0;0.00000;0;0
0s;-;100%;0.00000;28.00000;18;0;0.00000;0;0
0s;-;89.2%;3.01653;28.00000;6;0;3.01653;0;0
0s;-;85.7%;4.00000;28.00000;7;0;4.00000;0;0
0s;-;81.4%;5.20000;28.00000;9;0;5.20000;0;0
0s;-;81.4%;5.20000;28.00000;10;0;5.20000;0;0
0s;-;78.1%;6.12353;28.00000;16;0;6.12353;0;0
0s;-;77.7%;6.23830;28.00000;12;0;6.23830;0;0
0s;-;77.3%;6.34872;28.00000;13;0;6.34872;0;0
0s;-;77.3%;6.34872;28.00000;23;0;6.34872;0;0
0s;-;75.9%;6.74725;28.00000;18;0;6.74725;0;0
0s;-;75.9%;6.74725;28.00000;17;0;6.74725;0;0
0s;-;75.4%;6.88696;28.00000;14;0;6.88696;0;0
0s;-;75.4%;6.88696;28.00000;16;0;6.88696;0;0
0s;-;75.4%;6.89887;28.00000;21;0;6.89887;0;0
0s;-;73.5%;6.89887;26.0000000;0;0;H
0s;-;72.4%;6.89887;25.0000000;0;0;H
0s;-;72.3%;6.91951;25.00000;22;0;6.91951;0;0
0s;-;72.3%;6.91951;25.00000;20;0;6.91951;0;0
0s;-;72.3%;6.91951;25.00000;12;0;6.91951;0;0
0s;-;72.3%;6.91951;25.00000;12;0;6.91951;1;0
