0s;-;100%;0.00000;32236.000000;0;0;H
0s;-;100%;0.00000;32236.0000;74;0;0.00000;0;0
0s;-;100%;0.00000;32234.000000;0;0;H
0s;-;100%;0.00000;32234.0000;142;0;0.00000;0;0
0s;-;100%;0.00000;32233.000000;0;0;H
0s;-;97.2%;892.68696;32233.0000;147;0;892.68696;0;0
0s;-;83.3%;5373.28154;32233.0000;141;0;5373.28154;0;0
0s;-;83.3%;5373.28154;32232.000000;0;0;H
0s;-;83.2%;5373.28154;31983.000000;0;0;H
0s;-;83.2%;5386.61253;31983.0000;176;0;5386.61253;0;0
0s;-;83.1%;5403.80593;31983.0000;167;0;5403.80593;0;0
0s;-;81.5%;5922.69929;31983.0000;176;0;5922.69929;0;0
0s;-;81.5%;5922.73068;31983.0000;178;0;5922.73068;0;0
0s;-;81.5%;5927.38767;31983.0000;177;0;5927.38767;0;0
0s;-;81.5%;5928.95116;31983.0000;166;0;5928.95116;0;0
0s;-;81.5%;5929.32910;31983.0000;176;0;5929.32910;0;0
0s;-;81.5%;5929.32910;31983.0000;164;0;5929.32910;0;0
1s;-;81.5%;5929.32910;31983.0000;159;0;5929.32910;2;0
1s;41.4;81.0%;5942.00000;31271.000000;36;29;H
1s;25.1;81.0%;5942.00000;31269.000000;75;66;H
1s;18.5;81.0%;5942.00000;31267.000000;126;117;H
1s;18.2;80.6%;5942.00000;30655.000000;126;120;H
1s;15.6;80.3%;5942.00000;30133.000000;171;178;H
1s;14.5;80.0%;5942.00000;29768.000000;192;217;H
1s;12.5;80.0%;5942.00000;29766.000000;225;300;H
1s;12.4;80.0%;5942.00000;29698.000000;225;307;H
1s;11.1;79.9%;5942.00000;29516.000000;306;408;H
1s;8.9;79.4%;5942.00000;28867.000000;727;1219;H
1s;8.6;76.6%;5971.15000;25488.000000;982;1722;H
5s;8.6;75.5%;6236.46004;25488.0000;201;36;13138.0000;1207;2153
5s;8.6;75.5%;6236.49398;25486.000000;1146;2153;H
5s;8.6;75.5%;6239.60501;25485.000000;1089;2155;H
6s;8.6;75.5%;6246.66775;25484.000000;1035;2157;H
6s;8.6;75.5%;6246.66775;25482.000000;983;2157;H
6s;8.5;75.4%;6269.00000;25481.000000;937;2163;H
6s;8.5;75.4%;6279.00000;25480.000000;893;2168;H
6s;8.5;75.4%;6279.00000;25478.000000;848;2168;H
7s;8.5;75.4%;6279.00000;25477.000000;806;2170;H
7s;8.5;75.4%;6279.00000;25476.000000;766;2172;H
7s;8.5;75.0%;6279.00000;25072.000000;727;2172;H
10s;22.2;75.0%;6279.00000;25072.0000;134;34;8748.00000;746;2197
10s;22.2;74.9%;6279.00000;25057.000000;708;2198;H
15s;29.0;74.9%;6279.00000;25057.0000;123;41;6279.00000;735;2232
15s;38.1;74.2%;6279.00000;24339.000000;760;2311;H
16s;39.7;74.2%;6279.00000;24314.000000;745;2368;H
16s;42.2;73.5%;6279.00000;23667.000000;757;2447;H
16s;42.6;73.1%;6279.00000;23366.000000;722;2458;H
16s;42.6;72.3%;6279.00000;22634.000000;703;2469;H
19s;43.9;71.5%;6279.00000;22045.000000;766;2667;H
20s;42.8;71.5%;6279.00000;22045.0000;68;98;14307.0000;927;3501
20s;41.9;71.5%;6279.00000;22043.000000;973;3799;H
20s;40.9;70.7%;6279.00000;21426.000000;983;4019;H
21s;36.7;70.2%;6365.37075;21336.000000;1921;6194;H
25s;31.3;67.0%;7039.13590;21336.0000;116;103;12976.0000;5134;12282
33s;28.0;66.1%;7241.25106;21336.0000;114;78;14354.1734;8660;19740
33s;28.0;65.3%;7241.25106;20842.000000;8466;H19758
35s;27.2;65.0%;7291.81834;20842.0000;26;113;19754.0000;9986;21987
40s;24.9;64.6%;7385.77612;20842.0000;115;60;11935.2188;14116;29256
45s;23.7;64.3%;7447.46815;20842.0000;130;59;12016.2596;18364;36838
56s;22.8;64.1%;7476.35750;20842.0000;87;75;17127.0000;22822;43213
61s;22.3;63.9%;7528.24709;20842.0000;73;142;17977.0000;25823;49413
65s;22.1;63.8%;7542.00000;20842.0000;133;55;9491.33290;28444;54349
70s;21.8;63.7%;7571.93429;20842.0000;123;65;15153.3353;32467;60417
75s;21.6;63.5%;7599.82376;20842.0000;121;infeasible;35308;65084
81s;21.4;63.4%;7621.81033;20842.0000;112;65;13796.6551;38551;70448
86s;21.2;63.3%;7647.08546;20842.0000;119;74;16568.3725;42450;75877
90s;21.0;63.2%;7665.08541;20842.0000;65;87;18637.2560;44329;80021
95s;20.9;63.1%;7681.88978;20842.0000;78;92;17868.7053;47730;84937
101s;20.7;63.1%;7699.02319;20842.0000;167;63;8893.09034;51020;89835
106s;20.5;63.0%;7715.14723;20842.0000;99;73;11731.5307;53920;94976
111s;20.4;62.9%;7723.50612;20842.0000;65;90;15203.2253;57215;99818
116s;20.3;62.9%;7731.16403;20842.0000;164;56;7984.72468;60037;104671
120s;20.1;62.9%;7739.67699;20842.0000;64;71;19344.2422;62498;108710
126s;20.1;62.8%;7750.95072;20842.0000;71;76;15180.8329;65746;113298
131s;20.0;62.8%;7760.18393;20842.0000;71;81;17313.0749;69126;118166
135s;19.9;62.7%;7770.30470;20842.0000;73;85;19935.4353;71163;121681
140s;19.8;62.7%;7780.04921;20842.0000;155;57;8191.26221;74691;127124
146s;19.6;62.6%;7789.62770;20842.0000;113;75;13233.1266;78203;133044
151s;19.6;62.6%;7797.95572;20842.0000;124;68;13149.0401;81371;137262
156s;19.5;62.5%;7806.93511;20842.0000;82;97;13880.3689;84124;142358
