0s;-;100%;0.00000;51.0000000;0;0;H
0s;-;100%;0.00000;42.0000000;0;0;H
0s;-;100%;0.00000;42.00000;11;0;0.00000;0;0
0s;-;100%;0.00000;42.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;42.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;42.00000;16;0;0.00000;0;0
0s;-;100%;0.00000;42.00000;1;0;0.00000;0;0
0s;-;100%;0.00000;41.0000000;0;0;H
0s;-;100%;0.00000;41.00000;22;0;0.00000;0;0
0s;-;97.4%;1.02817;39.0000000;0;0;H
0s;-;97.4%;1.02817;39.00000;5;0;1.02817;0;0
0s;-;94.9%;2.00000;39.00000;7;0;2.00000;0;0
0s;-;94.9%;2.00000;39.00000;7;0;2.00000;0;0
0s;-;94.9%;2.00000;39.00000;12;0;2.00000;0;0
0s;-;94.7%;2.00000;38.0000000;0;0;H
0s;-;94.7%;2.00000;38.00000;16;0;2.00000;0;0
0s;-;94.4%;2.00000;36.0000000;0;0;H
0s;-;90.4%;3.46154;36.00000;7;0;3.46154;0;0
0s;-;88.5%;3.46154;30.0000000;0;0;H
0s;-;88.5%;3.46154;30.00000;17;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;18;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;13;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;12;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;11;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;8;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;8;0;3.46154;0;0
0s;-;88.5%;3.46154;30.00000;8;0;3.46154;1;0
0s;0.1;79.3%;6.00000;29.0000000;134;H15315
