0s;-;70.1%;43.00000;144.00000;2;0;43.00000;0;0
0s;-;69.5%;43.00000;141.0000000;0;0;H
0s;-;68.8%;43.00000;138.0000000;0;0;H
0s;-;64.2%;43.00000;120.0000000;0;0;H
0s;-;64.2%;43.00000;120.00000;8;0;43.00000;0;0
0s;-;63.2%;44.10394;120.00000;37;0;44.10394;0;0
0s;-;61.0%;44.10394;113.0000000;0;0;H
0s;-;60.2%;44.98982;113.00000;46;0;44.98982;0;0
0s;-;60.2%;45.00858;113.00000;44;0;45.00858;0;0
0s;-;60.2%;45.00858;113.00000;43;0;45.00858;0;0
0s;-;60.0%;45.23631;113.00000;46;0;45.23631;0;0
0s;-;57.3%;45.26209;106.0000000;0;0;H
0s;-;57.3%;45.26209;106.00000;42;0;45.26209;0;0
0s;-;57.2%;45.33355;106.00000;46;0;45.33355;0;0
0s;-;57.2%;45.33364;106.00000;46;0;45.33364;0;0
0s;-;56.9%;45.63477;106.00000;39;0;45.63477;0;0
0s;-;56.9%;45.65952;106.00000;44;0;45.65952;0;0
0s;-;56.9%;45.68210;106.00000;41;0;45.68210;0;0
0s;-;56.9%;45.68210;106.00000;41;0;45.68210;0;0
0s;-;56.6%;46.01531;106.00000;36;0;46.01531;0;0
0s;-;56.6%;46.01531;106.00000;43;0;46.01531;0;0
0s;-;56.6%;46.05153;106.00000;46;0;46.05153;0;0
0s;-;56.6%;46.05201;106.00000;46;0;46.05201;0;0
0s;-;56.5%;46.12588;106.00000;42;0;46.12588;0;0
0s;-;56.5%;46.12588;106.00000;42;0;46.12588;0;0
0s;-;56.5%;46.12588;106.00000;40;0;46.12588;0;0
0s;-;56.5%;46.12588;106.00000;44;0;46.12588;0;0
0s;-;55.6%;46.12588;104.0000000;0;0;H
0s;-;55.6%;46.12588;104.00000;34;0;46.12588;0;0
0s;-;55.6%;46.12588;104.00000;45;0;46.12588;0;0
0s;-;54.8%;46.12588;102.0000000;0;0;H
0s;-;54.8%;46.12588;102.00000;34;0;46.12588;0;0
0s;-;54.8%;46.12588;102.00000;44;0;46.12588;0;0
0s;-;54.8%;46.12588;102.00000;31;0;46.12588;0;0
0s;-;54.8%;46.12588;102.00000;29;0;46.12588;0;0
0s;-;54.8%;46.12588;102.00000;29;0;46.12588;2;0
0s;9.8;53.1%;47.35462;101.0000000;128;123;H
0s;8.6;52.2%;47.35462;99.0000000;141;180;H
0s;8.3;51.7%;47.35462;98.0000000;141;200;H
0s;8.1;50.7%;47.35462;96.0000000;141;205;H
0s;0.2;50.2%;47.35462;95.0000000;208;9077;H
0s;0.2;49.1%;47.35462;93.0000000;208;9299;H
1s;1.5;46.4%;49.34377;92.0000000;1825;H19425
1s;1.9;44.8%;49.69440;90.0000000;2146;H20252
2s;5.2;39.2%;52.31828;86.0000000;7503;H33549
5s;6.4;38.2%;53.12552;86.00000;29;41;53.42347;10204;40925
10s;6.4;36.8%;54.32171;86.00000;73;47;77.00000;10275;41031
15s;8.6;33.6%;57.12829;86.00000;52;68;57.71958;12210;65704
20s;9.4;28.1%;61.83524;86.00000;48;66;73.04788;26290;122008
25s;9.8;25.3%;64.20917;86.00000;39;74;71.79626;37104;173550
30s;10.0;23.4%;65.86452;86.00000;36;69;69.08696;45955;220449
35s;10.1;22.0%;67.04762;86.00000;44;65;72.10322;52187;261749
40s;10.3;20.7%;68.19718;86.00000;33;69;81.90244;57867;307357
45s;10.4;19.6%;69.16883;86.00000;80;infeasible;61930;348843
50s;10.5;18.5%;70.04865;86.00000;36;70;74.85599;64587;387117
55s;10.5;17.8%;70.66501;86.00000;68;cutoff;66574;416023
60s;10.6;17.1%;71.30192;86.00000;75;cutoff;68458;449869
65s;10.6;16.3%;72.00000;86.00000;31;71;82.64815;69379;481726
70s;10.7;15.7%;72.53178;86.00000;43;64;81.70049;70416;512127
75s;10.7;15.1%;73.00114;86.00000;70;cutoff;70540;539208
80s;10.7;14.5%;73.49786;86.00000;26;72;78.40039;70332;562203
85s;10.8;14.0%;74.00000;86.00000;17;74;79.00000;69573;585702
90s;10.8;13.4%;74.43549;86.00000;72;cutoff;68788;610640
95s;10.9;12.9%;74.93750;86.00000;11;71;78.30769;67790;630981
100s;10.9;12.5%;75.23564;86.00000;36;62;85.00000;66570;654544
105s;10.9;11.9%;75.76705;86.00000;54;72;76.35101;64935;677031
110s;11.0;11.6%;76.06319;86.00000;74;cutoff;63154;699548
115s;11.0;11.0%;76.52876;86.00000;37;72;76.89535;60936;719916
120s;11.0;10.5%;77.00000;86.00000;19;72;83.05263;58229;740087
125s;11.1;10.1%;77.33333;86.00000;24;72;83.34630;55477;761163
130s;11.1;9.35%;77.95597;86.00000;32;73;83.22864;52216;780215
135s;11.2;9.07%;78.20204;86.00000;79;cutoff;48962;799295
140s;11.2;8.34%;78.83095;86.00000;78;cutoff;45224;818580
145s;11.2;8.00%;79.12308;86.00000;15;74;82.23529;41193;836651
150s;11.3;7.09%;79.90192;86.00000;77;cutoff;36431;855965
155s;11.3;6.80%;80.15107;86.00000;68;cutoff;32425;872374
160s;11.3;5.81%;81.00000;86.00000;84;cutoff;26545;889984
165s;11.4;5.23%;81.50000;86.00000;69;cutoff;21488;906459
170s;11.4;4.27%;82.32922;86.00000;74;cutoff;14159;924447
175s;11.4;2.33%;84.00000;86.00000;69;cutoff;3147;943885
