0s;-;45.0%;50880.0000;92528.000000;0;0;H
0s;-;45.0%;50880.0000;92527.000000;0;0;H
0s;-;30.1%;64720.0000;92527.0000;39;0;64720.0000;0;0
0s;-;30.1%;64720.0000;92526.000000;0;0;H
0s;-;28.3%;64720.0000;90235.000000;0;0;H
0s;-;23.0%;64720.0000;84098.000000;0;0;H
0s;-;21.8%;64720.0000;82810.000000;0;0;H
0s;-;21.8%;64720.0000;82810.0000;41;0;64720.0000;0;0
0s;-;21.7%;64799.0000;82810.0000;24;0;64799.0000;0;0
0s;-;21.7%;64799.0000;82810.0000;28;0;64799.0000;0;0
0s;-;19.2%;64799.0000;80239.000000;0;0;H
0s;-;14.9%;64799.0000;76118.000000;0;0;H
0s;-;14.9%;64799.0000;76118.0000;27;0;64799.0000;0;0
0s;-;14.9%;64800.2830;76118.0000;30;0;64800.2830;0;0
0s;-;14.8%;64846.0734;76118.0000;36;0;64846.0734;0;0
0s;-;14.8%;64874.9596;76118.0000;38;0;64874.9596;0;0
0s;-;14.8%;64874.9596;76118.0000;38;0;64874.9596;0;0
0s;-;14.8%;64879.0135;76118.0000;39;0;64879.0135;0;0
0s;-;14.8%;64879.0135;76118.0000;38;0;64879.0135;0;0
0s;-;13.4%;64879.0135;74889.000000;0;0;H
0s;-;13.4%;64879.0135;74889.0000;39;0;64879.0135;0;0
0s;-;13.4%;64879.0135;74889.0000;39;0;64879.0135;0;0
0s;-;13.4%;64879.0135;74889.0000;38;0;64879.0135;2;0
0s;9.6;10.2%;66874.8208;74452.000000;133;453;H
