0s;-;41.0%;1864.00023;3158.00000;11;0;1864.00023;0;0
0s;-;40.7%;1874.00000;3158.00000;10;0;1874.00000;0;0
0s;-;36.7%;1874.00000;2962.0000000;0;0;H
0s;-;34.1%;1874.00000;2842.0000000;0;0;H
0s;-;31.0%;1874.00000;2716.0000000;0;0;H
0s;-;28.5%;1874.00000;2620.0000000;0;0;H
0s;-;15.8%;2206.00021;2620.00000;13;0;2206.00021;0;0
0s;-;15.5%;2214.00000;2620.00000;15;0;2214.00000;0;0
0s;-;11.3%;2323.00000;2620.00000;17;0;2323.00000;0;0
0s;-;10.2%;2354.00000;2620.00000;15;0;2354.00000;0;0
0s;-;2.86%;2545.00000;2620.00000;9;0;2545.00000;0;0
0s;-;1.07%;2592.00000;2620.00000;11;0;2592.00000;0;0
0s;-;0.00%;2620.00000;2620.00000;12;0;2620.00000;0;0
