0s;-;58.6%;29.00000;70.00000;8;0;29.00000;0;0
0s;-;52.5%;29.00000;61.0000000;0;0;H
0s;-;40.8%;29.00000;49.0000000;0;0;H
0s;-;34.8%;30.00000;46.0000000;0;0;H
0s;-;33.3%;30.00000;45.0000000;0;0;H
0s;-;33.3%;30.00000;45.00000;3;0;30.00000;0;0
0s;-;33.3%;30.00000;45.00000;12;0;30.00000;0;0
0s;-;33.3%;30.00000;45.00000;11;0;30.00000;0;0
0s;-;33.3%;30.00000;45.00000;9;0;30.00000;0;0
0s;-;32.9%;30.20312;45.00000;24;0;30.20312;0;0
0s;-;32.9%;30.20312;45.00000;24;0;30.20312;0;0
0s;-;32.4%;30.40625;45.00000;23;0;30.40625;0;0
0s;-;31.8%;30.67393;45.00000;21;0;30.67393;0;0
0s;-;31.8%;30.67393;45.00000;23;0;30.67393;0;0
0s;-;31.7%;30.74051;45.00000;22;0;30.74051;0;0
0s;-;31.5%;30.80598;45.00000;25;0;30.80598;0;0
0s;-;31.5%;30.80598;45.00000;25;0;30.80598;0;0
0s;-;31.5%;30.83504;45.00000;25;0;30.83504;0;0
0s;-;31.5%;30.84259;45.00000;24;0;30.84259;0;0
0s;-;31.5%;30.84259;45.00000;21;0;30.84259;0;0
0s;-;31.5%;30.84259;45.00000;23;0;30.84259;0;0
0s;-;31.5%;30.84259;45.00000;26;0;30.84259;0;0
0s;-;31.5%;30.84259;45.00000;26;0;30.84259;0;0
0s;-;31.5%;30.84259;45.00000;27;0;30.84259;0;0
0s;-;31.2%;30.97668;45.00000;29;0;30.97668;0;0
0s;-;31.2%;30.97668;45.00000;29;0;30.97668;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;31.1%;31.00054;45.00000;29;0;31.00054;0;0
0s;-;30.4%;31.33257;45.00000;28;0;31.33257;2;0
