0s;-;51.8%;4000.00000;8298.00000;14;0;4000.00000;0;0
0s;-;32.3%;4000.00000;5912.0000000;0;0;H
0s;-;31.3%;4032.00000;5872.0000000;0;0;H
0s;-;31.3%;4032.00000;5872.00000;29;0;4032.00000;0;0
0s;-;31.3%;4032.00000;5870.0000000;0;0;H
0s;-;31.3%;4032.00000;5870.00000;32;0;4032.00000;0;0
0s;-;31.3%;4032.00000;5870.00000;23;0;4032.00000;0;0
0s;-;31.3%;4032.00000;5870.00000;31;0;4032.00000;0;0
0s;-;31.3%;4032.00000;5870.00000;31;0;4032.00000;0;0
0s;-;31.2%;4036.00000;5870.00000;31;0;4036.00000;0;0
0s;-;31.2%;4036.00000;5869.0000000;0;0;H
0s;-;31.2%;4039.87177;5869.00000;31;0;4039.87177;0;0
0s;-;25.7%;4040.92357;5437.0000000;0;0;H
0s;-;25.7%;4040.92357;5437.00000;36;0;4040.92357;0;0
0s;-;25.4%;4042.04735;5415.0000000;0;0;H
0s;-;25.4%;4042.04735;5415.00000;35;0;4042.04735;0;0
0s;-;25.3%;4043.00000;5415.00000;35;0;4043.00000;0;0
0s;-;25.3%;4045.00050;5415.00000;36;0;4045.00050;0;0
0s;-;25.3%;4045.04735;5415.00000;34;0;4045.04735;0;0
0s;-;25.3%;4046.00000;5415.00000;34;0;4046.00000;0;0
0s;-;25.2%;4048.00050;5415.00000;36;0;4048.00050;0;0
0s;-;25.2%;4048.00050;5415.00000;36;0;4048.00050;0;0
0s;-;25.2%;4048.00050;5415.00000;36;0;4048.00050;2;0
1s;2.4;20.1%;4269.86559;5343.0000000;59;2972;9361;*
2s;3.2;18.2%;4340.19028;5308.0000000;46;5496;*19641
5s;3.7;13.5%;4589.00000;5308.00000;37;47;5137.00000;9246;43652
10s;4.7;5.39%;5021.83373;5308.00000;64;cutoff;4050;108234
