0s;-;100%;0.00000;93.0000000;0;0;H
0s;-;100%;0.00000;91.0000000;0;0;H
0s;-;100%;0.00000;81.0000000;0;0;H
0s;-;100%;0.00000;70.0000000;0;0;H
0s;-;100%;0.00000;70.00000;7;0;0.00000;0;0
0s;-;100%;0.00000;70.00000;11;0;0.00000;0;0
0s;-;100%;0.00000;70.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;70.00000;5;0;0.00000;0;0
0s;-;100%;0.00000;70.00000;10;0;0.00000;0;0
0s;-;100%;0.00000;69.0000000;0;0;H
0s;-;100%;0.00000;57.0000000;0;0;H
0s;-;100%;0.00000;57.00000;6;0;0.00000;0;0
0s;-;100%;0.00000;56.0000000;0;0;H
0s;-;100%;0.00000;56.00000;14;0;0.00000;0;0
0s;-;100%;0.00000;56.00000;5;0;0.00000;0;0
0s;-;100%;0.00000;56.00000;13;0;0.00000;0;0
0s;-;100%;0.00000;56.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;56.00000;8;0;0.00000;0;0
0s;-;100%;0.00000;56.00000;8;0;0.00000;2;0
0s;22.4;92.2%;4.00000;51.0000000;25;36;H
0s;12.4;90.0%;5.00000;50.0000000;98;132;H
0s;10.5;89.1%;5.00000;46.0000000;124;194;H
1s;1.6;77.8%;10.00000;45.0000000;44;827;*18479
3s;1.7;75.0%;11.00000;44.0000000;837;H18671
