0s;-;100%;0.00000;14157.000000;0;0;H
0s;-;100%;0.00000;14156.000000;0;0;H
0s;-;100%;0.00000;13637.000000;0;0;H
0s;-;100%;0.00000;13635.000000;0;0;H
0s;-;100%;0.00000;13635.0000;41;0;0.00000;0;0
0s;-;100%;0.00000;13634.000000;0;0;H
0s;-;100%;0.00000;13519.000000;0;0;H
0s;-;100%;0.00000;12746.000000;0;0;H
0s;-;100%;0.00000;10551.000000;0;0;H
0s;-;100%;0.00000;10551.0000;45;0;0.00000;0;0
0s;-;100%;0.00000;10551.0000;23;0;0.00000;0;0
0s;-;100%;0.00000;9880.0000000;0;0;H
0s;-;100%;0.00000;9880.00000;36;0;0.00000;0;0
0s;-;100%;0.00000;9880.00000;49;0;0.00000;0;0
0s;-;100%;0.00000;9880.00000;64;0;0.00000;0;0
0s;-;77.6%;2108.95825;9422.0000000;0;0;H
0s;-;77.4%;2108.95825;9325.0000000;0;0;H
0s;-;77.4%;2108.95825;9325.00000;40;0;2108.95825;0;0
0s;-;76.2%;2166.91618;9111.0000000;0;0;H
0s;-;76.2%;2166.91618;9098.0000000;0;0;H
0s;-;76.2%;2166.91618;9098.00000;46;0;2166.91618;0;0
0s;-;76.2%;2169.83714;9098.00000;47;0;2169.83714;0;0
0s;-;73.8%;2382.90159;9098.00000;51;0;2382.90159;0;0
0s;-;73.8%;2383.23745;9098.00000;53;0;2383.23745;0;0
0s;-;73.7%;2383.43054;9070.0000000;0;0;H
0s;-;73.7%;2383.43054;9070.00000;52;0;2383.43054;0;0
0s;-;73.7%;2383.43054;9070.00000;48;0;2383.43054;0;0
0s;-;73.7%;2383.82117;9068.0000000;0;0;H
0s;-;73.4%;2383.82117;8965.0000000;0;0;H
0s;-;73.4%;2383.82117;8963.0000000;1;0;H
0s;-;73.4%;2383.82117;8963.00000;47;0;2383.82117;1;0
0s;11.8;72.9%;2426.00000;8940.0000000;34;31;H
0s;6.8;72.9%;2426.00000;8938.0000000;119;119;H
0s;6.1;72.7%;2426.00000;8877.0000000;180;180;H
0s;6.0;66.2%;2426.00000;7184.0000000;180;185;H
0s;5.6;62.8%;2426.00000;6524.0000000;225;270;H
4s;9.3;58.3%;2718.09214;6513.0000000;1230;2363;H
4s;9.5;58.0%;2718.09214;6465.0000000;1226;2420;H
4s;9.5;57.6%;2718.09214;6404.0000000;1164;2444;H
4s;11.3;57.4%;2728.01140;6403.0000000;1129;3539;H
5s;11.6;56.9%;2762.00152;6403.00000;69;36;3326.87498;1142;4065
5s;11.6;55.3%;2762.00152;6173.0000000;1093;4066;H
5s;11.6;54.6%;2762.00152;6089.0000000;1046;4069;H
5s;11.6;53.3%;2762.00152;5919.0000000;1001;4073;H
8s;11.6;51.8%;2762.00152;5733.0000000;959;4088;H
8s;11.6;50.0%;2762.00152;5525.0000000;916;4097;H
10s;15.2;44.3%;3076.89295;5525.00000;69;44;3423.70822;3595;12569
15s;15.6;40.9%;3263.00000;5525.00000;62;41;3666.43223;6579;23192
20s;15.7;37.1%;3476.00000;5525.00000;35;51;4953.00000;10726;38998
25s;15.7;35.9%;3539.00000;5525.00000;53;48;4630.35406;12040;44203
30s;16.1;33.9%;3654.00000;5525.00000;33;49;4781.71180;13866;55163
35s;16.3;32.4%;3734.81493;5525.00000;51;42;4895.57470;16205;65439
40s;16.5;31.0%;3812.64714;5525.00000;30;49;5386.00000;17985;76923
45s;16.7;29.7%;3882.71369;5525.00000;80;42;4004.55265;19706;88542
50s;16.7;28.7%;3940.80806;5525.00000;52;infeasible;20819;97100
55s;16.7;27.8%;3987.56127;5525.00000;26;66;5181.24601;21770;104687
60s;16.6;27.0%;4035.00000;5525.00000;39;44;5193.23294;22662;113221
65s;16.5;26.1%;4082.00000;5525.00000;48;56;4922.73040;23466;121667
70s;16.5;25.3%;4125.00000;5525.00000;70;infeasible;24619;130049
75s;16.5;24.7%;4160.00000;5525.00000;45;47;4947.00000;25503;138213
80s;16.5;24.1%;4192.74504;5525.00000;58;49;4907.64293;26140;145105
85s;16.4;23.4%;4231.71330;5525.00000;55;48;4409.51815;26746;153649
90s;16.4;22.9%;4260.69662;5525.00000;33;58;5096.23063;27165;160462
95s;16.5;22.3%;4294.13170;5525.00000;34;54;5468.42264;27580;168871
100s;16.4;21.7%;4323.85770;5525.00000;43;54;4475.00000;27944;175467
105s;16.4;21.3%;4346.67844;5525.00000;56;47;4591.62909;28411;182246
111s;16.4;20.7%;4382.00000;5525.00000;38;46;5196.07127;28835;190615
115s;16.5;20.3%;4404.41873;5525.00000;25;60;5039.85112;29209;197239
120s;16.5;19.9%;4425.77611;5525.00000;26;71;4631.50563;29670;204141
126s;16.5;19.7%;4435.20152;5525.00000;57;50;4904.79574;29745;207306
130s;16.5;19.4%;4451.49510;5525.00000;34;53;5476.94702;29958;212443
136s;16.5;19.0%;4478.00000;5525.00000;46;51;5408.82973;30081;219253
140s;16.5;18.7%;4494.44617;5525.00000;70;48;4842.75334;30186;224442
145s;16.5;18.2%;4520.00000;5525.00000;58;infeasible;30140;231508
150s;16.5;17.8%;4544.00000;5525.00000;48;50;5093.38618;30238;238211
156s;16.5;17.2%;4572.73651;5525.00000;40;47;5318.21254;30176;246410
160s;16.5;16.8%;4597.62865;5525.00000;18;72;5212.00000;30147;253190
165s;16.5;16.4%;4619.76535;5525.00000;19;69;5086.40320;30080;260304
170s;16.5;16.0%;4639.72944;5525.00000;40;50;4647.23412;30003;266891
176s;16.5;15.6%;4665.00000;5525.00000;27;51;5445.09139;29626;274237
180s;16.6;15.2%;4683.00000;5525.00000;54;44;4778.83693;29548;279346
185s;16.6;14.8%;4706.55936;5525.00000;15;74;5465.36699;29114;286270
190s;16.6;14.3%;4734.06319;5525.00000;54;51;4809.91093;28705;293173
195s;16.6;14.0%;4751.90244;5525.00000;50;cutoff;28477;298401
200s;16.6;13.5%;4776.62801;5525.00000;51;infeasible;28075;305223
206s;16.6;13.1%;4801.02836;5525.00000;48;63;5445.38026;27537;312056
210s;16.6;12.8%;4819.92798;5525.00000;36;62;4903.00000;27023;317240
216s;16.7;12.3%;4845.00000;5525.00000;24;50;5191.22296;26429;323782
221s;16.7;12.0%;4862.85382;5525.00000;36;51;5449.40224;25882;329021
225s;16.7;11.6%;4882.10746;5525.00000;37;61;4905.00000;25313;334269
230s;16.7;11.3%;4899.12657;5525.00000;28;61;5305.11457;24909;339374
235s;16.8;11.0%;4916.33914;5525.00000;70;infeasible;24367;344416
240s;16.8;10.7%;4933.00000;5525.00000;38;50;5001.74385;23737;349324
245s;16.8;10.4%;4952.75523;5525.00000;58;infeasible;23037;354510
250s;16.8;10.0%;4972.09074;5525.00000;19;72;5033.00000;22252;359787
256s;16.8;9.66%;4991.01344;5525.00000;23;56;5423.36638;21593;365079
261s;16.9;9.34%;5008.82095;5525.00000;53;infeasible;20884;370232
265s;16.9;9.12%;5021.12768;5525.00000;30;45;5320.98187;20302;373717
270s;16.9;8.76%;5041.00000;5525.00000;50;infeasible;19520;378576
276s;17.0;8.43%;5059.00000;5525.00000;25;48;5518.85375;18831;383939
281s;17.0;8.05%;5080.00000;5525.00000;44;52;5413.52806;18028;389157
285s;17.0;7.83%;5092.20187;5525.00000;33;48;5391.52179;17472;392604
290s;17.0;7.50%;5110.46556;5525.00000;32;75;5170.82513;16626;397512
296s;17.1;7.11%;5132.00000;5525.00000;59;infeasible;15752;402729
301s;17.1;6.88%;5144.87993;5525.00000;56;infeasible;15084;406110
305s;17.1;6.62%;5159.05332;5525.00000;55;cutoff;14471;409686
311s;17.1;6.25%;5179.48975;5525.00000;56;infeasible;13427;414775
316s;17.2;5.98%;5194.37845;5525.00000;32;52;5286.96332;13075;418212
320s;17.2;5.90%;5199.00000;5525.00000;65;44;5262.87054;12326;419488
327s;17.2;5.41%;5226.00000;5525.00000;14;64;5277.00000;11089;424883
331s;17.2;5.10%;5243.00000;5525.00000;40;49;5277.05786;10345;428594
336s;17.3;4.80%;5259.98099;5525.00000;36;53;5424.00000;9502;432091
341s;17.3;4.45%;5279.33783;5525.00000;57;54;5297.33572;8525;435660
345s;17.3;4.09%;5299.00000;5525.00000;16;69;5346.91992;7656;439051
350s;17.3;3.71%;5320.00000;5525.00000;53;cutoff;6652;442552
357s;17.4;3.06%;5355.90242;5525.00000;18;52;5510.76233;5000;447811
362s;17.4;2.66%;5378.00000;5525.00000;62;infeasible;3874;451361
367s;17.4;2.14%;5406.70908;5525.00000;52;infeasible;2750;454898
371s;17.5;1.66%;5433.53695;5525.00000;59;infeasible;1268;458232
