name;value
C1181;1.0
C1182;0.0
C1183;1.0
C1184;0.0
C1185;0.0
C1186;1.0
C1187;0.0
C1188;1.0
C1189;1.0
C1190;0.0
C1191;0.0
C1192;1.0
C1193;0.0
C1194;1.0
C1195;0.0
C1196;1.0
Z_FO;11812.0
s[0,0,5];1444.999999999989
s[0,0,6];0.0
s[0,1,3];0.0
s[0,1,4];1284.999999999989
s[0,1,6];0.0
s[0,2,1];894.0
s[0,2,3];0.0
s[0,2,6];0.0
s[0,3,0];0.0
s[0,3,1];0.0
s[0,3,2];794.0
s[1,0,4];1797.9999999999864
s[1,0,6];0.0
s[1,1,4];0.0
s[1,1,5];1702.9999999999864
s[1,1,6];0.0
s[1,2,1];1636.9999999999864
s[1,2,2];0.0
s[1,3,0];1422.9999999999864
s[1,3,2];0.0
s[2,0,5];0.0
s[2,0,6];1621.9999999999984
s[2,1,3];1431.9999999999984
s[2,1,4];0.0
s[2,1,5];0.0
s[2,2,2];0.0
s[2,2,3];1164.9999999999984
s[2,2,6];0.0
s[2,3,0];1024.9999999999864
s[2,3,1];0.0
s[3,0,4];0.0
s[3,0,5];2444.9999999999736
s[3,1,3];2299.9999999999736
s[3,1,5];0.0
s[3,2,2];2049.9999999999736
s[3,2,4];0.0
s[3,3,0];1962.9999999999736
s[3,3,1];0.0
s[4,0,3];778.9999999999999
s[4,0,5];0.0
s[4,1,1];0.0
s[4,1,4];0.0
s[4,1,5];693.9999999999999
s[4,2,3];0.0
s[4,2,4];3.524291969370097e-12
s[4,2,6];607.9999999999964
s[4,3,0];479.99999999999994
s[4,3,1];0.0
s[4,3,2];0.0
s[5,0,3];0.0
s[5,0,6];866.9999999999636
s[5,1,4];746.9999999999891
s[5,1,5];0.0
s[5,1,6];0.0
s[5,2,2];624.9999999999745
s[5,2,3];0.0
s[5,2,4];0.0
s[5,3,1];480.0
s[5,3,2];0.0
s[5,3,3];0.0
s[6,0,4];0.0
s[6,0,6];2294.9999999999864
s[6,1,4];2149.9999999999864
s[6,1,5];0.0
s[6,1,6];0.0
s[6,2,2];1683.0
s[6,2,4];0.0
s[6,3,1];0.0
s[6,3,2];1146.0
s[7,0,5];0.0
s[7,0,6];3205.9999999999864
s[7,1,4];0.0
s[7,1,5];3040.9999999999864
s[7,1,6];0.0
s[7,2,4];2772.9999999999864
s[7,2,5];0.0
s[7,3,2];2515.9999999999864
s[7,3,3];0.0
x[0,0,0,0];0.0
x[0,0,0,1];1.0
x[0,0,0,2];1.0
x[0,0,0,3];0.0
x[0,0,1,0];0.0
x[0,0,1,1];0.0
x[0,0,1,2];0.0
x[0,0,1,3];0.0
x[0,0,2,0];0.0
x[0,0,2,1];0.0
x[0,0,2,2];0.0
x[0,0,2,3];0.0
x[0,0,3,0];0.0
x[0,0,3,1];0.0
x[0,0,3,2];0.0
x[0,0,3,3];0.0
x[0,0,4,0];0.0
x[0,0,4,1];1.0
x[0,0,4,2];0.0
x[0,0,4,3];0.0
x[0,0,5,0];1.0
x[0,0,5,1];0.0
x[0,0,5,2];0.0
x[0,0,5,3];0.0
x[0,0,6,0];0.0
x[0,0,6,1];0.0
x[0,0,6,2];0.0
x[0,0,6,3];0.0
x[0,0,7,0];0.0
x[0,0,7,1];0.0
x[0,0,7,2];0.0
x[0,0,7,3];0.0
x[0,1,0,0];0.0
x[0,1,0,1];0.0
x[0,1,0,2];0.0
x[0,1,0,3];0.0
x[0,1,1,0];0.0
x[0,1,1,1];0.0
x[0,1,1,2];0.0
x[0,1,1,3];0.0
x[0,1,2,0];0.0
x[0,1,2,1];1.0
x[0,1,2,2];0.0
x[0,1,2,3];0.0
x[0,1,3,0];0.0
