Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 2
Job 0;2023-01-01 00:39:00;2023-01-01 01:44:00;Machine 3
Job 0;2023-01-01 01:44:00;2023-01-01 02:09:00;Machine 3
Job 0;2023-01-01 02:09:00;2023-01-01 02:27:00;Machine 4
Job 0;2023-01-01 02:27:00;2023-01-01 03:53:00;Machine 1
Job 0;2023-01-01 03:53:00;2023-01-01 04:19:00;Machine 4
Job 0;2023-01-01 04:19:00;2023-01-01 05:21:00;Machine 5
Job 0;2023-01-01 05:21:00;2023-01-01 05:52:00;Machine 2
Job 0;2023-01-01 05:52:00;2023-01-01 07:12:00;Machine 5
Job 0;2023-01-01 07:12:00;2023-01-01 07:34:00;Machine 5
Job 0;2023-01-01 07:34:00;2023-01-01 08:39:00;Machine 3
Job 0;2023-01-01 08:39:00;2023-01-01 09:11:00;Machine 5
Job 0;2023-01-01 09:11:00;2023-01-01 09:27:00;Machine 5
Job 0;2023-01-01 09:27:00;2023-01-01 10:24:00;Machine 5
Job 0;2023-01-01 10:24:00;2023-01-01 11:54:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:39:00;Machine 2
Job 1;2023-01-01 00:39:00;2023-01-01 02:03:00;Machine 4
Job 1;2023-01-01 02:03:00;2023-01-01 03:01:00;Machine 4
Job 1;2023-01-01 03:01:00;2023-01-01 03:47:00;Machine 1
Job 1;2023-01-01 03:47:00;2023-01-01 05:11:00;Machine 1
Job 1;2023-01-01 05:11:00;2023-01-01 06:21:00;Machine 4
Job 1;2023-01-01 06:21:00;2023-01-01 06:54:00;Machine 1
Job 1;2023-01-01 06:54:00;2023-01-01 08:23:00;Machine 1
Job 1;2023-01-01 08:23:00;2023-01-01 08:34:00;Machine 2
Job 1;2023-01-01 08:34:00;2023-01-01 08:59:00;Machine 1
Job 1;2023-01-01 08:59:00;2023-01-01 10:25:00;Machine 3
Job 1;2023-01-01 10:25:00;2023-01-01 10:45:00;Machine 3
Job 1;2023-01-01 10:45:00;2023-01-01 11:56:00;Machine 4
Job 1;2023-01-01 11:56:00;2023-01-01 12:30:00;Machine 2
Job 1;2023-01-01 12:30:00;2023-01-01 13:32:00;Machine 2
Job 1;2023-01-01 13:32:00;2023-01-01 14:22:00;Machine 5
Job 1;2023-01-01 14:22:00;2023-01-01 15:17:00;Machine 5
Job 1;2023-01-01 15:17:00;2023-01-01 15:56:00;Machine 1
Job 1;2023-01-01 15:56:00;2023-01-01 16:41:00;Machine 3
Job 1;2023-01-01 16:41:00;2023-01-01 17:47:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 01:11:00;Machine 4
Job 2;2023-01-01 01:11:00;2023-01-01 02:24:00;Machine 2
Job 2;2023-01-01 02:24:00;2023-01-01 03:44:00;Machine 1
Job 2;2023-01-01 03:44:00;2023-01-01 04:25:00;Machine 2
Job 2;2023-01-01 04:25:00;2023-01-01 05:54:00;Machine 2
Job 2;2023-01-01 05:54:00;2023-01-01 07:02:00;Machine 5
Job 2;2023-01-01 07:02:00;2023-01-01 07:27:00;Machine 2
Job 2;2023-01-01 07:27:00;2023-01-01 08:52:00;Machine 1
Job 2;2023-01-01 08:52:00;2023-01-01 09:59:00;Machine 3
Job 2;2023-01-01 09:59:00;2023-01-01 10:45:00;Machine 4
Job 2;2023-01-01 10:45:00;2023-01-01 11:43:00;Machine 5
Job 2;2023-01-01 11:43:00;2023-01-01 12:32:00;Machine 1
Job 2;2023-01-01 12:32:00;2023-01-01 13:11:00;Machine 2
Job 2;2023-01-01 13:11:00;2023-01-01 14:37:00;Machine 5
Job 2;2023-01-01 14:37:00;2023-01-01 15:11:00;Machine 2
Job 2;2023-01-01 15:11:00;2023-01-01 16:09:00;Machine 2
Job 2;2023-01-01 16:09:00;2023-01-01 17:16:00;Machine 4
Job 2;2023-01-01 17:16:00;2023-01-01 18:17:00;Machine 1
Job 2;2023-01-01 18:17:00;2023-01-01 19:09:00;Machine 3
Job 2;2023-01-01 19:09:00;2023-01-01 19:40:00;Machine 2
Job 2;2023-01-01 19:40:00;2023-01-01 20:01:00;Machine 4
Job 2;2023-01-01 20:01:00;2023-01-01 20:38:00;Machine 4
Job 2;2023-01-01 20:38:00;2023-01-01 21:45:00;Machine 4
Job 3;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 5
Job 3;2023-01-01 01:16:00;2023-01-01 02:23:00;Machine 4
Job 3;2023-01-01 02:23:00;2023-01-01 03:27:00;Machine 5
Job 3;2023-01-01 03:27:00;2023-01-01 04:12:00;Machine 1
Job 3;2023-01-01 04:12:00;2023-01-01 05:06:00;Machine 3
Job 3;2023-01-01 05:06:00;2023-01-01 06:05:00;Machine 5
Job 3;2023-01-01 06:05:00;2023-01-01 07:10:00;Machine 5
Job 3;2023-01-01 07:10:00;2023-01-01 08:40:00;Machine 1
Job 3;2023-01-01 08:40:00;2023-01-01 09:11:00;Machine 2
Job 3;2023-01-01 09:11:00;2023-01-01 10:13:00;Machine 5
Job 3;2023-01-01 10:13:00;2023-01-01 10:34:00;Machine 5
Job 3;2023-01-01 10:34:00;2023-01-01 11:35:00;Machine 2
Job 3;2023-01-01 11:35:00;2023-01-01 12:11:00;Machine 2
Job 3;2023-01-01 12:11:00;2023-01-01 13:42:00;Machine 3
Job 3;2023-01-01 13:42:00;2023-01-01 14:13:00;Machine 2
Job 3;2023-01-01 14:13:00;2023-01-01 15:29:00;Machine 2
Job 3;2023-01-01 15:29:00;2023-01-01 16:11:00;Machine 1
Job 3;2023-01-01 16:11:00;2023-01-01 17:13:00;Machine 3
Job 4;2023-01-01 00:00:00;2023-01-01 01:31:00;Machine 4
Job 4;2023-01-01 01:31:00;2023-01-01 02:36:00;Machine 5
Job 4;2023-01-01 02:36:00;2023-01-01 04:03:00;Machine 1
Job 4;2023-01-01 04:03:00;2023-01-01 04:46:00;Machine 3
Job 4;2023-01-01 04:46:00;2023-01-01 05:20:00;Machine 2
Job 4;2023-01-01 05:20:00;2023-01-01 06:10:00;Machine 5
Job 4;2023-01-01 06:10:00;2023-01-01 07:36:00;Machine 3
Job 4;2023-01-01 07:36:00;2023-01-01 08:17:00;Machine 4
Job 4;2023-01-01 08:17:00;2023-01-01 09:33:00;Machine 5
Job 4;2023-01-01 09:33:00;2023-01-01 10:13:00;Machine 4
Job 4;2023-01-01 10:13:00;2023-01-01 11:43:00;Machine 2
Job 4;2023-01-01 11:43:00;2023-01-01 12:41:00;Machine 3
Job 4;2023-01-01 12:41:00;2023-01-01 14:18:00;Machine 1
Job 4;2023-01-01 14:18:00;2023-01-01 15:01:00;Machine 5
Job 4;2023-01-01 15:01:00;2023-01-01 15:30:00;Machine 3
Job 4;2023-01-01 15:30:00;2023-01-01 16:28:00;Machine 2
Job 4;2023-01-01 16:28:00;2023-01-01 18:00:00;Machine 2
Job 4;2023-01-01 18:00:00;2023-01-01 19:07:00;Machine 1
Job 4;2023-01-01 19:07:00;2023-01-01 20:03:00;Machine 5
Job 4;2023-01-01 20:03:00;2023-01-01 21:36:00;Machine 5
Job 4;2023-01-01 21:36:00;2023-01-01 22:19:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 01:33:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 01:35:00;Machine 3
Job 5;2023-01-01 00:00:00;2023-01-01 00:17:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 2
Job 5;2023-01-01 00:00:00;2023-01-01 01:11:00;Machine 3
Job 5;2023-01-01 00:00:00;2023-01-01 01:11:00;Machine 4
