Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:27:00;Machine 4
Job 0;2023-01-01 00:00:00;2023-01-01 01:24:00;Machine 6
Job 0;2023-01-01 00:27:00;2023-01-01 01:26:00;Machine 5
Job 0;2023-01-01 01:26:00;2023-01-01 01:58:00;Machine 2
Job 0;2023-01-01 01:58:00;2023-01-01 03:13:00;Machine 2
Job 0;2023-01-01 03:13:00;2023-01-01 03:37:00;Machine 5
Job 0;2023-01-01 03:37:00;2023-01-01 04:38:00;Machine 5
Job 0;2023-01-01 04:38:00;2023-01-01 05:10:00;Machine 5
Job 0;2023-01-01 05:10:00;2023-01-01 05:23:00;Machine 8
Job 0;2023-01-01 05:23:00;2023-01-01 06:21:00;Machine 3
Job 0;2023-01-01 06:21:00;2023-01-01 07:46:00;Machine 6
Job 0;2023-01-01 07:46:00;2023-01-01 08:24:00;Machine 8
Job 0;2023-01-01 08:24:00;2023-01-01 09:48:00;Machine 4
Job 0;2023-01-01 09:48:00;2023-01-01 10:48:00;Machine 7
Job 0;2023-01-01 10:48:00;2023-01-01 11:34:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 01:29:00;Machine 2
Job 1;2023-01-01 00:00:00;2023-01-01 01:34:00;Machine 3
Job 1;2023-01-01 00:00:00;2023-01-01 01:34:00;Machine 6
Job 1;2023-01-01 01:06:00;2023-01-01 01:39:00;Machine 1
Job 1;2023-01-01 01:39:00;2023-01-01 03:11:00;Machine 6
Job 1;2023-01-01 03:11:00;2023-01-01 03:27:00;Machine 1
Job 1;2023-01-01 03:27:00;2023-01-01 03:46:00;Machine 8
Job 1;2023-01-01 03:46:00;2023-01-01 05:09:00;Machine 6
Job 1;2023-01-01 05:09:00;2023-01-01 05:29:00;Machine 7
Job 1;2023-01-01 05:29:00;2023-01-01 06:40:00;Machine 3
Job 1;2023-01-01 06:40:00;2023-01-01 07:19:00;Machine 1
Job 1;2023-01-01 07:19:00;2023-01-01 08:23:00;Machine 5
Job 1;2023-01-01 08:23:00;2023-01-01 09:10:00;Machine 5
Job 1;2023-01-01 09:10:00;2023-01-01 10:01:00;Machine 5
Job 1;2023-01-01 10:01:00;2023-01-01 10:38:00;Machine 7
Job 1;2023-01-01 10:38:00;2023-01-01 11:23:00;Machine 4
Job 1;2023-01-01 11:23:00;2023-01-01 12:28:00;Machine 8
Job 1;2023-01-01 12:28:00;2023-01-01 13:35:00;Machine 4
Job 1;2023-01-01 13:35:00;2023-01-01 14:49:00;Machine 6
Job 1;2023-01-01 14:49:00;2023-01-01 16:09:00;Machine 2
Job 1;2023-01-01 16:09:00;2023-01-01 16:47:00;Machine 2
Job 10;2023-01-01 00:00:00;2023-01-01 01:00:00;Machine 1
Job 10;2023-01-01 01:00:00;2023-01-01 02:27:00;Machine 6
Job 10;2023-01-01 02:27:00;2023-01-01 03:18:00;Machine 8
Job 10;2023-01-01 03:18:00;2023-01-01 04:37:00;Machine 1
Job 10;2023-01-01 04:37:00;2023-01-01 05:32:00;Machine 8
Job 10;2023-01-01 05:32:00;2023-01-01 06:26:00;Machine 7
Job 10;2023-01-01 06:26:00;2023-01-01 07:55:00;Machine 3
Job 10;2023-01-01 07:55:00;2023-01-01 08:41:00;Machine 5
Job 10;2023-01-01 08:41:00;2023-01-01 09:56:00;Machine 4
Job 10;2023-01-01 09:56:00;2023-01-01 11:03:00;Machine 4
Job 10;2023-01-01 11:03:00;2023-01-01 11:42:00;Machine 6
Job 10;2023-01-01 11:42:00;2023-01-01 13:12:00;Machine 2
Job 10;2023-01-01 13:12:00;2023-01-01 14:42:00;Machine 4
Job 10;2023-01-01 14:42:00;2023-01-01 15:20:00;Machine 1
Job 10;2023-01-01 15:20:00;2023-01-01 16:26:00;Machine 2
Job 10;2023-01-01 16:26:00;2023-01-01 16:40:00;Machine 1
Job 10;2023-01-01 16:40:00;2023-01-01 17:33:00;Machine 1
Job 10;2023-01-01 17:33:00;2023-01-01 17:52:00;Machine 4
Job 10;2023-01-01 17:52:00;2023-01-01 18:52:00;Machine 4
Job 11;2023-01-01 00:00:00;2023-01-01 00:19:00;Machine 1
Job 11;2023-01-01 00:00:00;2023-01-01 00:40:00;Machine 2
Job 11;2023-01-01 00:00:00;2023-01-01 00:42:00;Machine 6
Job 11;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 8
Job 11;2023-01-01 00:19:00;2023-01-01 01:40:00;Machine 7
Job 11;2023-01-01 01:40:00;2023-01-01 02:03:00;Machine 3
Job 11;2023-01-01 02:03:00;2023-01-01 03:24:00;Machine 3
Job 11;2023-01-01 03:24:00;2023-01-01 04:10:00;Machine 1
Job 11;2023-01-01 04:10:00;2023-01-01 04:57:00;Machine 2
Job 11;2023-01-01 04:57:00;2023-01-01 05:58:00;Machine 6
Job 11;2023-01-01 05:58:00;2023-01-01 06:18:00;Machine 7
Job 11;2023-01-01 06:18:00;2023-01-01 07:22:00;Machine 2
Job 11;2023-01-01 07:22:00;2023-01-01 08:27:00;Machine 3
Job 11;2023-01-01 08:27:00;2023-01-01 09:11:00;Machine 6
Job 11;2023-01-01 09:11:00;2023-01-01 09:53:00;Machine 7
Job 11;2023-01-01 09:53:00;2023-01-01 10:31:00;Machine 6
Job 11;2023-01-01 10:31:00;2023-01-01 10:43:00;Machine 3
Job 11;2023-01-01 10:43:00;2023-01-01 12:02:00;Machine 7
Job 11;2023-01-01 12:02:00;2023-01-01 12:18:00;Machine 3
Job 11;2023-01-01 12:18:00;2023-01-01 13:49:00;Machine 4
Job 11;2023-01-01 13:49:00;2023-01-01 14:14:00;Machine 5
Job 11;2023-01-01 14:14:00;2023-01-01 15:34:00;Machine 6
Job 11;2023-01-01 15:34:00;2023-01-01 16:07:00;Machine 2
Job 12;2023-01-01 00:00:00;2023-01-01 00:43:00;Machine 4
Job 12;2023-01-01 00:43:00;2023-01-01 01:29:00;Machine 5
Job 12;2023-01-01 01:29:00;2023-01-01 02:23:00;Machine 3
Job 12;2023-01-01 02:23:00;2023-01-01 03:17:00;Machine 4
Job 12;2023-01-01 03:17:00;2023-01-01 03:42:00;Machine 1
Job 12;2023-01-01 03:42:00;2023-01-01 05:10:00;Machine 1
Job 12;2023-01-01 05:10:00;2023-01-01 06:35:00;Machine 6
Job 12;2023-01-01 06:35:00;2023-01-01 07:18:00;Machine 3
Job 12;2023-01-01 07:18:00;2023-01-01 08:20:00;Machine 5
Job 12;2023-01-01 08:20:00;2023-01-01 09:39:00;Machine 8
Job 12;2023-01-01 09:39:00;2023-01-01 11:10:00;Machine 7
Job 12;2023-01-01 11:10:00;2023-01-01 12:36:00;Machine 5
Job 12;2023-01-01 12:36:00;2023-01-01 13:58:00;Machine 8
Job 12;2023-01-01 13:58:00;2023-01-01 14:56:00;Machine 3
Job 12;2023-01-01 14:56:00;2023-01-01 15:15:00;Machine 3
Job 12;2023-01-01 15:15:00;2023-01-01 16:46:00;Machine 4
Job 13;2023-01-01 00:00:00;2023-01-01 01:00:00;Machine 3
Job 13;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 7
Job 13;2023-01-01 00:00:00;2023-01-01 00:26:00;Machine 5
Job 13;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 2
Job 13;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 8
Job 13;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 2
Job 13;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 4
Job 13;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 5
Job 13;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 7
Job 13;2023-01-01 01:00:00;2023-01-01 02:06:00;Machine 8
Job 13;2023-01-01 02:06:00;2023-01-01 03:35:00;Machine 8
Job 13;2023-01-01 03:35:00;2023-01-01 04:18:00;Machine 5
Job 13;2023-01-01 05:07:00;2023-01-01 06:03:00;Machine 6
Job 13;2023-01-01 06:29:00;2023-01-01 07:51:00;Machine 6
Job 13;2023-01-01 07:51:00;2023-01-01 08:02:00;Machine 4
Job 13;2023-01-01 08:02:00;2023-01-01 08:15:00;Machine 3
Job 13;2023-01-01 09:21:00;2023-01-01 10:16:00;Machine 1
Job 13;2023-01-01 10:16:00;2023-01-01 10:56:00;Machine 2
Job 13;2023-01-01 10:56:00;2023-01-01 12:04:00;Machine 6
Job 13;2023-01-01 12:04:00;2023-01-01 13:14:00;Machine 5
Job 14;2023-01-01 00:00:00;2023-01-01 00:21:00;Machine 6
Job 14;2023-01-01 00:21:00;2023-01-01 01:11:00;Machine 4
Job 14;2023-01-01 01:11:00;2023-01-01 02:24:00;Machine 3
Job 14;2023-01-01 02:24:00;2023-01-01 02:52:00;Machine 2
Job 14;2023-01-01 02:52:00;2023-01-01 03:29:00;Machine 1
Job 14;2023-01-01 03:29:00;2023-01-01 03:41:00;Machine 5
Job 14;2023-01-01 03:41:00;2023-01-01 04:26:00;Machine 1
Job 14;2023-01-01 04:26:00;2023-01-01 04:45:00;Machine 8
Job 14;2023-01-01 04:45:00;2023-01-01 05:53:00;Machine 3
Job 14;2023-01-01 05:53:00;2023-01-01 06:24:00;Machine 2
Job 14;2023-01-01 06:24:00;2023-01-01 07:49:00;Machine 2
Job 14;2023-01-01 07:49:00;2023-01-01 08:07:00;Machine 5
Job 14;2023-01-01 08:07:00;2023-01-01 08:57:00;Machine 5
Job 14;2023-01-01 08:57:00;2023-01-01 09:44:00;Machine 3
Job 14;2023-01-01 09:44:00;2023-01-01 11:00:00;Machine 8
Job 14;2023-01-01 11:00:00;2023-01-01 12:17:00;Machine 5
Job 14;2023-01-01 12:17:00;2023-01-01 13:29:00;Machine 8
Job 14;2023-01-01 13:29:00;2023-01-01 14:52:00;Machine 1
Job 14;2023-01-01 14:52:00;2023-01-01 15:24:00;Machine 1
Job 14;2023-01-01 15:24:00;2023-01-01 16:15:00;Machine 6
Job 14;2023-01-01 16:15:00;2023-01-01 16:35:00;Machine 5
Job 14;2023-01-01 16:35:00;2023-01-01 17:20:00;Machine 5
Job 14;2023-01-01 17:20:00;2023-01-01 17:51:00;Machine 8
Job 14;2023-01-01 17:51:00;2023-01-01 18:32:00;Machine 3
Job 14;2023-01-01 18:32:00;2023-01-01 19:04:00;Machine 2
Job 2;2023-01-01 00:00:00;2023-01-01 01:07:00;Machine 6
Job 2;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 3
Job 2;2023-01-01 00:00:00;2023-01-01 00:56:00;Machine 5
Job 2;2023-01-01 00:00:00;2023-01-01 00:54:00;Machine 8
Job 2;2023-01-01 01:07:00;2023-01-01 01:30:00;Machine 2
Job 2;2023-01-01 01:30:00;2023-01-01 02:52:00;Machine 3
Job 2;2023-01-01 02:52:00;2023-01-01 03:59:00;Machine 7
Job 2;2023-01-01 03:59:00;2023-01-01 04:40:00;Machine 1
Job 2;2023-01-01 04:40:00;2023-01-01 05:36:00;Machine 5
Job 2;2023-01-01 05:36:00;2023-01-01 06:29:00;Machine 3
Job 2;2023-01-01 06:29:00;2023-01-01 07:01:00;Machine 3
Job 2;2023-01-01 07:01:00;2023-01-01 08:29:00;Machine 7
Job 2;2023-01-01 08:29:00;2023-01-01 09:05:00;Machine 1
Job 2;2023-01-01 09:05:00;2023-01-01 10:00:00;Machine 2
Job 2;2023-01-01 10:00:00;2023-01-01 11:04:00;Machine 5
Job 2;2023-01-01 11:04:00;2023-01-01 12:06:00;Machine 4
Job 2;2023-01-01 12:06:00;2023-01-01 12:59:00;Machine 6
Job 2;2023-01-01 12:59:00;2023-01-01 13:30:00;Machine 7
Job 2;2023-01-01 13:30:00;2023-01-01 13:51:00;Machine 3
Job 2;2023-01-01 13:51:00;2023-01-01 14:23:00;Machine 7
Job 2;2023-01-01 14:23:00;2023-01-01 15:33:00;Machine 5
Job 2;2023-01-01 15:33:00;2023-01-01 16:47:00;Machine 5
Job 2;2023-01-01 16:47:00;2023-01-01 17:57:00;Machine 8
Job 2;2023-01-01 17:57:00;2023-01-01 18:57:00;Machine 1
Job 2;2023-01-01 18:57:00;2023-01-01 19:40:00;Machine 8
Job 3;2023-01-01 00:00:00;2023-01-01 00:56:00;Machine 6
Job 3;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 3
Job 3;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 5
Job 3;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 8
Job 3;2023-01-01 00:56:00;2023-01-01 02:04:00;Machine 4
Job 3;2023-01-01 02:04:00;2023-01-01 03:32:00;Machine 6
Job 3;2023-01-01 03:32:00;2023-01-01 04:00:00;Machine 1
Job 3;2023-01-01 04:00:00;2023-01-01 05:06:00;Machine 5
Job 3;2023-01-01 05:06:00;2023-01-01 05:32:00;Machine 1
Job 3;2023-01-01 05:32:00;2023-01-01 06:29:00;Machine 2
Job 3;2023-01-01 06:29:00;2023-01-01 07:01:00;Machine 5
Job 3;2023-01-01 07:01:00;2023-01-01 08:32:00;Machine 3
Job 3;2023-01-01 08:32:00;2023-01-01 09:01:00;Machine 7
Job 3;2023-01-01 09:01:00;2023-01-01 10:16:00;Machine 4
Job 3;2023-01-01 10:16:00;2023-01-01 10:58:00;Machine 6
Job 3;2023-01-01 10:58:00;2023-01-01 11:57:00;Machine 1
Job 3;2023-01-01 11:57:00;2023-01-01 13:26:00;Machine 2
Job 3;2023-01-01 13:26:00;2023-01-01 14:32:00;Machine 5
Job 3;2023-01-01 14:32:00;2023-01-01 15:54:00;Machine 7
Job 3;2023-01-01 15:54:00;2023-01-01 16:38:00;Machine 6
Job 4;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 3
Job 4;2023-01-01 00:49:00;2023-01-01 02:13:00;Machine 8
Job 4;2023-01-01 02:13:00;2023-01-01 02:49:00;Machine 3
Job 4;2023-01-01 02:49:00;2023-01-01 04:06:00;Machine 7
Job 4;2023-01-01 04:06:00;2023-01-01 04:42:00;Machine 3
Job 4;2023-01-01 04:42:00;2023-01-01 06:09:00;Machine 3
Job 4;2023-01-01 06:09:00;2023-01-01 07:11:00;Machine 3
Job 4;2023-01-01 07:11:00;2023-01-01 08:45:00;Machine 1
Job 4;2023-01-01 08:45:00;2023-01-01 09:31:00;Machine 7
Job 4;2023-01-01 09:31:00;2023-01-01 09:58:00;Machine 7
Job 4;2023-01-01 09:58:00;2023-01-01 10:54:00;Machine 2
Job 4;2023-01-01 10:54:00;2023-01-01 12:24:00;Machine 2
Job 4;2023-01-01 12:24:00;2023-01-01 13:28:00;Machine 1
Job 4;2023-01-01 13:28:00;2023-01-01 14:28:00;Machine 1
Job 4;2023-01-01 14:28:00;2023-01-01 15:59:00;Machine 2
Job 4;2023-01-01 15:59:00;2023-01-01 16:37:00;Machine 3
Job 4;2023-01-01 16:37:00;2023-01-01 18:07:00;Machine 7
Job 4;2023-01-01 18:07:00;2023-01-01 19:10:00;Machine 5
Job 4;2023-01-01 19:10:00;2023-01-01 20:29:00;Machine 1
Job 4;2023-01-01 20:29:00;2023-01-01 21:32:00;Machine 5
Job 4;2023-01-01 21:32:00;2023-01-01 21:50:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 00:30:00;Machine 1
Job 5;2023-01-01 00:00:00;2023-01-01 01:27:00;Machine 4
Job 5;2023-01-01 00:00:00;2023-01-01 01:27:00;Machine 7
Job 5;2023-01-01 00:30:00;2023-01-01 00:57:00;Machine 7
Job 5;2023-01-01 00:57:00;2023-01-01 01:16:00;Machine 2
Job 5;2023-01-01 01:16:00;2023-01-01 02:48:00;Machine 8
Job 5;2023-01-01 02:48:00;2023-01-01 04:11:00;Machine 3
Job 5;2023-01-01 04:11:00;2023-01-01 05:12:00;Machine 4
Job 5;2023-01-01 05:12:00;2023-01-01 05:27:00;Machine 8
Job 5;2023-01-01 05:27:00;2023-01-01 06:49:00;Machine 1
Job 5;2023-01-01 06:49:00;2023-01-01 07:24:00;Machine 2
Job 5;2023-01-01 07:24:00;2023-01-01 08:32:00;Machine 3
Job 5;2023-01-01 08:32:00;2023-01-01 09:14:00;Machine 5
Job 5;2023-01-01 09:14:00;2023-01-01 10:45:00;Machine 1
Job 5;2023-01-01 10:45:00;2023-01-01 11:07:00;Machine 1
Job 5;2023-01-01 11:07:00;2023-01-01 11:42:00;Machine 2
Job 6;2023-01-01 00:00:00;2023-01-01 01:12:00;Machine 5
Job 6;2023-01-01 01:12:00;2023-01-01 02:34:00;Machine 7
Job 6;2023-01-01 02:34:00;2023-01-01 03:19:00;Machine 6
Job 6;2023-01-01 03:19:00;2023-01-01 03:50:00;Machine 8
Job 6;2023-01-01 03:50:00;2023-01-01 04:33:00;Machine 1
Job 6;2023-01-01 04:33:00;2023-01-01 05:34:00;Machine 1
Job 6;2023-01-01 05:34:00;2023-01-01 06:28:00;Machine 7
Job 6;2023-01-01 06:28:00;2023-01-01 07:57:00;Machine 4
