Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:01:00;Machine 4
Job 0;2023-01-01 00:00:00;2023-01-01 00:20:00;Machine 5
Job 0;2023-01-01 00:00:00;2023-01-01 00:27:00;Machine 6
Job 0;2023-01-01 00:00:00;2023-01-01 00:24:00;Machine 7
Job 0;2023-01-01 00:00:00;2023-01-01 00:22:00;Machine 8
Job 0;2023-01-01 01:01:00;2023-01-01 01:31:00;Machine 2
Job 0;2023-01-01 01:31:00;2023-01-01 01:42:00;Machine 5
Job 0;2023-01-01 01:42:00;2023-01-01 02:45:00;Machine 2
Job 0;2023-01-01 02:45:00;2023-01-01 04:15:00;Machine 1
Job 0;2023-01-01 04:15:00;2023-01-01 04:54:00;Machine 9
Job 0;2023-01-01 04:54:00;2023-01-01 06:17:00;Machine 1
Job 0;2023-01-01 06:17:00;2023-01-01 07:17:00;Machine 7
Job 0;2023-01-01 07:17:00;2023-01-01 08:02:00;Machine 6
Job 0;2023-01-01 08:02:00;2023-01-01 09:25:00;Machine 8
Job 0;2023-01-01 09:25:00;2023-01-01 10:34:00;Machine 1
Job 0;2023-01-01 10:34:00;2023-01-01 11:03:00;Machine 1
Job 0;2023-01-01 11:03:00;2023-01-01 12:34:00;Machine 1
Job 0;2023-01-01 12:34:00;2023-01-01 12:50:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 01:24:00;Machine 10
Job 1;2023-01-01 00:00:00;2023-01-01 00:41:00;Machine 3
Job 1;2023-01-01 01:24:00;2023-01-01 01:43:00;Machine 7
Job 1;2023-01-01 01:43:00;2023-01-01 02:54:00;Machine 6
Job 1;2023-01-01 02:54:00;2023-01-01 03:33:00;Machine 7
Job 1;2023-01-01 03:33:00;2023-01-01 04:38:00;Machine 9
Job 1;2023-01-01 04:38:00;2023-01-01 05:23:00;Machine 7
Job 1;2023-01-01 05:23:00;2023-01-01 06:16:00;Machine 1
Job 1;2023-01-01 06:16:00;2023-01-01 06:51:00;Machine 6
Job 1;2023-01-01 06:51:00;2023-01-01 07:38:00;Machine 9
Job 1;2023-01-01 07:38:00;2023-01-01 08:45:00;Machine 1
Job 1;2023-01-01 08:45:00;2023-01-01 09:51:00;Machine 8
Job 1;2023-01-01 09:51:00;2023-01-01 11:04:00;Machine 1
Job 1;2023-01-01 11:04:00;2023-01-01 12:22:00;Machine 7
Job 1;2023-01-01 12:22:00;2023-01-01 12:58:00;Machine 5
Job 1;2023-01-01 12:58:00;2023-01-01 14:28:00;Machine 1
Job 1;2023-01-01 14:28:00;2023-01-01 15:34:00;Machine 4
Job 1;2023-01-01 15:34:00;2023-01-01 16:01:00;Machine 1
Job 1;2023-01-01 16:01:00;2023-01-01 17:23:00;Machine 9
Job 1;2023-01-01 17:23:00;2023-01-01 18:34:00;Machine 2
Job 10;2023-01-01 00:00:00;2023-01-01 00:59:00;Machine 1
Job 10;2023-01-01 00:00:00;2023-01-01 00:49:00;Machine 6
Job 10;2023-01-01 00:59:00;2023-01-01 02:27:00;Machine 7
Job 10;2023-01-01 02:27:00;2023-01-01 03:13:00;Machine 4
Job 10;2023-01-01 03:13:00;2023-01-01 04:29:00;Machine 5
Job 10;2023-01-01 04:29:00;2023-01-01 05:32:00;Machine 3
Job 10;2023-01-01 05:32:00;2023-01-01 06:15:00;Machine 6
Job 10;2023-01-01 06:15:00;2023-01-01 07:46:00;Machine 1
Job 10;2023-01-01 07:46:00;2023-01-01 09:08:00;Machine 3
Job 10;2023-01-01 09:08:00;2023-01-01 09:45:00;Machine 2
Job 10;2023-01-01 09:45:00;2023-01-01 10:48:00;Machine 2
Job 10;2023-01-01 10:48:00;2023-01-01 11:01:00;Machine 6
Job 10;2023-01-01 11:01:00;2023-01-01 11:52:00;Machine 1
Job 10;2023-01-01 11:52:00;2023-01-01 12:06:00;Machine 5
Job 10;2023-01-01 12:06:00;2023-01-01 13:04:00;Machine 1
Job 10;2023-01-01 13:04:00;2023-01-01 13:22:00;Machine 9
Job 10;2023-01-01 13:22:00;2023-01-01 14:42:00;Machine 10
