Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 01:06:00;Machine 1
Job 0;2023-01-01 01:06:00;2023-01-01 01:19:00;Machine 1
Job 0;2023-01-01 01:19:00;2023-01-01 02:52:00;Machine 1
Job 0;2023-01-01 02:52:00;2023-01-01 04:23:00;Machine 1
Job 0;2023-01-01 04:23:00;2023-01-01 04:37:00;Machine 1
Job 0;2023-01-01 04:37:00;2023-01-01 05:47:00;Machine 9
Job 0;2023-01-01 05:47:00;2023-01-01 07:26:00;Machine 2
Job 0;2023-01-01 07:26:00;2023-01-01 08:19:00;Machine 1
Job 0;2023-01-01 08:19:00;2023-01-01 09:45:00;Machine 2
Job 0;2023-01-01 09:45:00;2023-01-01 10:01:00;Machine 2
Job 1;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 2
Job 1;2023-01-01 00:34:00;2023-01-01 02:13:00;Machine 10
Job 1;2023-01-01 02:13:00;2023-01-01 03:15:00;Machine 1
Job 1;2023-01-01 03:15:00;2023-01-01 04:20:00;Machine 2
Job 1;2023-01-01 04:20:00;2023-01-01 05:22:00;Machine 6
Job 1;2023-01-01 05:22:00;2023-01-01 06:26:00;Machine 2
Job 1;2023-01-01 06:26:00;2023-01-01 06:47:00;Machine 7
Job 1;2023-01-01 06:47:00;2023-01-01 06:59:00;Machine 1
Job 1;2023-01-01 06:59:00;2023-01-01 07:08:00;Machine 1
Job 1;2023-01-01 07:08:00;2023-01-01 08:23:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 00:12:00;Machine 10
Job 2;2023-01-01 00:12:00;2023-01-01 00:38:00;Machine 1
Job 2;2023-01-01 00:38:00;2023-01-01 01:42:00;Machine 1
Job 2;2023-01-01 01:42:00;2023-01-01 03:14:00;Machine 1
Job 2;2023-01-01 03:14:00;2023-01-01 04:21:00;Machine 5
Job 2;2023-01-01 04:21:00;2023-01-01 04:49:00;Machine 6
Job 2;2023-01-01 04:49:00;2023-01-01 05:55:00;Machine 3
Job 2;2023-01-01 05:55:00;2023-01-01 07:18:00;Machine 2
Job 2;2023-01-01 07:18:00;2023-01-01 07:56:00;Machine 1
Job 2;2023-01-01 07:56:00;2023-01-01 08:54:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 01:17:00;Machine 9
Job 3;2023-01-01 01:17:00;2023-01-01 02:30:00;Machine 1
Job 3;2023-01-01 02:30:00;2023-01-01 03:52:00;Machine 3
Job 3;2023-01-01 03:52:00;2023-01-01 05:07:00;Machine 1
Job 3;2023-01-01 05:07:00;2023-01-01 06:31:00;Machine 1
Job 3;2023-01-01 06:31:00;2023-01-01 06:50:00;Machine 9
Job 3;2023-01-01 06:50:00;2023-01-01 07:08:00;Machine 1
Job 3;2023-01-01 07:08:00;2023-01-01 08:37:00;Machine 2
Job 3;2023-01-01 08:37:00;2023-01-01 08:45:00;Machine 4
Job 3;2023-01-01 08:45:00;2023-01-01 09:58:00;Machine 2
Job 4;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 1
Job 4;2023-01-01 00:00:00;2023-01-01 00:22:00;Machine 8
Job 4;2023-01-01 00:00:00;2023-01-01 00:22:00;Machine 9
Job 4;2023-01-01 00:34:00;2023-01-01 01:48:00;Machine 2
Job 4;2023-01-01 01:48:00;2023-01-01 02:36:00;Machine 2
Job 4;2023-01-01 02:36:00;2023-01-01 03:20:00;Machine 3
Job 4;2023-01-01 03:20:00;2023-01-01 04:52:00;Machine 2
Job 4;2023-01-01 04:52:00;2023-01-01 05:32:00;Machine 7
Job 4;2023-01-01 05:32:00;2023-01-01 06:32:00;Machine 2
Job 4;2023-01-01 06:32:00;2023-01-01 07:34:00;Machine 3
Job 4;2023-01-01 07:56:00;2023-01-01 09:03:00;Machine 7
Job 5;2023-01-01 00:00:00;2023-01-01 00:08:00;Machine 2
Job 5;2023-01-01 00:08:00;2023-01-01 01:33:00;Machine 1
Job 5;2023-01-01 01:33:00;2023-01-01 02:31:00;Machine 3
Job 5;2023-01-01 02:31:00;2023-01-01 04:08:00;Machine 1
Job 5;2023-01-01 04:08:00;2023-01-01 05:40:00;Machine 1
Job 5;2023-01-01 05:40:00;2023-01-01 07:09:00;Machine 1
Job 5;2023-01-01 07:09:00;2023-01-01 08:24:00;Machine 4
Job 5;2023-01-01 08:24:00;2023-01-01 09:41:00;Machine 2
Job 5;2023-01-01 09:41:00;2023-01-01 11:16:00;Machine 2
