Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:24:00;Machine 1
Job 0;2023-01-01 00:24:00;2023-01-01 00:36:00;Machine 1
Job 0;2023-01-01 00:36:00;2023-01-01 00:53:00;Machine 1
Job 0;2023-01-01 00:53:00;2023-01-01 01:20:00;Machine 1
Job 0;2023-01-01 01:20:00;2023-01-01 01:41:00;Machine 1
Job 0;2023-01-01 01:41:00;2023-01-01 02:06:00;Machine 11
Job 0;2023-01-01 02:06:00;2023-01-01 02:33:00;Machine 2
Job 0;2023-01-01 02:33:00;2023-01-01 02:59:00;Machine 3
Job 0;2023-01-01 02:59:00;2023-01-01 03:29:00;Machine 2
Job 0;2023-01-01 03:29:00;2023-01-01 04:00:00;Machine 3
Job 0;2023-01-01 04:00:00;2023-01-01 04:18:00;Machine 5
Job 0;2023-01-01 04:18:00;2023-01-01 04:34:00;Machine 6
Job 0;2023-01-01 04:34:00;2023-01-01 05:13:00;Machine 2
Job 0;2023-01-01 05:13:00;2023-01-01 05:32:00;Machine 8
Job 0;2023-01-01 05:32:00;2023-01-01 05:58:00;Machine 1
Job 1;2023-01-01 00:00:00;2023-01-01 00:30:00;Machine 5
Job 1;2023-01-01 00:30:00;2023-01-01 00:45:00;Machine 2
Job 1;2023-01-01 00:45:00;2023-01-01 01:05:00;Machine 1
Job 1;2023-01-01 01:05:00;2023-01-01 01:24:00;Machine 4
Job 1;2023-01-01 01:24:00;2023-01-01 01:48:00;Machine 2
Job 1;2023-01-01 01:48:00;2023-01-01 02:03:00;Machine 10
Job 1;2023-01-01 02:03:00;2023-01-01 02:31:00;Machine 2
Job 1;2023-01-01 02:31:00;2023-01-01 03:07:00;Machine 1
Job 1;2023-01-01 03:07:00;2023-01-01 03:33:00;Machine 1
Job 1;2023-01-01 03:33:00;2023-01-01 03:48:00;Machine 2
Job 1;2023-01-01 03:48:00;2023-01-01 03:59:00;Machine 1
Job 1;2023-01-01 03:59:00;2023-01-01 04:22:00;Machine 2
Job 1;2023-01-01 04:22:00;2023-01-01 04:42:00;Machine 1
Job 1;2023-01-01 04:42:00;2023-01-01 05:08:00;Machine 3
Job 1;2023-01-01 05:08:00;2023-01-01 05:36:00;Machine 2
Job 10;2023-01-01 00:00:00;2023-01-01 00:28:00;Machine 11
Job 10;2023-01-01 00:28:00;2023-01-01 01:05:00;Machine 1
Job 10;2023-01-01 01:05:00;2023-01-01 01:34:00;Machine 3
Job 10;2023-01-01 01:34:00;2023-01-01 02:05:00;Machine 1
Job 10;2023-01-01 02:05:00;2023-01-01 02:30:00;Machine 2
Job 10;2023-01-01 02:30:00;2023-01-01 02:43:00;Machine 9
Job 10;2023-01-01 02:43:00;2023-01-01 02:57:00;Machine 3
Job 10;2023-01-01 02:57:00;2023-01-01 03:17:00;Machine 1
Job 10;2023-01-01 03:17:00;2023-01-01 03:44:00;Machine 4
Job 10;2023-01-01 03:44:00;2023-01-01 04:09:00;Machine 4
