Task;Start;Finish;Resource
Job 0;2023-01-01 00:00:00;2023-01-01 00:58:00;Machine 4
Job 0;2023-01-01 00:58:00;2023-01-01 01:42:00;Machine 2
Job 0;2023-01-01 01:42:00;2023-01-01 01:47:00;Machine 2
Job 0;2023-01-01 01:47:00;2023-01-01 01:56:00;Machine 1
Job 0;2023-01-01 01:56:00;2023-01-01 02:54:00;Machine 4
Job 1;2023-01-01 00:00:00;2023-01-01 01:29:00;Machine 1
Job 1;2023-01-01 01:29:00;2023-01-01 03:06:00;Machine 1
Job 1;2023-01-01 03:06:00;2023-01-01 04:42:00;Machine 2
Job 1;2023-01-01 04:42:00;2023-01-01 05:59:00;Machine 4
Job 1;2023-01-01 05:59:00;2023-01-01 07:23:00;Machine 3
Job 10;2023-01-01 00:00:00;2023-01-01 00:52:00;Machine 1
Job 10;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 3
Job 10;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 4
Job 10;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 5
Job 10;2023-01-01 00:52:00;2023-01-01 02:25:00;Machine 2
Job 10;2023-01-01 02:25:00;2023-01-01 03:33:00;Machine 1
Job 10;2023-01-01 03:33:00;2023-01-01 04:02:00;Machine 3
Job 11;2023-01-01 00:00:00;2023-01-01 01:10:00;Machine 3
Job 11;2023-01-01 01:10:00;2023-01-01 02:08:00;Machine 1
Job 11;2023-01-01 02:08:00;2023-01-01 03:41:00;Machine 1
Job 11;2023-01-01 03:41:00;2023-01-01 03:48:00;Machine 1
Job 11;2023-01-01 03:48:00;2023-01-01 05:05:00;Machine 5
Job 12;2023-01-01 00:00:00;2023-01-01 00:27:00;Machine 5
Job 12;2023-01-01 00:27:00;2023-01-01 01:49:00;Machine 1
Job 12;2023-01-01 01:49:00;2023-01-01 02:52:00;Machine 2
Job 12;2023-01-01 02:52:00;2023-01-01 02:58:00;Machine 2
Job 12;2023-01-01 02:58:00;2023-01-01 04:33:00;Machine 1
Job 13;2023-01-01 00:00:00;2023-01-01 01:27:00;Machine 2
Job 13;2023-01-01 01:27:00;2023-01-01 02:23:00;Machine 2
Job 13;2023-01-01 02:23:00;2023-01-01 02:59:00;Machine 3
Job 13;2023-01-01 02:59:00;2023-01-01 03:25:00;Machine 1
Job 13;2023-01-01 03:25:00;2023-01-01 04:13:00;Machine 5
Job 14;2023-01-01 00:00:00;2023-01-01 01:16:00;Machine 3
Job 14;2023-01-01 01:16:00;2023-01-01 01:52:00;Machine 2
Job 14;2023-01-01 01:52:00;2023-01-01 02:28:00;Machine 1
Job 14;2023-01-01 02:28:00;2023-01-01 02:43:00;Machine 1
Job 14;2023-01-01 02:43:00;2023-01-01 02:51:00;Machine 1
Job 2;2023-01-01 00:00:00;2023-01-01 01:17:00;Machine 1
Job 2;2023-01-01 01:17:00;2023-01-01 02:44:00;Machine 1
Job 2;2023-01-01 02:44:00;2023-01-01 04:05:00;Machine 1
Job 2;2023-01-01 04:05:00;2023-01-01 04:44:00;Machine 1
Job 2;2023-01-01 04:44:00;2023-01-01 06:09:00;Machine 1
Job 3;2023-01-01 00:00:00;2023-01-01 00:57:00;Machine 4
Job 3;2023-01-01 00:57:00;2023-01-01 01:18:00;Machine 2
Job 3;2023-01-01 01:18:00;2023-01-01 01:49:00;Machine 1
Job 3;2023-01-01 01:49:00;2023-01-01 02:04:00;Machine 1
Job 3;2023-01-01 02:04:00;2023-01-01 03:17:00;Machine 1
Job 4;2023-01-01 00:00:00;2023-01-01 00:48:00;Machine 1
Job 4;2023-01-01 00:48:00;2023-01-01 01:28:00;Machine 1
Job 4;2023-01-01 01:28:00;2023-01-01 02:17:00;Machine 2
Job 4;2023-01-01 02:17:00;2023-01-01 03:27:00;Machine 2
Job 4;2023-01-01 03:27:00;2023-01-01 04:38:00;Machine 5
Job 5;2023-01-01 00:00:00;2023-01-01 00:34:00;Machine 4
Job 5;2023-01-01 00:34:00;2023-01-01 01:56:00;Machine 3
Job 5;2023-01-01 01:56:00;2023-01-01 03:16:00;Machine 1
Job 5;2023-01-01 03:16:00;2023-01-01 03:26:00;Machine 1
Job 5;2023-01-01 03:26:00;2023-01-01 03:48:00;Machine 1
Job 6;2023-01-01 00:00:00;2023-01-01 01:31:00;Machine 4
Job 6;2023-01-01 01:31:00;2023-01-01 02:46:00;Machine 5
Job 6;2023-01-01 02:46:00;2023-01-01 03:41:00;Machine 1
Job 6;2023-01-01 03:41:00;2023-01-01 03:58:00;Machine 1
Job 6;2023-01-01 03:58:00;2023-01-01 04:05:00;Machine 1
Job 7;2023-01-01 00:00:00;2023-01-01 01:02:00;Machine 5
Job 7;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 2
Job 7;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 3
Job 7;2023-01-01 00:00:00;2023-01-01 00:11:00;Machine 5
Job 7;2023-01-01 01:02:00;2023-01-01 01:49:00;Machine 1
Job 7;2023-01-01 01:49:00;2023-01-01 03:01:00;Machine 1
Job 7;2023-01-01 03:01:00;2023-01-01 03:36:00;Machine 3
Job 8;2023-01-01 00:00:00;2023-01-01 01:04:00;Machine 5
Job 8;2023-01-01 00:00:00;2023-01-01 01:34:00;Machine 3
Job 8;2023-01-01 00:00:00;2023-01-01 01:34:00;Machine 4
Job 8;2023-01-01 00:00:00;2023-01-01 01:34:00;Machine 5
Job 8;2023-01-01 01:04:00;2023-01-01 02:19:00;Machine 2
Job 8;2023-01-01 02:19:00;2023-01-01 03:09:00;Machine 4
Job 8;2023-01-01 03:09:00;2023-01-01 04:39:00;Machine 2
Job 9;2023-01-01 00:00:00;2023-01-01 01:07:00;Machine 5
Job 9;2023-01-01 01:07:00;2023-01-01 01:27:00;Machine 5
Job 9;2023-01-01 01:27:00;2023-01-01 01:42:00;Machine 3
Job 9;2023-01-01 01:42:00;2023-01-01 01:54:00;Machine 1
Job 9;2023-01-01 01:54:00;2023-01-01 03:05:00;Machine 2
